PROJECT_TYPE	BLKLOT	NAMEADDR	alias	BESTDATE	BESTSTAT	Entitlement	UNITS	UNITSNET	PLN_CASENO	PLN_DESC	BP_APPLNO	PROPUSE	BP_DESC	AFF_UNITS	NET_AFF_UNITS	TOTAL_GSF	RET	MIPS	CIE	MED	PDR	VISIT	NET_GSF	NET_CIE	NET_MED	NET_MIPS	NET_PDR	NET_RET	NET_VISIT	FILEDATE	NEIGHBORHOOD	ZONING_GEN	ZONING_SIM	ZONING_DISTRICT	HEIGHT_DISTRICT	APPLICANT	CONTACT	Geography
PDR	4912001	2824 JENNINGS ST		08/14/2014	PL FILED	false	0	0	2014.0954	Demolish 7 PDR buildings, adjust lot lines, and construct 2 PDR buildings.		APARTMENTS		0	0	53500	0	0	0	0	53500	0	528	0	0	0	528	0	0	08/14/2014	Bayview	Industrial	PDR-2	PDR PRODUCTION, DISTRIBUTION, AND REPAIR	40-X			(37.722549999999998, -122.39292500000001)
PDR	5576001	280 BAY SHORE BL		03/11/2009	BP FILED	false	0	0			200903113911	FILLING/SERVICE STN	ERECT A 1 STORY BIOFUEL PRODUCTION & SALES BUILDING.	0	0	6000	1000	0	0	0	5000	0	6000	0	0	0	5000	1000	0		Bayview	Industrial	PDR-2	PDR PRODUCTION, DISTRIBUTION, AND REPAIR	40-X			(37.743577000000002, -122.404931)
MIPS	3774026	270 BRANNAN ST		04/01/2015	CONSTRUCTION	true	0	0	2012.0799	Demolition of existing building on lot and construction of a new six-story commercial office building containing approximately 189,000 square feet of office uses and an approximately 13,000 square foot sub-grade parking garage containing 16 off-street pa	201312174402	OFFICE	TO ERECT 7 STORIES, 1 BASEMENT, OFFICE, PARKING, ASSEMBLY BUILDING.	0	0	171650	0	171650	0	0	0	0	154300	0	0	154300	0	0	0	08/28/2012	South of Market	Mixed Use	MUO	MIXED USE-OFFICE	65-X	c/o John Ramsbacher	c/o Dan Kingsley	(37.782934699999998, -122.3917304)
CIE	3532091	245 VALENCIA ST		12/09/2014	CONSTRUCTION	true	0	0	2010.0681	The project proposes to construct a new Church at the subject site including a below grade off-street parking structure.	201008038065	CHURCH		0	0	50431	0	0	50431	0	0	0	13256	13256	0	0	0	0	0	08/12/2010	Mission	Mixed Use	NCT-3	MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT	50-X	John Goldman	John Goldman	(37.768777, -122.421806)
Mixed	0654001F	2429 CALIFORNIA ST		08/23/2007	BP FILED	false	0	0			200708230748	RETAIL SALES	Site Permit. One story vertical addition over existing stucture, and one story horizontal addition to the rear for 2 retail spaces on the 1st floor, and 2 new office spaces on (n) 2nd floor.	0	0	5566	3552	2014	0	0	0	0	3553	0	0	2014	0	1539	0		Western Addition	Mixed Use	NCD	UPPER FILLMORE NEIGHBORHOOD COMMERCIAL DISTRICT	40-X	Christine Louie	Christine Louie	(37.788742399999997, -122.4343612)
MED	1051034	2320 SUTTER ST		03/27/2015	CONSTRUCTION	true	0	0			201310038416	CLINICS-MEDIC/DENTAL	TO ERECT 3 STORIES, NO BASEMENT, MEDICAL OFFICE. (REAR BLDG).	0	0	20000	0	0	0	20000	0	0	11132	0	20000	-8868	0	0	0		Western Addition	Mixed Use	NC-3	NEIGHBORHOOD COMMERCIAL, MODERATE SCALE	40-X			(37.785468000000002, -122.43844900000001)
PDR	5230007	2230 JERROLD AV		07/31/2014	PL FILED	false	0	0	2014.1187	Construct new 1,806 sf auto repair garage in rear of existing PDR site.				0	0	36851	0	0	0	0	36851	0	1806	0	0	0	1806	0	0	07/31/2014	Bayview	Industrial	PDR-2	PDR PRODUCTION, DISTRIBUTION, AND REPAIR	65-J	Jeremy  Schaub	Jeremy  Schaub	(37.745305999999999, -122.400971)
MIPS	3735063	222 02ND ST		03/31/2015	CONSTRUCTION	true	0	0	2006.1106	Amend previous Motion No. 18168 (Case No. 2006.1106X) to grant new exceptions related to bulk and separation of towers, in response to revised tower design/configuration. The amended project would not increase the gross floor area of the building. | The	200711309386	OFFICE	Construction of 25 stories office building with public assembly, food/beverage handling,retail sales	0	0	435650	5000	430650	0	0	0	0	435650	0	0	430650	0	5000	0	01/08/2013	Financial District	Commercial	C-3-O(SD)	DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT)	350-S	Priority	Priority	(37.786450000000002, -122.39806900000001)
MIPS	5231002B	1995 EVANS AV		03/21/2013	PL FILED	false	0	0	2013.0342	The proposed project includes demolition of three existing buildings on the site (approximately 39,800 sf) and consturction of a new four-story, 65-foot tal, 105,150 sf building containing the San Francisco Police Department Forsenic Service Division and				0	0	105150	0	105150	0	0	0	0	65350	0	0	105150	-39800	0	0	03/21/2013	Bayview	Industrial	PDR-2	PDR PRODUCTION, DISTRIBUTION, AND REPAIR	80-E	John T. Matthies	John T. Matthies	(37.746713, -122.39591799999999)
CIE	0676009	1834 SUTTER ST		10/16/2014	PL APPROVED	true	0	0	2013.0419	Construct new building on current school playard area; consolidate the school operations by moving from the Bush St facility into the new proposed building.				0	0	17816	0	0	17816	0	0	0	9843	9843	0	0	0	0	0	04/05/2013	Western Addition	Residential	RM-3	RESIDENTIAL- MIXED, MEDIUM DENSITY	40-X	Cathy Inamasu	Cathy Inamasu	(37.786701999999998, -122.43067499999999)
PDR	4851017	1313 ARMSTRONG AV		11/27/2012	BP FILED	false	0	0			201211274877	WAREHOUSE, FURNITURE	TO ERECT ONE STORY PRODUCT PACKAGING BUILDING W/ PARKING.	0	0	1355	0	0	0	0	1355	0	1355	0	0	0	1355	0	0		Bayview	Industrial	PDR-2	PDR PRODUCTION, DISTRIBUTION, AND REPAIR	40-X			(37.723078999999998, -122.38752599999999)
Retail/Ent	1732043	1759 LINCOLN WY		06/20/2013	PL APPROVED	true	0	0	2011.0099	Demolish exiting service station building of approx. 2350 square feet and reconstruct a new building of approx. 3700 square foot building containing a convenience store and automatic car wash. Alterations to the existing pumps and tanks is not proposed.				0	0	3700	3700	0	0	0	0	0	1100	0	0	0	0	1100	0	02/03/2011	Inner Sunset	Residential	RM-2	RESIDENTIAL- MIXED, MODERATE DENSITY	40-X	Ahmad Mohazab	Ahmad Mohazab	(37.765199000000003, -122.476889)
MIPS	3788039	345 BRANNAN ST		04/01/2015	CONSTRUCTION	true	0	0	2007.0385	New construction approx. 69,540-gsf, 4-story, 50' height office building on existing parking lot, with 58-space ground floor parking and street frontage retail space.	200810275193	OFFICE	ERECT A OFFICE, RESTAURANT & PARKING 4 STORIES BUILDING.	0	0	53030	3530	49500	0	0	0	0	53030	0	0	49500	0	3530	0	09/18/2008	South of Market	Mixed Use	MUO	MIXED USE-OFFICE	65-X	David Silverman	David Silverman	(37.780971000000001, -122.392906)
MIPS	8709004	1600 OWENS ST		02/17/2015	CONSTRUCTION	true	0	0	2006.1216	Section 321 allocation for 228,000 gsf of office development in new 10-story (approximately 160') 245,500 gsf laboratory/office building with ground-floor retail, no on-site parking (off-street parking to be provided on adjacent parcel - Parcel 6).  Miss	200711097802	OFFICE	ERECT 10-STORY, TYPE-1, OFFICE, LAB, RETAIL NEW BUILDING.	0	0	245000	0	245000	0	0	0	0	245000	0	0	245000	0	0	0	09/29/2006	South of Market	Mixed Use	MB-RA	SEE MISSION BAY SOUTH REDEVELOPMENT PLAN	MB-RA			(37.769168999999998, -122.394204)
PDR	4829007	1560 WALLACE AV		02/28/2014	BP APPROVED	true	0	0			201112080359	WAREHOUSE,NO FRNITUR	ERECT 1 STORY, TYPE 5, WAREHOUSE BUILDING.	0	0	5000	0	0	0	0	5000	0	5000	0	0	0	5000	0	0		Bayview	Industrial	PDR-1-B	PDR LIGHT INDUSTRIAL BUFFER	40-X			(37.727104400000002, -122.390421)
PDR	3913005	155 DE HARO STREET		08/15/2014	PL FILED	false	0	0	2013.1520	The project site consists of a 40,741 square foot lot (Assessor's Block 3913, Lot 005) bound by De Haro Street to the west, Carolina and Channel Street to the east, 15th Street to the south, and Berry Street to the north.  Currently the lot contains two				0	0	32330	0	0	0	0	32330	0	15405	0	0	0	15405	0	0	08/15/2014	South of Market	Industrial	PDR-1-D	PRODUCTION, DISTRIBUTION & REPAIR - 1 - DESIGN	58-X	Harvey Hacker	Harvey Hacker	(37.768013000000003, -122.401871)
Mixed	4067012	1512 20TH ST		10/29/2013	BP FILED	false	0	0	2013.1431	Renovation and addition to an existing mixed-use building	201310290519	OFFICE	REMOVE (E) ROOF. INCREASE HEIGHT OF (E) 2 STORY BLDG & ADD (N) MEZZ. ADD (N0) ROOF DECK @ SINGLE STO	0	0	4965	2847	2118	0	0	0	0	2762	0	0	1011	0	1751	0	10/07/2013	Potrero Hill	Mixed Use	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	40-X	Cary Bernstein	Cary Bernstein	(37.759929, -122.396316)
MIPS	5323015A	1425 MENDELL ST		05/03/2007	BP FILED	true	0	0	2007.0331	Demolish existing commercial building and construct a new 5-story commercial office building with retail on the first floor.	200705030367	OFFICE	"TO DEMOLISH 2 STORIES OFFICE BUILDING. (200705030363)

TO ERECT 5 STORIES OFFICE BUILDING."	0	0	7031	1406	5625	0	0	0	0	3802	0	0	2396	0	1406	0	05/24/2007	Bayview	Mixed Use	NC-3	NEIGHBORHOOD COMMERCIAL, MODERATE SCALE	55-X	Adam Winig	Adam Winig	(37.734332000000002, -122.390384)
MIPS	8719002	1351 03RD ST		01/14/2015	CONSTRUCTION	true	0	0			201110066246	OFFICE	ERECT 6 STORIES BUILDING OF POLICE HEADQUARTERS, FIRE STATION.	0	0	264000	0	264000	0	0	0	0	264000	0	0	264000	0	0	0		South of Market	Mixed Use	MB-RA	SEE MISSION BAY SOUTH REDEVELOPMENT PLAN	40-X			(37.768874500000003, -122.3891558)
MIPS	4352007	1301 CESAR CHAVEZ ST		01/29/2015	BP ISSUED	true	0	0			200710155436	FILLING/SERVICE STN	Erect a two stories builing for maintenance and operations facility with admininstrative offices for SFMuni. A-3 for lunch rm; B for Admin. off, locker rms, training conference, T.V. rm; H-4 for welding shop and elec. shop; S-2 for part storage, equip. r	0	0	88564	0	88564	0	0	0	0	81979	0	0	88564	-6585	0	0		Bayview	Industrial	PDR-2	PDR PRODUCTION, DISTRIBUTION, AND REPAIR	65-J			(37.749980000000001, -122.39003200000001)
MIPS	3717019	120 HOWARD ST		06/13/2012	CONSTRUCTION	true	0	0	2006.0616	Three-story, approximately 67,000 square-foot vertical addition to existing 155,000 square-foot nine-story office building.	200611178045	OFFICE	PROPOSED VERTICAL ADDITION REMOVING EXTG PENTHOUSE AND CONSTRUCTING 4 NEW STORIES WITH FULL FLOOR PLATES, NEW STRUCTURE WILL BE STEEL MOMENT FRAME AND MECHANICAL WILL BE VARIABLE AIR VOLUME-REPLACE 3 EXTG ELEVATORS	0	0	222000	0	222000	0	0	0	0	67000	0	0	67000	0	0	0	05/11/2006	Financial District	Commercial	C-3-O(SD)	DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT)	200-S			(37.791509699999999, -122.3928255)
Retail/Ent	3702046	1127 MARKET ST		03/06/2015	CONSTRUCTION	true	0	0	2012.0370	The project would renovate the existing 12,300 sf movie theater to a 299-seat live theater with support spaces (dressing rooms, rehearsal space, box office), offices and ground floor restaurant/cafe fronting Market Street.	201212115890	THEATER		0	0	20000	20000	0	0	0	0	0	7690	0	0	0	0	7690	0	05/02/2012	South of Market	Commercial	C-3-G	DOWNTOWN- GENERAL	120-X	George Hauser	Menka Sethi	(37.779871999999997, -122.41307)
Mixed	0694005	1100 VAN NESS AVE	CPMC Hosp Van Ness	04/20/2012	BP FILED	true	0	-25	2009.0885	"Demolition of the exisitng Cathedral Hill hotel and office building and construction of a 15 story, 265-foot tall hospital on the entire block bounded by Franklin Street, Post STreet, Van Ness Avenue, and Geary Blvd.

Demolition of 7 existing properties"	201204208807		TO DEMOLISH 2 STORY RETAIL BUILDING.	0	-20	1019848	11087	277873	730888	0	0	0	470833	730888	0	19831	-3480	-63753	-212653	06/10/2010	Downtown/Civic Center	Mixed Use	RC-4	RESIDENTIAL- COMMERCIAL, HIGH DENSITY	130-V	Geoffrey Nelson	Geoffrey Nelson	(37.785753, -122.421333)
Visitor	0351001	1100 MARKET ST		09/18/2012	PL FILED	false	0	0	2012.1123	Renovation of existing Hotel - interior renovation and top floor addition				0	0	81015	12209	0	0	0	0	68806	1440	0	0	0	0	3026	-1586	09/18/2012	Downtown/Civic Center	Commercial	C-3-G	DOWNTOWN- GENERAL	120-X	Daniel Frattin	Daniel Frattin	(37.780707399999997, -122.4125528)
Visitor	3703066	1053 MARKET ST		06/16/2014	PL FILED	false	0	0	2014.0408	The proposed project would demolish an existing commercial building and construct a 10-story tourist hotel with 155 rooms with a ground floor retail space.				0	0	74000	4000	0	0	0	0	70000	65755	0	0	0	0	-4245	70000	06/16/2014	Downtown/Civic Center	Commercial	C-3-G	DOWNTOWN- GENERAL	90-X	Michael Stanton	Lisa Zhuo	(37.782128999999998, -122.410382)
CIE	4154001	1001 POTRERO AV		11/19/2014	CONSTRUCTION	true	0	0	2007.0603	Rebuild of SF General Hospital (SFGH) to new requirements, part of IMP: new 419,070-sf acute acre hospital building, 105-ft in height, and reuse of 129,706-sf Building 5, equivalent to existing hospital use capacity, with no proposed parking.	200901230738	OFFICE		0	0	548776	0	0	548776	0	0	0	419070	419070	0	0	0	0	0	09/18/2008	Mission	Public	P	PUBLIC	105-E	Tsang Arc	Tsang Arc	(37.756705199999999, -122.4043925)
MED	8724001	1825 OWENS STREET	UCSF Medical Center	10/13/2010	CONSTRUCTION	true	0	0				HOSPITAL		0	0	1800500	0	0	0	1800500	0	0	1800500	0	1800500	0	0	0	0		South of Market	Mixed Use	MB-RA	SEE MISSION BAY SOUTH REDEVELOPMENT PLAN	MB-RA			(37.771028999999999, -122.396181)
CIE	6360001	60 BURR AV		10/27/2011	BP ISSUED	true	0	0	2009.0047		201002236998	SWIMMING POOL	CONSTRUCTION OF A 1 STORY ATTACHED BUILDING TO ENCLOSE EXISTING SWIMMING POOL AND IMPROVEMENT TO EXI	0	0	4624	0	0	4624	0	0	0	4624	4624	0	0	0	0	0		Visitacion Valley	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.709834499999999, -122.4142605)
CIE	1877034	1566 32ND AV		05/07/2014	BP FILED	false	0	-1	2013.0385	Conditional Use Authorization to convert a dwelling unit to a child care facility with over 15 per P.C. Sec. 209.3(f) and a Variance to the parking requirement of P.C. Sec. 151	201405075171	DAY CARE HOME GT 12	CONVERSION OF (E) DWELLING TO BE USED FOR PRESCHOOL (DAYCARE) IN CONJUCTION WITH CONDITIONAL USE PERMIT APPLICATION# 2013:124B.	0	0	2040	0	0	2040	0	0	0	2040	2040	0	0	0	0	0		Outer Sunset	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.757818, -122.49054700000001)
MIPS	2979A021A	99 WEST PORTAL AV		03/25/2013	CONSTRUCTION	true	0	0	2008.1161	Expansion of existing dental office to lower street level to provide access from West Portal Avenue.	201203287036	CLINICS-MEDIC/DENTAL		0	0	4000	0	4000	0	0	0	0	2000	0	0	2000	0	0	0	10/02/2008	West of Twin Peaks	Mixed Use	NCD	WEST PORTAL AVENUE NEIGHBORHOOD COMMERCIAL	26-X	Ramiro & Irma Castro	Ramiro & Irma Castro	(37.739726099999999, -122.4666302)
Retail/Ent	3704071	949 MARKET STREET		02/25/2015	CONSTRUCTION	true	0	0	2008.0217	Section 309 Review Required with one exception (freight loading) request. Conditional Use Authorization request to exceed allowable accessory parking per Section 303, 157 and 158.  Variances requested per Section 102.11 to allow modification of gross flo	201011084497	RETAIL SALES		0	0	367000	367000	0	0	0	0	0	237300	0	0	-74700	0	312000	0	02/22/2008	South of Market	Commercial	C-3-G	DOWNTOWN- GENERAL	120-X	DWI Devel	Reuben &	(37.782702999999998, -122.408998)
PDR	5597A001	928 TOLAND ST		01/23/2015	CONSTRUCTION	true	0	0			201301248656	OFFICE	TO ERECT 1 STORY COMMERCIAL BUILDING.	0	0	5500	0	0	0	0	5500	0	5500	0	0	0	5500	0	0		Bayview	Industrial	PDR-2	PDR PRODUCTION, DISTRIBUTION, AND REPAIR	65-J			(37.741474599999997, -122.4013514)
Retail/Ent	4059010	851 TENNESSEE ST		06/11/2013	PL FILED	false	0	0	2013.0775	Construct new school				0	0	2709	2709	0	0	0	0	0	2709	0	0	0	0	2709	0	06/11/2013	Potrero Hill	Mixed Use	UMU	URBAN MIXED USE	58-X	Ahmad Larizadeh	Ahmad Larizadeh	(37.761021900000003, -122.389239)
MIPS	3774072	85 FEDERAL ST		06/20/2013	BP FILED	false	0	0	2012.1410	The proposed project is to demolish two story existing office buildings and new construction of a 5 story, 65-foot tall, commercial building with retail (fitness facility) at the ground-floor and basement level, and office use on the upper four-floors.	201306200082	OFFICE	ERECT 5-STORY COMMERCIAL & RETAIL NEW BUILDING.	0	0	35000	7000	28000	0	0	0	0	25884	0	0	18884	0	7000	0		South of Market	Mixed Use	MUO	MIXED USE-OFFICE	65-X			(37.783008600000002, -122.3926014)
MIPS	3786018	85 BLUXOME ST		03/25/2015	CONSTRUCTION	true	0	0	2013.0007	Project involves demolition of existing two-story masonry building and construction of a new five-story office building.	201404072588	OFFICE	TO ERECT 5 STORIES OF OFFICE BUILDING - COMPLIANCE WITH MAHER ORDINANCE NO.155-13 REQUIRED ROUTE TO	0	0	55000	0	55000	0	0	0	0	5354	0	0	33000	-27646	0	0	05/16/2013	South of Market	Mixed Use	WMUO	WSOMA MIXED USE-OFFICE	65-X	Ricardo Pimienta	K. Cyrus Sanandaji	(37.776224200000001, -122.3974956)
CIE	0192014	835-845 JACKSON ST	Chinese Hospital	07/12/2012	PL APPROVED	true	0	0	2008.0762	Hospital Replacement and expansion, adding 68,010 gsf total, building new seven-story acute care hospital, moving medical office building uses to existing five-story hospital, and demolishing existing Chinese Hospital and Chinese Hospital Garage (MOB and				0	0	140990	0	0	140990	0	0	0	68010	68010	0	0	0	0	0	06/26/2008	Chinatown	Mixed Use	CRNC	CHINATOWN- RESIDENTIAL- NEIGHBORHOOD COMMERCIAL	65-N	Brenda Yee	Wayne Hu	(37.795692600000002, -122.4092984)
Mixed	3774071	77 & 85 FEDERAL STREET		03/26/2013	PL FILED	false	0	0	2012.1410	The proposed project is to demolish two story existing office buildings and new construction of a 5 story, 65-foot tall, commercial building with retail (fitness facility) at the ground-floor and basement level, and office use on the upper four-floors.	201306200082	OFFICE		0	0	72093	22363	49730	0	0	0	0	54977	0	0	32614	0	22363	0	03/26/2013	South of Market	Mixed Use	MUO	MIXED USE-OFFICE	65-X	David Yocke	David Yocke	(37.782670799999998, -122.3930944)
MIPS	0165022	717 BATTERY ST		12/01/2008	BP FILED	false	0	0	2007.1460	Two story penthouse addition to three-story office building, for office use, new three-story bldg of 9,000-gsf office over retail; 24,870-sf additions to historic Musto Bldg.	200812017534	OFFICE	ALTERNATION TO EXISTING BUILD, NEW 2 STORY VERTICAL ADDITION ON THE EXISTING BUILD, 3 STORY HORIZONT	0	0	59700	3000	56700	0	0	0	0	27870	0	0	24870	0	3000	0	02/18/2009	Financial District	Commercial	C-2	COMMUNITY BUSINESS	65-A	Sean Murphy	Neil Sekhri	(37.797882000000001, -122.401285)
CIE	0074001	701 LOMBARD ST		02/03/2014	CONSTRUCTION	true	0	0	2008.0968	Library Bond project combined with Park Plan.  Project includes new library on the lot at the corner of Columbus & Lombard Streets (0074/001), demolition of existing branch library, and plan for reorganization and improvements to Joe DiMaggio Playground	201109235397	LIBRARY	ERECT 2-STORY PUBLIC BRANCH LIBRARY	0	0	8900	0	0	8900	0	0	0	3563	3563	0	0	0	0	0	09/01/2009	North Beach	Mixed Use	NCD	NORTH BEACH NEIGHBORHOOD COMMERCIAL	40-X	Bruce Bau	Bruce Bau	(37.802619, -122.41321000000001)
Retail/Ent	3115043	625 MONTEREY BL		05/26/2010	PL FILED	false	0	0	2010.0401	The proposed project is the expansion of an existing grocery store from 19,344 sq.ft. to 40,722 sq.ft., and from 62 parking spaces to 92 parking spaces. Additionally, modifications to the existing public right-of-way and street median are planned to acco				0	0	40722	33817	6905	0	0	0	0	21378	0	0	6905	0	14473	0	05/26/2010	Outer Mission	Mixed Use	NC-1	NEIGHBORHOOD COMMERCIAL, CLUSTER	32-X	Fred Ponce	Fred Ponce	(37.731231000000001, -122.449551)
MIPS	3778047	610-620 BRANNAN STREET		06/14/2014	PL APPROVED	true	0	0	2014.0416	"The proposed project would demolish a paved lot and an existing 3 single-story buildings to erect an approximately 160 ft. tall (620,000 sf) office building (""600 Brannan"" project) with public open space, PDR uses, street-facing retail, and subsurface pa"				0	0	560682	17528	536607	0	0	6547	0	526802	0	0	526807	-17533	17528	0	06/19/2014	South of Market	Industrial	PDR-1-G	PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL	40/55-X	Dan Kingsley	Steve Shanks	(37.769629000000002, -122.407381)
MIPS	3788042	333 BRANNAN ST (AKA 329 BRANNAN ST)		08/15/2013	PL APPROVED	true	0	0	2012.0906	Demolish a surface parking lot and two industrial bldgs totaling 13,740 sf; and construct a 65-foot tall, six-story building with 175,881 sf of office, 2,572 sf of ground-floor retail along Brannan Street,  and 72 below-ground parking spaces (44 valet, 3				0	0	175881	0	175881	0	0	0	0	162141	0	0	175881	-13740	0	0	10/19/2012	South of Market	Mixed Use	MUO	MIXED USE-OFFICE	65-X	John Kevlin	John Kevlin	(37.780918, -122.39241699999999)
CIE	6044007	450 SOMERSET ST		08/11/2014	BP FILED	false	0	0	2013.1516	Conditional Use Authorization for a project consisting of the construction of a 3-story bldg. (40 ft. tall) with a roof deck on a site with an existing school bldg. (which will remain) and site improvements.  The new bldg. will house 21,000 sq.ft. of cla	201408113568	SCHOOL	Multiple Permits	0	0	43629	0	0	43629	0	0	0	21055	21055	0	0	0	0	0	05/22/2014	Excelsior	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	John Conomos	Chris Kalos	(37.725822999999998, -122.407359)
CIE	5419005	1636 ARMSTRONG AV		04/08/2010	CONSTRUCTION	true	0	-1	2001.1089	V FOR OFF-STREET PARKING: NO PARKING PROPOSED FOR THE CONSTRUCTION OF NEW CHURCH	200302288512	CHURCH	ERECT A 2 STORY CHURCH CENTER.	0	0	7500	0	0	7500	0	0	0	7500	7500	0	0	0	0	0	11/15/2001	Bayview	Industrial	PDR-1-B	PDR LIGHT INDUSTRIAL BUFFER	40-X	JOHN SCHL	Chris Fol	(37.726618000000002, -122.392636)
MIPS	0269028	350 BUSH ST		01/23/2015	CONSTRUCTION	true	0	0	2000.541	Demolition of buildings, except for the Mining Exchange Bldg. at 350 Bush St., which would be converted to retail use.  Then new construction of a 19-story office bldg. w/ 20,400 sq. ft. of retail space in two galleria levels, 344,540 sq. ft. of office s	200708078938	OFFICE	ERECT 20 STORIES 3 BASEMENTS OFFICE BLDG.	0	0	347300	7300	340000	0	0	0	0	347300	0	0	340000	0	7300	0	01/10/2001	Financial District	Commercial	C-3-O	DOWNTOWN- OFFICE	250-S	Russ Buil	Russ Buil	(37.790950299999999, -122.4033756)
MIPS	3710017	350 MISSION ST		03/31/2015	CONSTRUCTION	true	0	0	2006.1524	The project site is occupied by a four-story building with approximately 95,000 sq. ft. of office, retail, and acessory uses. The proposed project would demolish the existing building and construct a 28-story, 455' ft high office tower consisting of 503,	201108011461	OFFICE	TO ERECT 27 STORIES, OFFICE, RETAIL & PARKING BUILDING.	0	0	510300	7300	503000	0	0	0	0	415603	0	0	431303	0	-15700	0	11/19/2008	Financial District	Commercial	C-3-O(SD)	DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT)	450-S	James Cunningham	Joel Yodowitz	(37.790809000000003, -122.39637399999999)
Mixed	6575001	3615 CESAR CHAVEZ ST	CPMC - ST. LUKE'S HOSPITAL	07/11/2013	PL APPROVED	true	0	0	2009.0886	Construction of a new 145,000 sq.ft. St. Luke's Hospital at a height of 114 feet (6 stories); demolition of the existing St. Luke's Hospital after the new hospital is operational, and construction of a new medical office building/future expansion buildin				0	0	533115	0	220000	313115	0	0	0	164617	-52983	0	217600	0	0	0		Bernal Heights	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	105-E			(37.747692000000001, -122.420936)
Mixed	5598006	367 BAY SHORE BL		03/25/2015	CONSTRUCTION	true	0	0	2011.1203		201101208739	CAR WASH	TO ERECT 2 STORIES, CAR WASH / COMMERCIAL BUILDING.	0	0	10000	5000	0	0	0	5000	0	10000	0	0	0	5000	5000	0		Bayview	Industrial	PDR-2	PDR PRODUCTION, DISTRIBUTION, AND REPAIR	65-J			(37.741408999999997, -122.405604)
