PROJECT_TYPE	BLKLOT	NAMEADDR	ENTITLED	BESTSTAT	BESTDATE	UNITS	UNITSNET	AFFORDABLE	AFFORDABLE_NET	SECTION415	AFF_TARGET	TENURE_TYPE	CASENO	DESCRIPT	DBIDESC	TOTAL_GSF	NET_GSF	CIE_EXIST	CIE	CIENET	MED_EXIST	MED	MEDNET	MIPS_EXIST	MIPS	MIPSNET	PDR_EXIST	PDR	PDRNET	RET_EXIST	RET	RETNET	RESTAURANT	RESTAURANT_NET	VISIT_EXIST	VISIT	VISITNET	HOTEL_ROOM_EXIST	HOTEL_ROOM	HOTEL_ROOM_NET	PLANNER	SPONSOR	CONTACT	CONTACTPH	YEAR_	QTR	YEAR_QTR	PD	SD	PLANAREA	PDA	Location 1
Resident	3639028	953 TREAT AV	FALSE	BP FILED	11/04/2015 12:00:00 AM	2	2	0	0				2015-006510PRJ	Conditional Use Authorization request to permit the demolition of an existing single family house, determined not to be a historic resource per HRER.  Variance requests for the street frontage and permitted obstructions to construct two new buildings, ea	"BUILDING# 2. TO ERECT 4 STORIES, NO BASEMENT, 2 UNITS RESIDENTIAL BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 REQUIRED; ROUTE TO DPH **"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EJARDINE	WInder Gibson Architects		4153188634	2017	Q4	2017_Q4	8 - Mission	9	Mission (EN); Mission District Streetscape Plan	Eastern Neighborhoods	(37.75509974630, -122.41303021900)
Mixres	302021	955 POST ST	FALSE	PL FILED	12/09/2016 12:00:00 AM	94	94	0	0				2015-015950PRJ	"Demolish existing office/auto repair concrete building.  Replace with new 106 unit mixed-use commercial concrete building.

The PPA was submitted on 12/3/15 and the 90 day deadline is 3/2/16."		7700	-8300	0	0	0	0	0	0	3000	0	-3000	13000	0	-13000	0	7700	7700	0	0	0	0	0	0	0	0		Frank Wong	WONG FRANK K Y  & JANE H	4157714050	2017	Q4	2017_Q4	4 - Downtown	6		Downtown-Van Ness-Geary	(37.78683277040, -122.41763739600)
Resident	6971A040	96 SEMINOLE AV	FALSE	BP Filed	10/20/2017 12:00:00 AM	2	1	0	0						ADDITION OF DWELLING UNIT PER ORDINANCE #162-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	12 - South Central	11		Mission-San Jose Corridor	(37.71959399230, -122.44525597700)
Resident	3736120	TRANSBAY BLOCK 9	TRUE	CONSTRUCTION	12/19/2017 12:00:00 AM	545	545	109	109		50% AMI;	Rental			TO ERECT 42 STORIES, 6 BASEMENTS, 545 UNITS RESIDENTIAL APARTMENT WITH COMMERCIAL MIXED USE BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	9 - South of Market	6	Transit Center District; Transit Center District Streetscape Plan; Downtown Streetscape Plan; Transbay	Transit Center District	(37.78720355450, -122.39510677100)
Retail/Ent	3725019	960 HOWARD ST	FALSE	BP FILED	10/11/2016 12:00:00 AM	0	0	0	0				2016-014339PRJ	CHANGE OF USE ONLY. (E) ONE-STORY INDUSTRIAL SPACE TO BE CONVERTED TO RETAIL USE. NO CHANGE TO INTERIOR SPACE OR EXTERIOR CHANGES. RETAIL DISPLAY OF SPORTS EQUIPMENT ONLY.MAHER ORDINANCE - EXTENDED N/A.	CHANGE OF USE ONLY. (E) ONE-STORY INDUSTRIAL SPACE TO BE CONVERTED TO RETAIL USE. NO CHANGE TO INTERIOR SPACE OR EXTERIOR CHANGES. RETAIL DISPLAY OF SPORTS EQUIPMENT ONLY.MAHER ORDINANCE - EXTENDED N/A.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AJELLOHO	VICTOR IAN GILBERT TRUST TRUST	VICTOR IAN GILBERT TRUST		2017	Q4	2017_Q4	4 - Downtown	6	East SoMa (EN); Central SoMa	Eastern Neighborhoods	(37.78072837630, -122.40652657100)
Resident	825010	964 - 966 OAK ST	TRUE	BP FILED	02/09/2017 12:00:00 AM	2	0	0	0				2016-006545PRJ	To legalize a conversion of a 2 Dwelling unit duplex  into group housing.	CHANGE OF USE: CONDITIONAL USE CHANGE OF 2 UNIT/DUPLEX INTO 10 PERSON CONGREGATE RESIDENCE. NO ALTERATION/REPAIR WORK.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WFARRENS	San Francisco Community Land Trust		4153991490	2017	Q4	2017_Q4	5 - Western Addition	5		Rest of the City	(37.77369986060, -122.43522293000)
Resident	5640010	965 POWHATTAN AV	TRUE	CONSTRUCTION	08/31/2017 12:00:00 AM	4	4	0	0						ERECT 2 STORIES, 1 BASEMENT,  TYPE 5, SINGLE FAMILY DWELLING BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CTOWNES				2017	Q4	2017_Q4	11 - Bernal Heights	9		Rest of the City	(37.74150838470, -122.41035009300)
Resident	845027	969 OAK ST	TRUE	BP APPROVED	09/01/2017 12:00:00 AM	3	1	0	0				2014	"Add one dwelling unit to existing 2-unit building; raise building 36""; replace foundation; replace front steps; reconfigure existing garage entry; horizontal rear addition at all three stories."	RAISE HOUSE TO INCREASE CEILING HEIGHT OF (E) GARAGE LEVEL. (N) DWELLING UNIT @ 1ST STORY W/ (N) KITCHEN, (N) BATH (2). HORIZONTAL ADDITION @ REAR OF BUILDING. RECONSTRUCT REAR YARD STAIR.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LAJELLO	Troy Kashnipour	Troy Kashnipour	415.431.0869	2017	Q4	2017_Q4	6 - Buena Vista	5	Lower Haight Public Realm Plan	Rest of the City	(37.77313137580, -122.43517381200)
Mixres	6411034	974 GENEVA AV	TRUE	BP ISSUED	06/26/2017 12:00:00 AM	3	3	0	0				2015-006723PRJ	"Proposed new construction of four-story over basement building with three residential condo units over commercial

Common roof deck: 853 S.F."	TO ERECT 4 STORIES, 1 BASEMENT, 3 UNITS APARTMENT WITH RETAIL, MIXED USE BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HORN JEF	SIA Consulting Corporation	Su Yun Zeng	(415) 922-02	2017	Q4	2017_Q4	12 - South Central	11		Mission-San Jose Corridor	(37.71566119780, -122.44011283600)
Mixres	3780044	975 BRYANT ST	FALSE	PL FILED	10/29/2015 12:00:00 AM	182	182	0	0				2015-005862PRJ	The proposed project is to demolish the existing 32,407 square foot Formula Retail building and to construct a new 5-story over basement, 120 unit residential building with basement parking containing 117 parking spaces with a total of 211,000 gross squa		2397	-30010	0	0	0	0	0	0	0	0	0	0	0	0	0	2397	-30010	0	0	0	0	0	0	0	0	AHUISMAN	ThompsonDorfman		6504778115	2017	Q4	2017_Q4	9 - South of Market	6	Showplace Square/Potrero Hill (EN)	Eastern Neighborhoods	(37.77287079010, -122.40565920900)
Resident	3618092	978 - 980 GUERRERO ST	TRUE	BP ISSUED	03/31/2017 12:00:00 AM	3	1	0	0				2014	Variance request to the rear yard requirement of an existing NCU two unit residential structure.	CONVERSION OF (E) BASEMENT & CRAWL SPACE INTO 3RD UNIT CONSIDER ONE STORY  CREATED OF SUNKEN TERRACE FOR (N) UNIT W/IN REAR YARD, RECONSTRUCT REAR STAIR FROM TOP FL UNIT TO ACCOMMODATE SUNKEN TERRACE, ALTERATIONS TO FRONT YARD FOR FRONT ENTRY TO BASEMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RSUCRE	Brian Kaufman			2017	Q4	2017_Q4	8 - Mission	8	Mission District Streetscape Plan	Mission-San Jose Corridor	(37.75553060460, -122.42356322500)
Retail/Ent	3780034	979 BRYANT ST	TRUE	BP ISSUED	08/02/2016 12:00:00 AM	0	0	0	0				2015-018154PRJ	CHANGE OF USE ONLY. RETIRE LAST PERMITTED USE (MOTOR VEHICLE REPAIR) AND CHANGE TO ARTS ACTIVITY.	CHANGE OF USE ONLY. RETIRE LAST PERMITTED USE (MOTOR VEHICLE REPAIR) AND CHANGE TO ARTS ACTIVITY. CHANGE OF OCCUPANCY FROM S-1 TO F-1. N/A FOR MAHER ORDINANCE NO-155.13	3150	0	0	0	0	0	0	0	0	0	0	0	0	-3150	0	3150	3150	0	0	0	0	0	0	0	0	DISALVOJ	PAK LING & SAU FUN YIP REVOC TR	PAK LING & SAU FUN YIP REVOC TR		2017	Q4	2017_Q4	9 - South of Market	6	Showplace Square/Potrero Hill (EN)	Eastern Neighborhoods	(37.77279485390, -122.40627250200)
Resident	3948002	98 PENNSYLVANIA AV	TRUE	BP FILED	12/23/2016 12:00:00 AM	48	48	7	7	On-site BMR Project	90% AMI;	Rental	2013	Proposed new construction of a five-story building at 98 Pennsylvania Avenue. The proposed design includes 45 residential units from first floor to fifth floor.  There will be 16 one-bedroom units, and 29 two-bedroom units.  The project shall also includ	"TO ERECT 5 STORY, 1 BASEMENT, TYPE III-A OVER TYPE I-A, 48 UNITS APARTMENTS BUILDING.
** MAHER: N/A **"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AA CONV				2017	Q4	2017_Q4	9 - South of Market	10	Showplace Square/Potrero Hill (EN)	Eastern Neighborhoods	(37.76556180610, -122.39422104300)
Mixres	3732028	980 FOLSOM ST	FALSE	BP FILED	12/29/2014 12:00:00 AM	34	34	4	4				2013	The proposal is to demolish the exiting 7,530 square-foot (sf), single-story auto repair building, and construct a new mixed-use building fronting on Folsom and Clemintina Streets. The proposed project would consist of approximately 36,494 sf containing	ERECT 8-STORY, 34 CONDO UNITS ABOVE PARKING & COMMERCIAL BUILDING.	765	-6765	0	0	0	0	0	0	0	0	0	0	0	-7530	0	765	765	0	0	0	0	0	0	0	0	CTOWNES				2017	Q4	2017_Q4	9 - South of Market	6	East SoMa (EN); Central SoMa	Eastern Neighborhoods	(37.77901663050, -122.40536411200)
Mixed	8722001	CHASE CENTER (RECREATION)	TRUE	CONSTRUCTION	12/22/2017 12:00:00 AM	0	0	0	0				2014	GSW Arena LLC (GSW), an affiliate of Golden State Warriors, LLC, which owns and operates the Golden State Warriors National Basketball Association (NBA) team, proposes to construct a multi-purpose event center and a variety of mixed uses, including offic	CONSTRUCT (N) PROFESSIONAL SPORTS ARENA: INCLUDES GATE HOUSE, THEATRE/AUDITORIUM, PARKING GARAGE, TEAM OFFICES, GYMNASIUMS, RESTAURANTS & RETAIL	710486	710486	0	0	0	0	0	0	0	0	0	0	0	0	0	710486	710486	0	0	0	0	0	0	0	0	DWINSLOW				2017	Q4	2017_Q4	9 - South of Market	6	Mission Bay	Mission Bay	(37.76799556030, -122.38754942800)
Resident	3609027	981 - 987 VALENCIA ST	FALSE	BP FILED	08/24/2016 12:00:00 AM	11	8	0	0				2016-002409PRJ	Upgrade existing building consisting of one three story section and one two story section to one four story building.  Retain existing restaurant space at ground floor North section with minor changes.  Retain/upgrade existing commercial space at ground	UPGRADE EXISTING BUILDING CONSISTING OF ONE THREE STORY SECTION AND ONE TWO STORY SECTION TO ONE FOUR STORY BUILDING. RETAIN/UPGRADE COMMERCIAL SPACES AT GROUND FLOOR. COMPLETE REMODEL OF RESIDENTIAL FLOORS.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Giuseppe Sircana	Giuseppe Sircana	415-310-7871	2017	Q4	2017_Q4	8 - Mission	9	Mission (EN); Mission District Streetscape Plan	Eastern Neighborhoods	(37.75722380490, -122.42085045800)
MIPS	3732029	984 FOLSOM ST	FALSE	BP FILED	10/28/2016 12:00:00 AM	0	0	0	0				2016-014246PRJ	PERMIT TO DOCUMENT CHANGE OF USE ON THE 1ST FLR FROM AUTOMOTIVE REPAIR TO OFFICE. WORK PERFORMEND UNDER APPROVED P/A#201512165288. CONTRUCTION UNDER THIS PERMIT CONSISTS OF INSTALLING A NEW DOOR ON THE FOLSOM FACADE AND INSTALLATION OF ONE NEW EXTERIOR L	PERMIT TO DOCUMENT CHANGE OF USE ON THE 1ST FLR FROM AUTOMOTIVE REPAIR TO OFFICE. WORK PERFORMEND UNDER APPROVED P/A#201512165288. CONTRUCTION UNDER THIS PERMIT CONSISTS OF INSTALLING A NEW DOOR ON THE FOLSOM FACADE AND INSTALLATION OF ONE NEW EXTERIOR L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KDURANDE	984 FOLSOM ST LLC LLC	984 FOLSOM ST LLC		2017	Q4	2017_Q4	9 - South of Market	6	East SoMa (EN); Central SoMa	Eastern Neighborhoods	(37.77901700140, -122.40555963300)
Resident	3631017	987 DOLORES ST	TRUE	CONSTRUCTION	05/02/2017 12:00:00 AM	7	1	0	0						ERECT 2-STORY, TYPE 5, NO BASEMENT, SINGLE DWELLING UNIT BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MSMITH				2017	Q4	2017_Q4	8 - Mission	8	Mission District Streetscape Plan	Mission-San Jose Corridor	(37.75367075940, -122.42491730300)
Resident	3618071	990 GUERRERO ST	TRUE	CONSTRUCTION	03/10/2017 12:00:00 AM	3	1	0	0				2010	"1. Add a dwelling unit at the ground floor, and to add a parking stacker.
2. Remove a portion of the existing hipped roof to accomodate a roof terrace.
3.  Add four dormers and two skylights."	CONSTRUCT ADDITIONAL DWELLING UNITS @ EXISTING BASEMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SLAI				2017	Q4	2017_Q4	8 - Mission	8	Mission District Streetscape Plan	Mission-San Jose Corridor	(37.75536378890, -122.42354724800)
Resident	5696036	992 PERALTA AV	FALSE	BP FILED	07/11/2016 12:00:00 AM	50	50	8	8				2012	Construct 5 story, 50 unit residential condominium building with 50 off street parking spaces.	CONSTRUCT (N) 5-STORY, 49 DWELLING UNIT RESIDENTIAL CONDOMINIUM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RBRESSAN	CENTERSTO	C. STEVEN	415-550-6	2017	Q4	2017_Q4	11 - Bernal Heights	9		Rest of the City	(37.73731595000, -122.40940037900)
Visitor	3704025	996 MISSION ST	FALSE	PL FILED	06/09/2016 12:00:00 AM	0	0	0	0				2015-015253PRJ	Demo of 2-story existing residential hotel building. New construction of 8-story hotel (2 floors residential hotel units, 5 floors tourist hotel) with ground floor retail. Includes installation of drilled piers in (e) basement, eleven stop elevator, reta		50529	38947	0	0	0	0	0	0	0	0	0	0	0	0	6000	5645	-355	0	0	5582	44884	39302	29	105	76	VBYRD	KevinStephens Design		4152254255	2017	Q4	2017_Q4	4 - Downtown	6	East SoMa (EN); Central SoMa	Eastern Neighborhoods	(37.78128143540, -122.40870505000)
Mixed	196028	ACADEMY OF ART UNIVERSITY (AAU)	FALSE	PL FILED	08/17/2016 12:00:00 AM	0	0	0	0				2016-010637PRJ	Conditional Use Authorization for Change of Use from Office and retail to office and Post-Secondary Educational Institution and retail.		2704	0	0	1826	1826	0	0	0	0	0	-1826	0	0	0	0	878	0	0	0	0	0	0	0	0	0	TCHANG	Academy of Art University		4152742200	2017	Q4	2017_Q4	3 - Northeast	3		Downtown-Van Ness-Geary	(37.79570640590, -122.40313666200)
Mixres	4884025	CANDLESTICK POINT	TRUE	PL APPROVED	04/10/2014 12:00:00 AM	9108	9108	3345	2833				2007	Redevelopment plans, rezoning, projects, and infrastructure for 778-acre site encompassing BVHP Areas B, C, and Shipyard, for Candlestick Point, Hunters Point Shipyard, and India Basin Shoreline, including an estimated 9,000-du, 650,000-sf retail, 2,000,		4040000	3801500	0	100000	100000	0	0	0	13500	2650000	2636500	225000	255000	30000	0	885000	885000	0	0	0	150000	150000	0	220	220	JNAVARRE	SF Redevelopment Agency	Nicole Franklin		2017	Q4	2017_Q4	10 - South Bayshore	10	Candlestick Point; Bayview Hunters Point	Bayview/Hunters Point Shipyard/Candlestick Point	(37.71938264110, -122.38493438300)
Resident	4591C001	CANDLESTICK POINT (BP FILED)	TRUE	BP FILED	10/27/2015 12:00:00 AM	695	695	0	0				2013	Hunters Point Shipyard Phase 1 D4D amendments and associated review of buildings within Phase I	Multiple Permits	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AA CONV				2017	Q4	2017_Q4	10 - South Bayshore	10	Hunters Point Shipyard	Bayview/Hunters Point Shipyard/Candlestick Point	(37.72983493920, -122.37083909100)
Resident	4591C001	CANDLESTICK POINT (BP ISSUED)	TRUE	BP ISSUED	10/27/2015 12:00:00 AM	0	0	0	0				2013			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	10 - South Bayshore	10	Hunters Point Shipyard	Bayview/Hunters Point Shipyard/Candlestick Point	(37.72983493920, -122.37083909100)
Mixed	8722001	CHASE CENTER (OFFICE)	TRUE	BP ISSUED	04/11/2017 12:00:00 AM	0	0	0	0				2014	GSW Arena LLC (GSW), an affiliate of Golden State Warriors, LLC, which owns and operates the Golden State Warriors National Basketball Association (NBA) team, proposes to construct a multi-purpose event center and a variety of mixed uses, including offic	CONSTRUCT (N) 11-STORY OFFICE BUILDING	697000	697000	0	0	0	0	0	0	0	547000	547000	0	0	0	0	150000	150000	0	0	0	0	0	0	0	0	DWINSLOW	BAY JACARANDA NO 2932 LLC			2017	Q4	2017_Q4	9 - South of Market	6	Mission Bay	Mission Bay	(37.76799556030, -122.38754942800)
Mixed	6594010	CPMC HOSPITAL - ST. LUKE'S CAMPUS	TRUE	CONSTRUCTION	03/31/2017 12:00:00 AM	0	0	0	0				2009	Construction of a new 145,000 sq.ft. St. Luke's Hospital at a height of 114 feet (6 stories); demolition of the existing St. Luke's Hospital after the new hospital is operational, and construction of a new medical office building/future expansion buildin		533115	164617	0	313115	-52983	0	0	0	0	220000	217600	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	7 - Central	8	Mission District Streetscape Plan	Mission-San Jose Corridor	(37.74657541190, -122.42305703100)
Mixed	695006	CPMC HOSPITAL - VAN NESS & GEARY CAMPUS	TRUE	CONSTRUCTION	12/21/2017 12:00:00 AM	0	-25	0	-20				2009	"Demolition of the exisitng Cathedral Hill hotel and office building and construction of a 15 story, 265-foot tall hospital on the entire block bounded by Franklin Street, Post STreet, Van Ness Avenue, and Geary Blvd.

Demolition of 7 existing properties"	TO ERECT NEW 10 STORIES, 5.5 BASEMENT, MEDICAL OFFICE, RETAIL & PARKING BUILDING PER 2010 BUILDING CODE. SEE CONSTRUCTION PLAN FOR ADDENDUM SCHEDULE-	1019848	470833	0	730888	730888	0	0	0	258042	277873	19831	3480	0	-3480	74840	11087	-63753	0	0	212653	0	-212653	402	0	-402	EWATTY	Geoffrey Nelson	Geoffrey Nelson	415-600-7206	2017	Q4	2017_Q4	5 - Western Addition	5	Van Ness Corridor	Downtown-Van Ness-Geary	(37.78597839280, -122.42231171500)
Mixres	4991075	EXECUTIVE PARK - OCEAN LANDING	TRUE	BP FILED	12/01/2016 12:00:00 AM	586	586	72	72	On-site BMR Project	90% AMI;	Ownership/Rental	2015-009690PRJ	The project consists of demolishing an existing office building and surface parking lot and constructing a new residential development. The project is being submitted in conformity to the Executive Park Subarea Plan of the Bayview Hunters Point Area Plan		6730	-93270	0	0	0	0	0	0	99200	0	-99200	0	0	0	800	6730	5930	0	0	0	0	0	0	0	0	SMENDRIN	Michael Liu	OCEAN LANDING LLC	4154454558	2017	Q4	2017_Q4	10 - South Bayshore	10	Bayview Hunters Point; Executive Park	San Francisco/San Mateo Bi-County Area	(37.70999248540, -122.39379119900)
Resident	4991024	EXECUTIVE PARK - UPC	TRUE	BP FILED	12/20/2017 12:00:00 AM	1110	1110	0	0				1990			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	10 - South Bayshore	10	Bayview Hunters Point; Executive Park	San Francisco/San Mateo Bi-County Area	(37.70860135580, -122.39404981300)
Mixres	4222A001	HOPE SF POTRERO	TRUE	PL APPROVED	10/11/2016 12:00:00 AM	1528	909	1004	385		50% AMI; 60% AMI;	Rental	2010	Replace 606 units of public housing with 1,400-1,700 units of mixed-income, mixed-tenure housing, including 1-to1 replacement of public housing. Project will also include neighborhood serving retail, community facilities, parks and open space, and a new		30000	30000	0	0	0	0	0	0	0	10000	10000	0	0	0	0	20000	20000	0	0	0	0	0	0	0	0	MSNYDER				2017	Q4	2017_Q4	9 - South of Market	10	Showplace Square/Potrero Hill (EN)	Eastern Neighborhoods	(37.75388662190, -122.39669299700)
Mixres	4287007	HOPE SF POTRERO (BP ISSUED)	TRUE	CONSTRUCTION	12/05/2017 12:00:00 AM	72	72	72	19		LI	Rental	2010	Replace 606 units of public housing with 1,400-1,700 units of mixed-income, mixed-tenure housing, including 1-to1 replacement of public housing. Project will also include neighborhood serving retail, community facilities, parks and open space, and a new	ERECT 5 STORY, 1 BASEMENT, 72 UNITS, 100% AFFORDABLE HOUSING,  LOCATED ON TWO LOTS, 001A & 007.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MSNYDER				2017	Q4	2017_Q4	10 - South Bayshore	10	Showplace Square/Potrero Hill (EN)	Eastern Neighborhoods	(37.75201706550, -122.39596576200)
Mixres	6310001	HOPE SF SUNNYDALE	TRUE	PL APPROVED	07/09/2015 12:00:00 AM	1700	775	1082	307		60% AMI	Rental	2010	The project project is the Sunnydale HOPE SF Master Plan. The proposed project would demolish the existing Sunnydale public housing complexes and construct replacement housing, new market rate housing, infrastructure, open space, and community ammentitie		72500	43224	0	0	0	0	0	0	0	0	0	0	0	0	29276	72500	43224	0	0	0	0	0	0	0	0	MSNYDER				2017	Q4	2017_Q4	12 - South Central	10		San Francisco/San Mateo Bi-County Area	(37.71308743100, -122.41899015200)
Resident	4591C001	HUNTERS POINT SHIPYARD	TRUE	PL APPROVED	10/09/2014 12:00:00 AM	634	634	0	0				2013	Hunters Point Shipyard Phase 1 D4D amendments and associated review of buildings within Phase I	Multiple Permits	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AA CONV				2017	Q4	2017_Q4	10 - South Bayshore	10	Hunters Point Shipyard	Bayview/Hunters Point Shipyard/Candlestick Point	(37.72983493920, -122.37083909100)
Resident	4591C001	HUNTERS POINT SHIPYARD (BP APPROVED)	TRUE	BP APPROVED	09/21/2015 12:00:00 AM	9	9	0	0				2013	Hunters Point Shipyard Phase 1 D4D amendments and associated review of buildings within Phase I	Multiple Permits	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AA CONV				2017	Q4	2017_Q4	10 - South Bayshore	10	Hunters Point Shipyard	Bayview/Hunters Point Shipyard/Candlestick Point	(37.72983493920, -122.37083909100)
Resident	4591C001	HUNTERS POINT SHIPYARD (BP FILED)	TRUE	BP FILED	12/14/2015 12:00:00 AM	225	225	0	0				2013	Hunters Point Shipyard Phase 1 D4D amendments and associated review of buildings within Phase I	Multiple Permits	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AA CONV				2017	Q4	2017_Q4	10 - South Bayshore	10	Hunters Point Shipyard	Bayview/Hunters Point Shipyard/Candlestick Point	(37.72983493920, -122.37083909100)
Resident	4591C001	HUNTERS POINT SHIPYARD (BP ISSUED)	TRUE	BP ISSUED	09/21/2015 12:00:00 AM	261	261	0	0				2013	Hunters Point Shipyard Phase 1 D4D amendments and associated review of buildings within Phase I	Multiple Permits	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AA CONV				2017	Q4	2017_Q4	10 - South Bayshore	10	Hunters Point Shipyard	Bayview/Hunters Point Shipyard/Candlestick Point	(37.72983493920, -122.37083909100)
Resident	4591C001	HUNTERS POINT SHIPYARD (UNDER CONSTRUCTION)	TRUE	CONSTRUCTION	01/07/2016 12:00:00 AM	164	164	0	0				2013	Hunters Point Shipyard Phase 1 D4D amendments and associated review of buildings within Phase I	Multiple Permits	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AA CONV				2017	Q4	2017_Q4	10 - South Bayshore	10	Hunters Point Shipyard	Bayview/Hunters Point Shipyard/Candlestick Point	(37.72983493920, -122.37083909100)
Resident	9999999	HUNTERS VIEW	TRUE	CONSTRUCTION	10/01/2007 12:00:00 AM	668	401	668	401							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	10 - South Bayshore	10	Bayview Hunters Point	Bayview/Hunters Point Shipyard/Candlestick Point	(37.73578481930, -122.37977393100)
Mixres	4644002A	INDIA BASIN	FALSE	PL FILED	12/09/2014 12:00:00 AM	1240	1240	0	0				2014-002541PRJ	The Project proposes a multi phased development with 15.9 acres of publicly accessible parks, plazas and open space, 4.02 acres of publicly accessible sreets, sidewalks, stairs & bike lanes and a total of 1,472,150 sf of development building area (reside		46400	46400	0	0	0	0	0	0	0	0	0	0	0	0	0	46400	46400	0	0	0	0	0	0	0	0	VBYRD	India Basin Investment, LLC		415-551-7626	2017	Q4	2017_Q4	10 - South Bayshore	10	India Basin Shoreline/Area C; Bayview Hunters Point	Bayview/Hunters Point Shipyard/Candlestick Point	(37.73018741000, -122.37203675100)
Mixres	8715004	MISSION BAY BLOCK 1 (RESIDENTIAL) 03RD	TRUE	CONSTRUCTION	12/11/2017 12:00:00 AM	198	198	0	0						"TO ERECT 16 STORIES, NO BASEMENT, 198 RESIDENTIAL APARTMENT, OFFICE, RETAIL & PARKING BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 REQUIRED **"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	9 - South of Market	6	Mission Bay	Mission Bay	(37.77505087940, -122.39064339400)
