APN	Entitlement	BESTSTAT	BESTDATE	NAMEADDR	Alias	PLN_CASENO	BP_APPLNO	UNITS	NET_UNITS	AFF_UNITS	NET_AFF_UNITS	SECTION415	TENURE_TYPE	COST	PROPUSE	TOTAL_GSF	NET_GSF	CIE	NET_CIE	MED	NET_MED	MIPS	NET_MIPS	PDR	NET_PDR	RET	NET_RET	VISIT	NET_VISIT	FirstFiled	PLN_DESC	BP_DESC	PLANNER	SPONSOR	SP_CONTACT	SP_CONTACTPH	NEIGHBORHOOD	PLAN_AREA	PLAN_DISTRICT	HEIGHT_DISTRICT	ZONING_SIM	ZONING_DISTRICT	SUPE_DISTRICT	Location
APN 1691019	0	PL FILED	06/14/2011	850 LA PLAYA		2011		45	45	0	0			$0.00		0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/14/2011	The project consists of a phased development renovating an existing grocery store.  The first phase will involve the construction of a new 65,300 sq.ft. store in the area of an existing parking lot.  The existing store will then be demolished with underg		AA CONV	ENV ON HOLD	ENV ON HOLD	ENV ON HOLD	Outer Richmond	Western Shoreline	Richmond	40-X	NC-S	NEIGHBORHOOD COMMERCIAL, SHOPPING CENTER	SUPERVISORIAL DISTRICT 1	(37.77235488810, -122.50942725100)
APN 1689013	0	BP FILED	05/22/2015	851 46TH AV			201505227052	2	1	0	0			$500000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/22/2015		INTERIOR REMODEL & VERTICAL ADDITION TO 1-UNIT, 1-STORY, SINGLE FAMILY HOME. WORK WILL ADD AN ADDITIONAL UNIT MAKING IT A DOUBLE FAMILY HOME. 3 BEDROOMS & 2 BATHROOMS IN THE 2ND UNITS.	AKIRBY				Outer Richmond	Western Shoreline	Richmond	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	SUPERVISORIAL DISTRICT 1	(37.77242557970, -122.50707700600)
APN 0119017	0	BP FILED	04/18/2014	852 GREEN ST			201404183603	2	1	0	0			$645782.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/18/2014		PARTIAL THIRD FLOOR ADDITION FOR 3 NEW BEDROOMS, PARTIAL FOURTH FLOOR ADDITION FOR 1 NEW FAMILY ROOM, INTERIOR REMODEL TO ALL FLOORS, NEW ELEVATOR, NEW DESIGN/BUILD SPRINKLER SYSTEM UNDER SEPERATE PERMIT. LEGALIZE IN-LAW UNIT.	NFOSTER				Russian Hill		Northeast	40-X	RM-2	RESIDENTIAL- MIXED, MODERATE DENSITY	SUPERVISORIAL DISTRICT 3	(37.79927114160, -122.41320631900)
APN 0073018B	1	CONSTRUCTION	06/08/2016	853 LOMBARD ST			201602250467	3	1	0	0			$55000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/25/2016		REVISE PA 2015-08-19-4706, CREATE 3RD UNIT- change of occupncy R-3 2 units to R-2 3 units. ADD EXIT CORRIDOR @ GARAGE LEVEL. MOVE BATHROOM, FURNACE, WATER HEATER & LAUNDRY. BUILD PARTITIONS IN DIFFERENT LOCATION THAN PREVIOUSLY APPROVED ON ACTIVE PERMIT.	ETUFFY				Russian Hill		Northeast	40-X	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	SUPERVISORIAL DISTRICT 3	(37.80222750490, -122.41551727200)
APN 3642041	0	BP FILED	02/13/2015	854 CAPP ST		2015-002135PRJ	201502138349	6	6	0	0			$1125000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/13/2015		CONSTRUCT (N) 6-UNIT CONDO.	CTOWNES	Application Accepted	Application Accepted	Application Accepted	Mission	Mission (EN)	Mission	40-X	RTO-M	RESIDENTIAL TRANSIT ORIENTED- MISSION	SUPERVISORIAL DISTRICT 9	(37.75300695550, -122.41773338000)
APN 3508001	1	BP ISSUED	06/17/2016	855 STEVENSON ST		2015-005689PRJ	201507212018	0	0	0	0			$2900000.00	OFFICE	430	430	0	0	0	0	430	430	0	0	0	0	0	0	05/06/2015	Construction of a new sky-bridge connecting the two buildings at 1355 Market Street and 875 Stevenson Street.	AN ELEVATED WALKWAY (SKYBRIDGE) CONNECTING 875 STEVENSON ST TO 1355 MARKET STREET AT THE 9TH FL OF BOTH BUILDING. (SPANS ACROSS 855 STEVENSON) SEE ALSO PA #201603182439 AND PA #201603182440 FOR EASEMENTS TO 1355 MARKET ST AND 855 STEVENSON STREET. ** MAH	LYEGAZU	Closed	Closed	Closed	South of Market	Downtown	Downtown	120-X	C-3-G	DOWNTOWN- GENERAL	SUPERVISORIAL DISTRICT 6	(37.77689226460, -122.41636781900)
APN 0148022	1	PL APPROVED	07/01/2016	859 VALLEJO ST		2015-015210PRJ		10	4	0	0			$0.00		0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/18/2015	Interior modifications to permit four (4) additional dwelling units on the first and second stories.  Per Ordinance 30-15.		ESAMONSK	UNDER REVIEW	UNDER REVIEW	UNDER REVIEW	Russian Hill		Northeast	40-X	RM-2	RESIDENTIAL- MIXED, MODERATE DENSITY	SUPERVISORIAL DISTRICT 3	(37.79808627880, -122.41130483800)
APN 7518081	0	BP FILED	03/02/2015	868 DUNCAN ST			201503029743	2	1	0	0			$700.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/02/2015		LEGALIZE 1ST FLOOR UNIT AS PER ORDINACE 43-14.	NKWIATKO				Noe Valley		Central	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	SUPERVISORIAL DISTRICT 8	(37.74560302020, -122.43923195300)
APN 4645017	1	BP ISSUED	08/27/2015	870 INNES AV		2014	201407302502	2	2	0	0			$675000.00	APARTMENTS	0	-1672	0	0	0	0	0	0	0	-1672	0	0	0	0	09/26/2014	Change of use from warehouse to two-unit residential. New entries, windows, and exterior siding	CHANGE USE FROM WAREHOUSE TO RESIDENTIAL. CREATE 2 RESIDENTIAL UNITS. CREATE 25% OPEN SPACE FOR RESIDENTIAL UNITS AT REAR NEW FINISHES AT FACADE. MAHER-COMPLIANCE WITH ORDINANCE NO 155-13. NOT REQUIRED.	JSPEIRS	Closed	Closed	Closed	Bayview	India Basin Shoreline/Area C; Bayview Hunters Point	South Bayshore	40-X	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	SUPERVISORIAL DISTRICT 10	(37.73196829930, -122.37517322900)
APN 0100020	0	BP FILED	11/13/2015	870 UNION ST			201511132623	1	1	0	0			$385450.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/13/2015		CONSTRUCT (N) 4-STORY SINGLE FAMILY RESIDENTIAL	NFOSTER				Russian Hill		Northeast	40-X	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	SUPERVISORIAL DISTRICT 3	(37.80015705650, -122.41365954000)
APN 1672018	1	BP ISSUED	01/26/2009	874 30TH AV			200711289065	2	1	0	0			$558000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/28/2007		(N) THIRD FLOOR VERTICAL ADDITION (2ND UNIT). RELOCATE GARAGE DOOR & ENTRANCE. EXPAND & RECONFIGURE 1ST FLOOR, ADD A SECOND UNIT. RECONFIGURE 2ND FLOOR. A (N) THIRD FLOOR (VERTICAL ADDITION) EXPAND (E) DRIVEWAY & (N) LANDSCAPING.	ASTARR				Outer Richmond		Richmond	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	SUPERVISORIAL DISTRICT 1	(37.77283271100, -122.48925181400)
APN 0256016	1	BP FILED	03/09/2016	875 CALIFORNIA ST / 770 POWELL ST		2014-000609PRJ	201603091627	44	44	0	0	Fee Payment		$27000000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/22/2014	The project proposes to demolish a parking structure at 875 California and parking lot at 770 Powell Street and construct a 52,400 gsf residential building, with 15,150 gsf parking in the basement.	"TO ERECT 8 STORIES, 1 BASEMENT, 44 UNITS RESIDENTIAL BUILDING.
** MAHER: N/A **"	KGUY	ENV PENDING	ENV PENDING	ENV PENDING	Chinatown		Northeast	65-A	RM-4	RESIDENTIAL- MIXED, HIGH DENSITY	SUPERVISORIAL DISTRICT 3	(37.79178338090, -122.40891480100)
APN 3733079	0	BP FILED	06/23/2015	875 HOWARD ST		2015-009141PRJ	201506239701	0	0	0	0			$1.00	OFFICE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/23/2015		GROUND FLOOR CONVERT ACCESSORY OFFICE TO GENERAL OFFICE.  2ND FLOOR - CONVERT 13,400 ST FROM INSTITUTIONAL USE ( ADULT EDUCATION) TO OFFICE USE. THE REMAINDER OF 2ND FLOOR ARE ALREADY IN OFFICE USE. cOMBINED OFFICE 25,750 SF.	MLUELLEN	CUA ON HOLD	CUA ON HOLD	CUA ON HOLD	South of Market	Central SoMa; Downtown	South of Market	130-F	C-3-S	DOWNTOWN SUPPORT	SUPERVISORIAL DISTRICT 6	(37.78168091120, -122.40410231400)
APN 0303014	1	BP ISSUED	07/20/2012	875 POST ST		2007	200712311569	50	4	0	0			$350000.00	RESIDENTIAL HOTEL	0	-15764	0	0	0	0	0	0	0	0	0	0	0	-15764	12/31/2007	9  new construction	Vacant ground floor space to be converted to 4 dwelling units on existin builidng. Work to include remodel at 2nd floor manager's apt to raise floor for headroom below. Convert tourist hotel to sro residental hotel. Fire sprinklers and alarm under separa	JMILLER	Closed	Closed	Closed	Downtown/Civic Center		Downtown	80-T	RC-4	RESIDENTIAL- COMMERCIAL, HIGH DENSITY	SUPERVISORIAL DISTRICT 6	(37.78701692850, -122.41617114900)
APN 3953002	1	PL APPROVED	03/03/2016	88 ARKANSAS ST		2015-000453PRJ	201511021443	127	127	25	25	On-site BMR Project	Rental	$46100000.00	APARTMENTS	3118	-9237	0	0	0	0	0	-2870	0	-9485	3118	3118	0	0	01/14/2015	Priority Processing application for both Affordable Housing and LEED Platinum.  The proposed project at 88 Arkansas Street proposes to demolish two existing single-story buildings on separate lots in order to build a new five story 127-unit Type 1 reside	TO ERECT 5 STORIES, 1 BASEMENT, 127 DWELLING UNITS, MIX USE WITH COMMERICIAL. N/A FOR MAHER ORDINANCE.	KCONNER	PENDING	PENDING	PENDING	Potrero Hill	Showplace Square/Potrero Hill (EN)	South of Market	48-X	UMU	URBAN MIXED USE	SUPERVISORIAL DISTRICT 10	(37.76535613340, -122.39904772400)
APN 4991264	0	BP FILED	08/01/2014	88 LE CONTE CR			201408012759	2	1	0	0			$42000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/01/2014		REMODEL GROUND FLOOR, BUILD OUT REAR OF GROUND FLOOR TO A MULTI-UNIT ROOM/STUDIO WITH BATHROOM & 2ND UNIT. ALL WORK IS WITHIN (E) BUILDING ENVELOPE.					Bayview	Bayview Hunters Point	South Bayshore	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	SUPERVISORIAL DISTRICT 10	(37.71788671330, -122.39473027000)
APN 5529012	1	CONSTRUCTION	03/22/2016	88 MONTCALM ST			201405307105	1	1	0	0			$800000.00	1 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/30/2014		TO ERECT 3 STORIES OF 1 FAMILY DWELLING	CTOWNES				Bernal Heights		Bernal Heights	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	SUPERVISORIAL DISTRICT 9	(37.74686801600, -122.40652763300)
APN 7250027	0	BP FILED	04/22/2016	88 SYLVAN DR		2016-005618PRJ	201604225460	2	1	0	0			$12000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/22/2016		INSTALL COOKING FACILITIES AND NEW FULL BATHROOM TO THE (E) HABITABLE AREA ON GROUND FLOOR TO LEGALIZE FOR A IN-LAW UNIT UNDER ORDINANCE 43-14	CAMPBELL	Under Review	Under Review	Under Review	Lakeshore		Ingleside	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	SUPERVISORIAL DISTRICT 7	(37.73259737580, -122.48514839300)
APN 4167012	0	BP FILED	04/07/2016	880 PENNSYLVANIA AV		2016-008105PRJ	201604074178	0	0	0	0			$10000.00	PRKNG GARAGE/PRIVATE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/07/2016		"TO COMPLY WITH NOV#201601831: LEGALIZE 8'-2"" HIGH CHAIN LINK FENCING WITH VISUAL SCREEN AND RAZOR WIRE. N/A MAHER ORDINANCE"	RSUCRE	Application Accepted	Application Accepted	Application Accepted	Potrero Hill	Showplace Square/Potrero Hill (EN)	South of Market	40-X	PDR-1-G	PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL	SUPERVISORIAL DISTRICT 10	(37.75576429670, -122.39335456600)
APN 0025024	1	BP ISSUED	02/11/2016	888 NORTH POINT ST			201412163783	5	5	0	0			$2500000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/16/2014		CONTRUCT (N) 4-STORY MIXED-USED BUILDING (COMMERCIAL & RESIDENTIAL)	NFOSTER				Russian Hill	Fisherman's Wharf; Northeast Waterfront	Northeast	40-X	C-2	COMMUNITY BUSINESS	SUPERVISORIAL DISTRICT 2	(37.80574544590, -122.42181423200)
APN 4060001	1	PL APPROVED	10/16/2013	888 TENNESSEE ST		2013		128	128	16	16			$28000000.00		3784	-34736	0	0	0	0	0	0	0	-38520	3784	3784	0	0	07/18/2013	The proposed project is the demolition of an existing two-story building and construction of two four-story residential-over-retail building containing 110 dwelling units, 2,155 sq.ft. of retail use, and 10,073 sq.ft. of courtyard open space.  The projec		RSUCRE	ENX PENDING	ENX PENDING	ENX PENDING	Potrero Hill	Central Waterfront (EN)	South of Market	45-X	UMU	URBAN MIXED USE	SUPERVISORIAL DISTRICT 10	(37.76076626640, -122.38998466700)
APN 2688072	1	CONSTRUCTION	06/09/2016	89 BELGRAVE AV		2014	201308235158	1	1	0	0			$1035900.00	1 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/23/2013		TO ERECT 3 STORY, 1 BASEMENT, SINGLE FAMILY DWELLING.	ASTARR	Closed	Closed	Closed	Haight Ashbury		Central	40-X	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED	SUPERVISORIAL DISTRICT 5	(37.75936119450, -122.44971725000)
APN 0825010	0	PL FILED	05/18/2016	966 OAK ST		2016-006545PRJ		1	-1	1	-1			$0.00		0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/18/2016	To legalize a conversion of a 2 Dwelling unit duplex  into group housing.		WFARRENS	Application Accepted	Application Accepted	Application Accepted	Western Addition		Western Addition	40-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	SUPERVISORIAL DISTRICT 5	(37.77369986150, -122.43522293200)
APN 4097027	0	BP FILED	02/11/2014	891 CAROLINA ST			201402118267	2	1	0	0			$560000.00	2 FAMILY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/11/2014		CHANGE OF USE. CONVERT (E) SINGLE FAMILY HOUSE TO 2-UNIT RESIDENCE W/HORIZ & VERT ADDITION. REMODEL (N) KITCHEN,(N)BATH,(N)BEDRMS & ASSOC LIVING SPAC (N)DECKS & INSTALL(N)ELEVATOR. EXCAVATE REAR YARD. ADD FIRE SPRINKLER SYS THROUGHOUT UNDER SEPARATE PERM	RSUCRE				Potrero Hill	Showplace Square/Potrero Hill (EN)	South of Market	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	SUPERVISORIAL DISTRICT 10	(37.75745146190, -122.39961517300)
APN 4095018	1	CONSTRUCTION	05/18/2016	896 DE HARO ST		2012	201204249018	2	2	0	0			$889690.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/24/2012		ERECT 3 STORIES, TYPE 5, 2 DWELLING UNITS BUILDING.	CTOWNES	Closed	Closed	Closed	Potrero Hill	Showplace Square/Potrero Hill (EN)	South of Market	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	SUPERVISORIAL DISTRICT 10	(37.75835347230, -122.40125873300)
APN 3776080	0	BP FILED	04/17/2015	9 FREELON ST		2015-006088PRJ	201504173985	0	0	0	0			$400000.00	OFFICE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/17/2015		"CONSTRUCT (N) 3-STORY OFFICE BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **"	CTOWNES	UNDER REVIEW	UNDER REVIEW	UNDER REVIEW	South of Market	Central SoMa; East SoMa (EN); South of Market	South of Market	65-X	SLI	SOMA SERVICE- LIGHT INDUSTRIAL	SUPERVISORIAL DISTRICT 6	(37.77940019930, -122.39595869500)
APN 5577004	0	BP FILED	06/22/2015	9 JOY ST			201506229589	1	1	0	0			$471333.00	1 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/22/2015		CONSTRUCT (N) 2-STORY SINGLE FAMILY DWELLING	MPUTRA				Bernal Heights		Bernal Heights	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	SUPERVISORIAL DISTRICT 9	(37.74363396310, -122.40681753400)
APN 1423047	0	BP FILED	03/25/2016	900 CLEMENT ST		2016-004524PRJ	201603253090	1	1	0	0			$300000.00	CLINICS-MEDIC/DENTAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/25/2016		CHANGE OF USE CONVERT(E)RETAIL 1/F TO(N)DENTAL OFFICES;REMODEL(E)DENTAL OFFICES ON 2/F;VERTICAL (ADDITION:ADD 1(N)3/F RES'L UNIT - 2 BEDRMS, 2 BATHS 1 KITCHEN); ADD(N) BASEMENT FOR STORAGE & (N) ROOF DECK	MAYCHRIS	UNDER REVIEW	UNDER REVIEW	UNDER REVIEW	Inner Richmond		Richmond	40-X	NCD	INNER CLEMENT STREET NEIGHBORHOOD COMMERCIAL	SUPERVISORIAL DISTRICT 1	(37.78295552350, -122.46889282400)
APN 4357003	0	BP FILED	12/30/2013	900 MARIN ST		2014	201312305291	0	0	0	0			$750000.00	THEATER	11436	-18480	0	0	0	0	0	0	5718	-24198	5718	5718	0	0	12/30/2013	Change of use from warehouse to assembly/recreation building (permitted per Planning Code Section 221(e)).  With a Variance request to the parking requirement of P.C. Sec. 151.	"INTERIOR TENANT IMPROVEMENT OF EXTG WAREHOUSE INTO  CONCERT VENUE LOUNGE, INDUSTRIAL KITCHEN, OFFICES, ARTIST SPACE, A CAFE, OFFICES THAT ARE ACCESSARY TO THE OTHER USES AND A ROOF DECK AND PAVILLION.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT RE"	JSPEIRS	Closed	Closed	Closed	Bayview	Bayview Hunters Point	South Bayshore	80-E	PDR-2	PDR PRODUCTION, DISTRIBUTION, AND REPAIR	SUPERVISORIAL DISTRICT 10	(37.74945432010, -122.38600583200)
APN 3949001	0	PL FILED	04/04/2012	901 16TH ST	1200 17TH ST	2011		395	395	0	0	On-site and Fee Payment	Rental	$141000000.00		24468	-85032	0	0	0	0	0	-4500	0	-105000	24468	24468	0	0	11/10/2011	The proposed project will demolish metal warehouses and temporary office buildings; preserve and rehabilitate brick office building; lot line adjustment to create two lots, construct approximately 200 residential units in 4-story building on 17th Street;		WWIETGRE	UNDER REVIEW	UNDER REVIEW	UNDER REVIEW	Potrero Hill	Showplace Square/Potrero Hill (EN)	South of Market	68-X	UMU	URBAN MIXED USE	SUPERVISORIAL DISTRICT 10	(37.76612470880, -122.39547306100)
APN 4108017	1	BP REINSTATED	05/06/2016	901 TENNESSEE ST		2013	201604285990	44	44	6	6	On-site BMR Project	Ownership	$7780000.00	APARTMENTS	0	-9000	0	0	0	0	0	0	0	-9000	0	0	0	0	03/19/2013	The proposed project would include demolition of an existing one-story warehouse and construction of a new four-story, residential building.  The building shall consist of four residential levels with 39 units, over basement level with parking and mechan	"TO ERECT A TYPE 5, 4 STORIES, 1 BASEMENT, 44 RESIDENTIAL UNIT BUILDING.
** MAHER: DISTURBANCE OF AT LEAST 50 CU.YD OF SOIL; ROUTE TO DPH **"	RSUCRE	Closed	Closed	Closed	Potrero Hill	Central Waterfront (EN)	South of Market	40-X	UMU	URBAN MIXED USE	SUPERVISORIAL DISTRICT 10	(37.76022721120, -122.38915380700)
APN 6410010	0	BP FILED	07/09/2015	905 GENEVA AV		2015-009578PRJ	201507091102	4	4	0	0			$120000.00	APARTMENTS	0	-3878	0	0	0	0	0	-3878	0	0	0	0	0	0	07/09/2015	CHANGE OF USE: (E) THERAPY MASSAGE CENTER - 2ND FL (PERSONAL SERVICES). CHANGE TO (4) APARTMENT UNITS ON 2ND FL. (N) GARDEN ROOF DECK & (N) STAIRS TO ROOF. N/A FOR MAHER ORDINANCE.	CHANGE OF USE: (E) THERAPY MASSAGE CENTER - 2ND FL (PERSONAL SERVICES). CHANGE TO (4) APARTMENT UNITS ON 2ND FL. (N) GARDEN ROOF DECK & (N) STAIRS TO ROOF. N/A FOR MAHER ORDINANCE.	TKENNEDY	UNDER REVIEW	UNDER REVIEW	UNDER REVIEW	Excelsior		South Central	65-A	NCD	EXCELSIOR OUTER MISSION STREET NEIGHBORHOOD COMMERCIAL DISTRICT	SUPERVISORIAL DISTRICT 11	(37.71646399590, -122.44065860500)
APN 5683012	1	BP ISSUED	05/02/2016	906 CORTLAND AV		2012	201203146037	2	2	0	0			$510000.00	2 FAMILY DWELLING	150	-690	0	0	0	0	0	0	0	0	150	-690	0	0	03/14/2012		ERECT 3 STORIES OF 2 DWELLING UNITS.	DVU	UNDER REVIEW	UNDER REVIEW	UNDER REVIEW	Bernal Heights		Bernal Heights	40-X	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	SUPERVISORIAL DISTRICT 9	(37.73877309170, -122.41361360300)
APN 0149010	0	PL FILED	04/17/2014	908 BROADWAY		2013		6	5	0	0			$0.00		0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/01/2013	To demolish the existing group housing (2 story over basement) and construct a new building to contain 6 new residential condominium units, with 6 ancillary parking spaces (4 story over basement garage).  The intent is to adjust the current lot dimension		KUCHIDA	UNDER REVIEW	UNDER REVIEW	UNDER REVIEW	Russian Hill		Northeast	40-X	RM-2	RESIDENTIAL- MIXED, MODERATE DENSITY	SUPERVISORIAL DISTRICT 3	(37.79735752180, -122.41249913700)
APN 3732003	0	PL FILED	03/25/2015	909 - 921 HOWARD ST & 206 05TH ST	216 05TH ST	2012		172	172	60	60			$0.00		9895	-9973	0	0	0	0	0	0	0	-19868	9895	9895	0	0	08/08/2012	The project site is located on 8 lots in the 3732 block: 003, 004, 005, 099, 100, 145A, 146 & 149.  Three lots are occupied by 2-story commercial bldgs., and the remaining are improved with a single surface paid-parking lot.  These will be replaced by a		AA CONV	UNDER REVIEW	UNDER REVIEW	UNDER REVIEW	South of Market	Central SoMa; East SoMa (EN); South of Market	South of Market	85-X	MUR	MIXED USE-RESIDENTIAL	SUPERVISORIAL DISTRICT 6	(37.78106654990, -122.40481863300)
APN 4160003	1	BP REINSTATED	01/15/2016	910 CAROLINA ST		2013	201303122050	2	2	0	0			$900000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/12/2013	Demo existing house and build 2 new units	TO ERECT NEW 3-STORY OVER 1 BASEMENT, SINGLE FAMILY RESIDENTIAL BLDG.	EJACKSON	Closed	Closed	Closed	Potrero Hill	Showplace Square/Potrero Hill (EN)	South of Market	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	SUPERVISORIAL DISTRICT 10	(37.75695891300, -122.40019066100)
APN 3510058	1	BP FILED	02/19/2016	915 - 935 MINNA ST		2015-002600PRJ	201602190104	44	44	5	5	On-site BMR Project	Rental	$11000000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/18/2015	"Proposed new construction of a residential building (4 stories above ground).

The PPA was submitted on 3/2/15 and the 90 day deadline is 5/31/2015."	"TO ERECT 4 STORIES, 1 BASEMENT, 44 UNITS RESIDENTIAL APARTMENT BUILDING.
** MAHER: DISTURBANCE OF AT LEAST 50 CU. YD. OF SOIL; ROUTE TO DPH. **"	DVU	PENDING	PENDING	PENDING	South of Market	Western SoMa (EN); South of Market	Downtown	45-X	RED-MX	RESIDENTIAL ENCLAVE-MIXED	SUPERVISORIAL DISTRICT 6	(37.77428673160, -122.41579957600)
APN 1149004	0	BP FILED	12/23/2015	917 CENTRAL AV			201512235837	2	1	0	0			$675000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/23/2015		ADD PARTIAL 4TH FLR. VERTICAL ADDITION & REAR HORIZONTAL ADDITION @ 2ND/3RD FL. INTERNIOR REMODEL OF (E) KITCHEN & BATHROOMS, LEGALIZE (E) UNIT @ 1ST FLR, WIDEN (E) DRIVEWAY. SEIMIC UPGRADE, REPLACE (E) WINDOWS WITH MARVIN WOOD CLAD, (N) EXT. TRIM & SIDI	FARRENSW				Western Addition		Western Addition	40-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	SUPERVISORIAL DISTRICT 5	(37.77841751070, -122.44557194900)
APN 6402031	1	BP APPROVED	06/21/2016	919 ATHENS ST			201504214148	2	1	0	0			$62500.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/21/2015		LEGALIZE IN-LAW UNIT @ 1ST FLOOR PER ORDINANCE 43-14. ADD 2 BEDROOMS, 1 KITCHEN & 2 BATHROOMS.	NKWIATKO				Excelsior		South Central	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	SUPERVISORIAL DISTRICT 11	(37.71435524850, -122.43358884000)
APN 3753106	1	CONSTRUCTION	06/29/2016	923 FOLSOM ST		2012	201311202410	115	115	14	14	On-site BMR Project	Ownership	$35000000.00	APARTMENTS	1576	-5924	0	0	0	0	0	-7500	0	0	1576	1576	0	0	05/23/2013	The proposed project would include demolition of an existing 3,750 sq.ft., 3-story commercial office building related to MTR Western Sus Station and consturction of the site to a 4 and 8-story, 114 unit mixed-use residential building with approximately 1	TO ERECT 9 STORIES, 1 BASEMENT, 115 RESIDENTIAL UNITS, COMMERCIAL & PARKING.	BFU	Closed	Closed	Closed	South of Market	Central SoMa; East SoMa (EN); South of Market	South of Market	45-X	MUR	MIXED USE-RESIDENTIAL	SUPERVISORIAL DISTRICT 6	(37.77960930320, -122.40338078200)
APN 4094048	0	BP FILED	07/02/2014	925 KANSAS ST (4 OF 5 BLDG)	923 - 939 KANSAS ST	2013	201407020336	2	2	0	0			$1900000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2014	The project would construct five buildings (totaling 33, 200 sf) containing nine dwelling units (two each at lots 045-048, one at lot 044) and ten parking spaces on a 12,500-square-foot vacant lot. The proposed building would be three to five stories and	ERECT 5-STORY, 2 DWELLING UNITS WITH 1 BASEMENT RESIDENTIAL BUILDING.	JSPEIRS	UNDER REVIEW	UNDER REVIEW	UNDER REVIEW	Potrero Hill	Showplace Square/Potrero Hill (EN)	South of Market	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	SUPERVISORIAL DISTRICT 10	(37.75809932730, -122.40258963000)
