APN	BESTSTAT	BESTDATE	NAMEADDR	Alias	UNITS	NET_UNITS	AFF_UNITS	NET_AFF_UNITS	SECTION415	TENURE_TYPE	PLN_CASENO	BP_APPLNO	PROPUSE	COST	BP_DESC	PLN_DESC	PROJECT_TYPE	ENTITLEMENT	TOTAL_GSF	NET_GSF	CIE	NET_CIE	MED	NET_MED	MIPS	NET_MIPS	PDR	NET_PDR	RET	NET_RET	VISIT	NET_VISIT	APPLICANT	CONTACT	CONTACTPHONE	FirstFiled	PLANNER	PLAN_AREA	PUBLICREALM	STATUS	PLAN_DISTRICT	SUPE_DISTRICT	ZONING_SIM	ZONING_DISTRICT	ZONING_GEN	ZONING	HEIGHT_DISTRICT	NEIGHBORHOOD	Location
APN 0798055	PL APPROVED	02/13/2014	802-808 STEINER ST (BLDG 3 OF 3)	808 STEINER ST	1	1	0	0			2014	201109144616	1 FAMILY DWELLING	$1388000.00	"TO ERECT 4 STORIES, SINGLE FAMILY RESIDENTIAL BUILDING. AS ""808 STEINER STREET, BLOCK 0798 LOT 055"""		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				01/03/2014					Western Addition	SUPERVISORIAL DISTRICT 5	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	Residential	RH-3	40-X	Western Addition	(37.77702988980, -122.43278608400)
APN 6758032	CONSTRUCTION	10/05/2016	807 BOSWORTH ST		2	1	0	0			2014	201306280702	2 FAMILY DWELLING	$340000.00	DEMOLISH (E) CONC. CARPORT IN FRONT OF LOT. CONSTRUCT NEW 2ND DWELLING UNIT IN FRONT OF LOT LIVING ROOM, KITCHEN, 2 BEDROOMS, 2 BATHS, GARAGE, OFFICE IN (E) SINGLE FAMILY RESIDENCE IN MID-LOT TO REMAIN. FOUNDATION WORK AT (E) SINGLE FAMILY RESIDENCE AS R	Add a second dwelling unit to the front of the log.	Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Paul Silberschatz Alyssa Sherman	David Bushnell	546-0450	06/28/2013	JLOOK	Glen Park (superseded)			Ingleside	SUPERVISORIAL DISTRICT 8	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Outer Mission	(37.73366989170, -122.43612723500)
APN 0744002	PL FILED	06/23/2015	807 FRANKLIN ST		50	49	5	5			2013			$13093388.00		The proposed project is the addition & alteration to a historic, single-family victorian home, including the removal of non-historic rear addition and expansion of penthouse and construction of a new 8-story, multi-family residential apartment building i	Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Toby Morris	Edward Morris	415 749-0302	08/29/2013	SLAI	A-2			Western Addition	SUPERVISORIAL DISTRICT 5	RM-4	RESIDENTIAL- MIXED, HIGH DENSITY	Residential	RM-4	80-B	Downtown/Civic Center	(37.78212012840, -122.42271086400)
APN 0151029	BP FILED	04/22/2013	81 GLOVER ST		2	1	0	0				201304225124	2 FAMILY DWELLING	$70000.00	PROVIDE 2 APRTMENTS. 1ST FLR, NEW KITCHEN, RELOCATE(E) BATHROOM & CLOSET, ELIMINATE (E) STAIRWAY TO 2ND FLR. 2ND FL, REMODEL (E) KITCHEN & BATHROOM & PROVIDE (E) STAIR TO ROOF, NEW USABLE OPEN SPACE UPON ROOF.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				04/22/2013	KCONNER				Northeast	SUPERVISORIAL DISTRICT 3	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Russian Hill	(37.79699716020, -122.41651415700)
APN 3538036	BP APPROVED	10/01/2012	81 NOE ST		3	1	0	0				201006023692	APARTMENTS	$85000.00	FIRST FLOOR UNIT TO BE LEGALIZED. CHANGE OF OCCUPANCY FROM R3 TO R2 (AS PER SECTION 151.1 OF SF PLANNING CODE, NO PARKING REQUIRED). SPRINKLER SYSTEM INSTALLATION UNDER SEPARATE PERMIT.		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				06/02/2010	APUTRA	Market and Octavia; Market Octavia Living Alleys		Adopted	Buena Vista	SUPERVISORIAL DISTRICT 8	RTO	RESIDENTIAL TRANSIT ORIENTED DISTRICT	Residential	RTO	40-X	Castro/Upper Market	"Y
(37.76789683360, -122.43313153700)"
APN 0119017	BP ISSUED	10/11/2016	852 GREEN ST		2	1	0	0				201404183603	2 FAMILY DWELLING	$645782.00	PARTIAL THIRD FLOOR ADDITION FOR 3 NEW BEDROOMS, PARTIAL FOURTH FLOOR ADDITION FOR 1 NEW FAMILY ROOM, INTERIOR REMODEL TO ALL FLOORS, NEW ELEVATOR, NEW DESIGN/BUILD SPRINKLER SYSTEM UNDER SEPERATE PERMIT. LEGALIZE IN-LAW UNIT.		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				04/18/2014	NFOSTER				Northeast	SUPERVISORIAL DISTRICT 3	RM-2	RESIDENTIAL- MIXED, MODERATE DENSITY	Residential	RM-2	40-X	Russian Hill	(37.79927114160, -122.41320632000)
APN 3642062	BP ISSUED	11/20/2015	811 CAPP ST		5	1	0	0			2015-002248PRJ	201210172213	1 FAMILY DWELLING	$5000.00	TO COMPLY NOV#201170833 REFERENCE PA#2011-09-15-4679. REVISE BLDG 2 FT BY SISTERING NEW STUDS TO (E) STUDS. ADD SHEAR WALL PER DRAWINGS.	Modification to the existing approved Variance 2012.0202V to permit the addition of a dwelling unit within the existing building envelope.	Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		NEWDOLL ROBERT	4154128935	10/17/2012	JSPEIRS	Mission (EN); Eastern Neighborhoods w/Valencia; Eastern Neighborhoods (Complete); Mission District Streetscape Plan		Adopted	Mission	SUPERVISORIAL DISTRICT 9	RTO-M	RESIDENTIAL TRANSIT ORIENTED- MISSION	Residential	RTO-M	40-X	Mission	"Y
(37.75369121300, -122.41716492100)"
APN 3613053	BP ISSUED	03/03/2016	811 TREAT AV		7	2	0	0			2013	201505287452	APARTMENTS	$600000.00	CONVERSION (E) STORAGE SHED AT REAR TO LIVING SPACE TO ACCOMODATE THE ADDITION OF 2 ADDITIONAL UNITS(7 TOTAL). EXTERIOR MODIFICATIONS TO (E) BUILDINGS. ADDITION (N) ROOF DECK AT REAR BLDG. HORIZONTAL ADDITON TO REAR OF 2 CAR GARAGE TO ACCOMADATE BICYCLE	Conditional Use Authorization and Variance request to add two additional units for a total of 7 units on the property and a variance to the rear yard requirement for the expansion of the existing garage to create an additional parking space.	Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	San Francisco Developers, LLC	Bahman Ghassemzadeh	415-922-0200	12/19/2013	CTOWNES	Mission (EN); Eastern Neighborhoods w/Valencia; Eastern Neighborhoods (Complete); Mission District Streetscape Plan		Adopted	Mission	SUPERVISORIAL DISTRICT 9	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	Residential	RH-3	40-X	Mission	"Y
(37.75687211780, -122.41308330600)"
APN 1150005	BP FILED	05/07/2015	813 LYON ST		3	2	0	0				201505075705	APARTMENTS	$700000.00	HORIZONTAL & VERTICAL ADDITION TO (E) 2 STORY SINGLE FAMILY HOUSE. PROPOSED 2 ADDITIONAL RESIDENTIAL UNITS. MUST PROVIDE SPRINKLER SYSTEM THROUGH OUT BUILDING PER NFPA 13 - UNDER SEPARATE APPLICATION.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				05/07/2015	AKIRBY				Western Addition	SUPERVISORIAL DISTRICT 5	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	Residential	RH-3	40-X	Western Addition	(37.77858311150, -122.44392372500)
APN 4059001A	CONSTRUCTION	12/07/2016	815 TENNESSEE ST		69	69	10	10	On-site BMR Project	Ownership	2013	201405054911	APARTMENTS	$21000000.00	"TO ERECT 5 STORIES, 1 BASEMENT, 69 UNITS RESIDENTIAL WITH PARKING BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **"	Demolition of the two-story 815-825 Tennessee buildings, retaining the brick facade on the corner of Tennessee & 19th Streets (listed as a known historic resource in the Central Watrefront Survey) and construction of a new 6-story apartment building with	Resident	1	0	-32000	0	0	0	0	0	0	0	-32000	0	0	0	0	Nick Podell	Linsey Perlov	415-296-8800	12/06/2013	RSUCRE	Eastern Neighborhoods w/Valencia; Central Waterfront (EN); Eastern Neighborhoods (Complete); Dogpatch Public Realm Plan	Y	In Progress	South of Market	SUPERVISORIAL DISTRICT 10	UMU	URBAN MIXED USE	Mixed Use	UMU	58-X	Potrero Hill	(37.76122837640, -122.38925074900)
APN 4645002B	BP FILED	05/03/2016	818 INNES AV		3	3	0	0			2016-006319PRJ	201605036396	APARTMENTS	$500000.00	CONSTRUCT (N) 4-STORY MULTI-UNIT RESIDENTIAL & COMMERCIAL		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				05/03/2016	EJARDINE	India Basin Shoreline/Area C; India Basin; Bayview Hunters Point			South Bayshore	SUPERVISORIAL DISTRICT 10	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	Mixed Use	NC-2	40-X	Bayview	(37.73132782860, -122.37404520600)
APN 0048018	BP FILED	09/08/2016	819 FRANCISCO ST		1	1	0	0				201609087075	1 FAMILY DWELLING	$3300000.00	CONSTRUCT (N) 3-STORY SINGLE FAMILY DWELLING RESIDENCE		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				09/08/2016					Northeast	SUPERVISORIAL DISTRICT 2	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED	Residential	RH-1(D)	40-X	Russian Hill	(37.80372764270, -122.41905519100)
APN 4085003	BP FILED	03/11/2015	824 FLORIDA ST		2	1	0	0				201503110498	2 FAMILY DWELLING	$950000.00	VERTICAL&HORIZONTAL ADDITION. ADD 3 STORIES. ADD 1 UNIT. ADD ROOF DECK. UNIT 1: 1&2/FL-3 BR & 2 1/2 BATH, LAUNDRY, LIVING, DINING & KITCHEN. UNIT 2: 3&4/FL-3 BR & 2 1/2 BATH, LAUNDRY, LIVING, DINING & KITCHEN.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				03/11/2015	JIMENEZS	Mission (EN); Eastern Neighborhoods w/Valencia; Eastern Neighborhoods (Complete); Mission District Streetscape Plan		Adopted	Mission	SUPERVISORIAL DISTRICT 9	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Mission	"Y
(37.75864086690, -122.41091001300)"
APN 1677004	BP ISSUED	03/07/2016	827 34TH AV		2	1	0	0				201409095796	2 FAMILY DWELLING	$240000.00	1ST FLOOR: CONVERT PORTION OF THE 1ST FLOOR TO A DWELLING UNIT# 1 INCLUDING HORIZONTAL ADDITION @ THE BACK OF THE BUILDING. 2ND FLOOR: INTERIOR ALTERATION & REMODEL INCLUDE HORIZONTAL ADDITOIN @ THE REAR OF DWELLING UNIT# 2.		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				09/09/2014	SYOUNG				Richmond	SUPERVISORIAL DISTRICT 1	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Outer Richmond	(37.77342957500, -122.49425628800)
APN 0194004	BP FILED	12/27/2016	827 KEARNY ST		1	1	0	0			2014	201612275906	CHURCH	$6700000.00	CONTRUCT (N) (4) STORY MIXED USED BUILDING. RETAIL, ASSEMBLY, RESIDENTIAL, RELIGION'S FACILITY	Demolition of an existing 2 story commercial building built in 1922 and construction of new 4 story over partial basement mixed-use building totaling approximately 11,320 sq. ft. .  The proposed project would contain approximately 1,880 sq.ft. of commerc	Mixres	0	8795	2820	6915	6915	0	0	0	0	0	0	1880	-4095	0	0	Christine Yee			03/14/2014	AA CONV	Chinatown			Northeast	SUPERVISORIAL DISTRICT 3	CCB	CHINATOWN-COMMUNITY BUSINESS	Commercial	CCB	65-N	Chinatown	(37.79568626260, -122.40535562200)
APN 3780004E	PL FILED	04/14/2016	828 BRANNAN ST		60	60	0	0			2015-015789PRJ			$0.00		The proposed project is to demolish the exiting two-story building and to construct a 6-story residential building with ground-floor commercial space.  The project would contain 61,000 gross square feet, with a total of 60 dwelling units in a mix of 25 s	Mixres	0	2798	-9807	0	0	0	0	0	0	0	-12605	2798	2798	0	0				12/10/2015	VBYRD	Eastern Neighborhoods w/Valencia; Showplace Square/Potrero Hill (EN); Eastern Neighborhoods (Complete)			South of Market	SUPERVISORIAL DISTRICT 6	UMU	URBAN MIXED USE	Mixed Use	UMU	68-X	South of Market	(37.77275248510, -122.40415780600)
APN 4088024	BP FILED	02/08/2016	829 YORK ST		3	1	0	0				201602089074	APARTMENTS	$40000.00	TO COMPLY WITH NOV 201322371. LEGALIZE (E) GROUND FLOOR UNIT INTO A 3RD DWELLING UNIT.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				02/08/2016	KCONNER	Mission (EN); Eastern Neighborhoods w/Valencia; Eastern Neighborhoods (Complete); Mission District Streetscape Plan		Adopted	Mission	SUPERVISORIAL DISTRICT 9	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Mission	"Y
(37.75818062300, -122.40842398700)"
APN 0738018	BP FILED	12/28/2016	830 EDDY ST		126	126	15	15			2015-009460PRJ	201612285985	APARTMENTS	$38700000.00	ERECT A 12 STORIES, 126 RESIDENTIAL UNITS, 2 BASEMENTS, TYPE 1A BUILDING.	The Project Site incorporates two parcels that were once part of a single development site and lot that was later subdivided.  One parcel, located at 825 Van Ness Avenue, comprises an existing six story commercial building.  The second parcel, located at	Mixres	0	34750	0	0	0	0	0	29810	0	0	0	4940	0	0	0				07/29/2015	VBYRD	A-2; Van Ness Corridor			Western Addition	SUPERVISORIAL DISTRICT 5	RC-4	RESIDENTIAL- COMMERCIAL, HIGH DENSITY	Mixed Use	RC-4	130-V	Downtown/Civic Center	(37.78305190110, -122.42164637500)
APN 1312022	BP FILED	12/13/2013	830 EL CAMINO DEL MAR		1	1	0	0				201312134211	1 FAMILY DWELLING	$1500000.00	(FRONT BLDG) ERECT ONE STORY OF ONE SINGLE FAMILY WITH GARAGE.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				12/13/2013	FARRENSW				Richmond	SUPERVISORIAL DISTRICT 2	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED	Residential	RH-1(D)	40-X	Seacliff	(37.78729680080, -122.49264437500)
APN 6738020	BP ISSUED	04/25/2016	831 CHENERY ST		1	1	0	0				201411040616	1 FAMILY DWELLING	$980000.00	CONSTRUCT (N) 3-STORY SINGLE FAMILY RESIDENCE.		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				11/04/2014	PERRY AN	Glen Park; Glen Park (superseded)			Central	SUPERVISORIAL DISTRICT 8	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	RH-1	40-X	Glen Park	(37.73467028980, -122.43619857300)
APN 4088022	BP FILED	09/06/2016	833 YORK ST		2	1	0	0				201609066883	2 FAMILY DWELLING	$8000.00	ADD STUDIO 2ND UNIT ON GROUND FLOOR BEHIND GARAGE TO (E) SFD (185 SQ. FT. UNIT)		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				09/06/2016		Mission (EN); Eastern Neighborhoods w/Valencia; Eastern Neighborhoods (Complete); Mission District Streetscape Plan		Adopted	Mission	SUPERVISORIAL DISTRICT 9	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Mission	"Y
(37.75804369400, -122.40841100300)"
APN 1180015	BP ISSUED	04/04/2016	834 DIVISADERO ST		0	0	0	0			2015-009173PRJ	201506249842	RETAIL SALES	$300000.00	CHANGE OF USE FROM (E) AUTO BODY REPAIR SHOP TO RETAIL SUITES. NO CHANGE TO THE BUILDING HEIGHT. FLOOR AREA TO BE DECREASED DUE TO NEW STREET LEVEL PATIOS AND INTERIOR BIKE PARKING. N/A FOR MAHER ORDINANCE.		Retail/Ent	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				06/24/2015	EOROPEZA				Western Addition	SUPERVISORIAL DISTRICT 5	NCT	DIVISADERO STREET NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT	Mixed Use	NCT-DIVISADERO	65-A	Western Addition	(37.77743665830, -122.43796538600)
APN 3594023	BP APPROVED	10/20/2016	835 SOUTH VAN NESS AV		3	3	0	0				201412113579	APARTMENTS	$1500000.00	TO ERECT 4 STORIES, NO BASEMENT, TYPE 3A, 3 DWELLING UNITS BUILDING.		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				12/11/2014	JIMENEZS	Mission (EN); Eastern Neighborhoods w/Valencia; Eastern Neighborhoods (Complete); Mission District Streetscape Plan		Adopted	Mission	SUPERVISORIAL DISTRICT 9	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	Residential	RH-3	50-X	Mission	"Y
(37.75980435840, -122.41661513200)"
APN 5640010	BP FILED	05/21/2014	965 POWHATTAN AV		4	4	0	0				201405216382	1 FAMILY DWELLING	$350000.00	ERECT 2 STORIES, 1 BASEMENT,  TYPE 5, SINGLE FAMILY DWELLING BUILDING.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				05/21/2014	CTOWNES				Bernal Heights	SUPERVISORIAL DISTRICT 9	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	RH-1	40-X	Bernal Heights	(37.74150838470, -122.41035009300)
APN 1675016	CONSTRUCTION	12/29/2016	844 33RD AV		3	1	0	0				201503191386	APARTMENTS	$55000.00	TO COMPLY WITH NOV #201470021 - LEGALIZE IN-LAW UNIT ST GROUND FLOOR AT REAR OF GARAGE AREA per Ordinance 43-14. FIRE SPRINKLER UNDER SEPARATE PERMIT.		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				03/19/2015	NKWIATKO				Richmond	SUPERVISORIAL DISTRICT 1	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Outer Richmond	(37.77323424280, -122.49250925100)
APN 1691019	PL FILED	06/14/2011	850 LA PLAYA		45	45	0	0			2011			$0.00		The project consists of a phased development renovating an existing grocery store.  The first phase will involve the construction of a new 65,300 sq.ft. store in the area of an existing parking lot.  The existing store will then be demolished with underg	Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				06/14/2011	AA CONV	Western Shoreline			Richmond	SUPERVISORIAL DISTRICT 1	NC-S	NEIGHBORHOOD COMMERCIAL, SHOPPING CENTER	Mixed Use	NC-S	40-X	Outer Richmond	(37.77235488720, -122.50942724900)
APN 0073018B	CONSTRUCTION	09/29/2016	853 LOMBARD ST		3	1	0	0				201602250467	APARTMENTS	$55000.00	REVISE PA 2015-08-19-4706, CREATE 3RD UNIT- change of occupncy R-3 2 units to R-2 3 units. ADD EXIT CORRIDOR @ GARAGE LEVEL. MOVE BATHROOM, FURNACE, WATER HEATER & LAUNDRY. BUILD PARTITIONS IN DIFFERENT LOCATION THAN PREVIOUSLY APPROVED ON ACTIVE PERMIT.		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				02/25/2016	ETUFFY				Northeast	SUPERVISORIAL DISTRICT 3	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	Residential	RM-1	40-X	Russian Hill	(37.80222750490, -122.41551727300)
APN 3642041	BP FILED	02/13/2015	854 CAPP ST		6	5	0	0			2015-002135PRJ	201502138349	APARTMENTS	$1125000.00	CONSTRUCT (N) 6-UNIT CONDO.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				02/13/2015	CTOWNES	Mission (EN); Eastern Neighborhoods w/Valencia; Eastern Neighborhoods (Complete); Mission District Streetscape Plan		Adopted	Mission	SUPERVISORIAL DISTRICT 9	RTO-M	RESIDENTIAL TRANSIT ORIENTED- MISSION	Residential	RTO-M	40-X	Mission	"Y
(37.75300695640, -122.41773338200)"
APN 3508001	CONSTRUCTION	09/19/2016	855 STEVENSON ST		0	0	0	0			2015-005689PRJ	201507212018	OFFICE	$2900000.00	AN ELEVATED WALKWAY (SKYBRIDGE) CONNECTING 875 STEVENSON ST TO 1355 MARKET STREET AT THE 9TH FL OF BOTH BUILDING. (SPANS ACROSS 855 STEVENSON) SEE ALSO PA #201603182439 AND PA #201603182440 FOR EASEMENTS TO 1355 MARKET ST AND 855 STEVENSON STREET. ** MAH	Construction of a new sky-bridge connecting the two buildings at 1355 Market Street and 875 Stevenson Street.	MIPS	1	430	430	0	0	0	0	430	430	0	0	0	0	0	0	SRI Nine Market Square, LLC		4157727110	05/06/2015	LYEGAZU	Mid-Market; Downtown			Downtown	SUPERVISORIAL DISTRICT 6	C-3-G	DOWNTOWN- GENERAL	Commercial	C-3-G	120-X	South of Market	(37.77689226470, -122.41636781700)
APN 0148022	BP FILED	07/28/2016	859 VALLEJO ST		10	4	0	0			2015-015210PRJ	201607283688	APARTMENTS	$80000.00	ADD THREE UNITS & STORAGE LOCKER AREA TO INCREASE TENANT AMENITIES, PLNNING DEPT VARIANCE PACKAGE SUBMITTED FOR REAR YARD & EXPOSURE.	Interior modifications to permit four (4) additional dwelling units on the first and second stories.  Per Ordinance 30-15.	Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Shatara Architecture, Inc.		4155127566	11/18/2015	ESAMONSK				Northeast	SUPERVISORIAL DISTRICT 3	RM-2	RESIDENTIAL- MIXED, MODERATE DENSITY	Residential	RM-2	40-X	Russian Hill	(37.79808627970, -122.41130483900)
APN 7518081	BP FILED	03/02/2015	868 DUNCAN ST		2	1	0	0				201503029743	2 FAMILY DWELLING	$700.00	LEGALIZE 1ST FLOOR UNIT AS PER ORDINACE 43-14.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				03/02/2015	NKWIATKO				Central	SUPERVISORIAL DISTRICT 8	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	RH-1	40-X	Noe Valley	(37.74560302110, -122.43923195300)
APN 4645017	BP ISSUED	08/27/2015	870 INNES AV		2	2	0	0			2014	201407302502	2 FAMILY DWELLING	$675000.00	CHANGE USE FROM WAREHOUSE TO RESIDENTIAL. CREATE 2 RESIDENTIAL UNITS. CREATE 25% OPEN SPACE FOR RESIDENTIAL UNITS AT REAR NEW FINISHES AT FACADE. MAHER-COMPLIANCE WITH ORDINANCE NO 155-13. NOT REQUIRED.	Change of use from warehouse to two-unit residential. New entries, windows, and exterior siding	Resident	1	0	-1672	0	0	0	0	0	0	0	-1672	0	0	0	0				09/26/2014	JSPEIRS	India Basin Shoreline/Area C; India Basin; Bayview Hunters Point			South Bayshore	SUPERVISORIAL DISTRICT 10	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	Mixed Use	NC-2	40-X	Bayview	(37.73196830020, -122.37517322900)
APN 0100020	BP FILED	11/13/2015	870 UNION ST		1	1	0	0				201511132623	2 FAMILY DWELLING	$385450.00	CONSTRUCT (N) 4-STORY SINGLE FAMILY RESIDENTIAL		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				11/13/2015	NFOSTER				Northeast	SUPERVISORIAL DISTRICT 3	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	Residential	RM-1	40-X	Russian Hill	(37.80015705650, -122.41365954000)
APN 1672018	BP ISSUED	01/26/2009	874 30TH AV		2	1	0	0				200711289065	2 FAMILY DWELLING	$558000.00	(N) THIRD FLOOR VERTICAL ADDITION (2ND UNIT). RELOCATE GARAGE DOOR & ENTRANCE. EXPAND & RECONFIGURE 1ST FLOOR, ADD A SECOND UNIT. RECONFIGURE 2ND FLOOR. A (N) THIRD FLOOR (VERTICAL ADDITION) EXPAND (E) DRIVEWAY & (N) LANDSCAPING.		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				11/28/2007	ASTARR				Richmond	SUPERVISORIAL DISTRICT 1	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Outer Richmond	(37.77283271010, -122.48925181500)
APN 4591C001	CONSTRUCTION	01/07/2016	HUNTERS POINT SHIPYARD (UNDER CONSTRUCTION)	(PHASE I)	110	110	0	0			2013	MULTIPLE		$0.00	Multiple Permits		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				02/22/2013	AA CONV	Hunters Point Shipyard			South Bayshore	SUPERVISORIAL DISTRICT 10	HP-RA	SEE HUNTERS POINT REDEVELOPMENT PLAN	Mixed Use	HP-RA	HP-RA	Bayview	(37.72983493920, -122.37083909100)
APN 0256016	BP FILED	03/09/2016	875 CALIFORNIA ST / 770 POWELL ST		44	44	0	0	Fee Payment		2014-000609PRJ	201603091627	APARTMENTS	$27000000.00	"TO ERECT 8 STORIES, 1 BASEMENT, 44 UNITS RESIDENTIAL BUILDING.
** MAHER: N/A **"	The project proposes to demolish a parking structure at 875 California and parking lot at 770 Powell Street and construct a 52,400 gsf residential building, with 15,150 gsf parking in the basement.	Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				12/22/2014	KGUY				Northeast	SUPERVISORIAL DISTRICT 3	RM-4	RESIDENTIAL- MIXED, HIGH DENSITY	Residential	RM-4	65-A	Chinatown	(37.79178338180, -122.40891480100)
APN 3733079	PL APPROVED	08/01/2016	875 HOWARD ST		0	0	0	0			2015-009141PRJ	201506239701	OFFICE	$1.00	GROUND FLOOR CONVERT ACCESSORY OFFICE TO GENERAL OFFICE.  2ND FLOOR - CONVERT 13,400 ST FROM INSTITUTIONAL USE ( ADULT EDUCATION) TO OFFICE USE. THE REMAINDER OF 2ND FLOOR ARE ALREADY IN OFFICE USE. cOMBINED OFFICE 25,750 SF.		MIPS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				06/23/2015	MLUELLEN	Downtown			South of Market	SUPERVISORIAL DISTRICT 6	C-3-S	DOWNTOWN SUPPORT	Commercial	C-3-S	130-F	South of Market	(37.78168091200, -122.40410231500)
APN 0303014	BP ISSUED	07/20/2012	875 POST ST		50	4	0	0			2007	200712311569	RESIDENTIAL HOTEL	$350000.00	Vacant ground floor space to be converted to 4 dwelling units on existin builidng. Work to include remodel at 2nd floor manager's apt to raise floor for headroom below. Convert tourist hotel to sro residental hotel. Fire sprinklers and alarm under separa	9  new construction	Resident	1	0	-15764	0	0	0	0	0	0	0	0	0	0	0	-15764				12/31/2007	JMILLER				Downtown	SUPERVISORIAL DISTRICT 6	RC-4	RESIDENTIAL- COMMERCIAL, HIGH DENSITY	Mixed Use	RC-4	80-T	Downtown/Civic Center	(37.78701692850, -122.41617114900)
APN 4094014	BP FILED	12/05/2016	878 RHODE ISLAND ST		3	3	0	0			2016-016546PRJ	201612054150	APARTMENTS	$850000.00	TO ERECT 4 STORIES OF 3 FAMILY DWELLINGS		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				12/05/2016		Eastern Neighborhoods w/Valencia; Showplace Square/Potrero Hill (EN); Eastern Neighborhoods (Complete)			South of Market	SUPERVISORIAL DISTRICT 10	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	Residential	RH-3	40-X	Potrero Hill	(37.75864172070, -122.40229445600)
