PROJECT_TYPE	APN	NAMEADDR	Alias	BESTSTAT	BESTDATE	Entitlement	UNITS	NET_UNITS	AFF_UNITS	NET_AFF_UNITS	BP_APPLNO	BP_DESC	PROPUSE	PLN_CASENO	PLN_DESC	TOTAL_GSF	NET_GSF	CIE	NET_CIE	MED	NET_MED	MIPS	NET_MIPS	PDR	NET_PDR	RET	NET_RET	VISIT	NET_VISIT	FirstFiled	APPLICANT	CONTACT	CONTACTPH	PLANNER	NEIGHBORHOOD	SOURCE	SUPE_DISTRICT	PLAN_DISTRICT	PLAN_AREA	HEIGHT_DISTRICT	ZONING_SIM	ZONING_DISTRICT	Location
Resident	APN 5338018	1756 REVERE AV		CONSTRUCTION	06/01/2015	-1	2	1	0	0	201310159297	"HORIZONTAL EXTENSION AT REAR (APPROX 20'-0""). CHANGE OF USE FROM SINGLE FAMILY TO 2 UNITS. 2 NEW BED"	2 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/15/2013					Bayview	PERMIT TRACKING	SUPERVISORIAL DISTRICT 10	South Bayshore	Bayview Hunters Point	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	(37.73343934630, -122.39275331700)
Resident	APN 4274001	1302 YORK ST		CONSTRUCTION	08/25/2015	-1	3	1	0	0	201310119147	CHANGE OF USE FROM R3 2-UNIT RESIDENTIAL TO R2 3-UNIT RESIDENTIAL. CONVERT 1ST FL (E) LIVING SPACE I	APARTMENTS			0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/11/2013					Mission	PERMIT TRACKING	SUPERVISORIAL DISTRICT 9	Mission	Mission (EN)	40-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	(37.75111467810, -122.40824997100)
Resident	APN 4271008	1340 ALABAMA ST		CONSTRUCTION	11/24/2015	-1	2	1	0	0	201312134188	EXTENSION OF NORTH WALL TO SAME AREA AS NEIGHBORS LIGHT WELL. REFERENCE APPL #201208177711.	2 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/13/2013					Mission	PERMIT TRACKING	SUPERVISORIAL DISTRICT 9	Mission	Mission (EN)	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	(37.75022553710, -122.41100541200)
Resident	APN 2807040	429 GRAND VIEW AV		PL APPROVED	10/16/2014	-1	2	1	0	0				2013.1528	"Adding a 2nd dwelling unit to the site
Variance request to the rear yard requirement of P.C. Sec. 134"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/06/2013	Angela  Matt	Angela  Matt	595-2047	DVU	Noe Valley	CASE TRACKING	SUPERVISORIAL DISTRICT 8	Central		40-X	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	(37.75192526570, -122.44228838400)
Resident	APN 1269087	281 FREDERICK ST		BP FILED	02/21/2014	0	2	1	0	0	201402219049	TO COMPLY WITH NOV# 201451101. CONVERSION OF PART OF BASEMENT INTO A SEPARATE UNIT & KITCHEN ADDITIO	2 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/21/2014					Haight Ashbury	PERMIT TRACKING	SUPERVISORIAL DISTRICT 5	Buena Vista		40-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	(37.76680157250, -122.44771328800)
Resident	APN 6604038	647 DUNCAN ST		BP FILED	07/18/2014	0	1	1	0	0	201407181635	ERECT 3 STORIES , ONE SINGLE FAMILY.	1 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/18/2014					Noe Valley	PERMIT TRACKING	SUPERVISORIAL DISTRICT 8	Central		40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.74540189880, -122.43433147800)
Resident	APN 1068004	74 BLAKE ST		CONSTRUCTION	07/08/2015	-1	1	1	0	0	201401317585	TO ERECT 2 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	1 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/31/2014					Presidio Heights	PERMIT TRACKING	SUPERVISORIAL DISTRICT 2	Richmond		40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	(37.78256720350, -122.45092352400)
Resident	APN 0945012	2528 UNION ST		BP APPROVED	01/07/2016	-1	1	1	0	0	201401226857	TO ERECT 4 STORIES, NO BASEMENT, SINGLE FAMILY RESIDENCE.	1 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/22/2014					Marina	PERMIT TRACKING	SUPERVISORIAL DISTRICT 2	Marina		40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.79658853360, -122.44167718100)
Resident	APN 7064006B	566 HURON AV		BP FILED	06/25/2015	0	2	1	0	0	201506259899	CONVERT EXISTING LOWER FLOOR DEN TO NEW KITCHEN & EXISTING UPPER FLOOR DEN TO LIVING AREA FOR THE PR	2 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/25/2015					Outer Mission	PERMIT TRACKING	SUPERVISORIAL DISTRICT 11	South Central		40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.71371172510, -122.44788623400)
Resident	APN 3533021	460 14TH ST		BP FILED	06/25/2015	0	10	1	0	0	201506259894	REVISION TO PA 2015.0527.7244  SOFT STORY PERMIT #2014.1119.1933. UNIT ADDITION OF DWELLING UNIT PER ORDINANCE NO. 30-15.  ADD KITCHEN ON 1ST FLOOR PER PLAN. N/A MAHER ORDINANCE	APARTMENTS	2015-008519PRJ	REVISION TO PA 2015.0527.7244 SOFT STORY PERMIT #2014.1119.1933. UNIT ADDITION OF DWELLING UNIT PER ORDINANCE NO. 30-15. ADD KITCHEN ON 1ST FLOOR PER PLAN. N/A MAHER ORDINANCE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/25/2015		WOO DONALD #3 FAMILY LIMITED P		KCONNER	Mission	CASE TRACKING	SUPERVISORIAL DISTRICT 8	Mission	Market and Octavia	40-X	RTO	RESIDENTIAL TRANSIT ORIENTED DISTRICT	(37.76828080960, -122.42352642200)
Resident	APN 3730118	1117 HOWARD ST		BP FILED	01/30/2014	0	1	1	0	0	201401307462	CHANGE OF USE. COMPLY W/ NOV 201279657, DEMO INTERIOR, CONSTRUCT 2 BEDROOMS, 1-1/2 BATHS, MEDIA ROOM	1 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/30/2014					South of Market	PERMIT TRACKING	SUPERVISORIAL DISTRICT 6	South of Market	Western SoMa (EN) / South of Market	55-X	WMUG	WSOMA MIXED USE-GENERAL	(37.77748650920, -122.40955757700)
Resident	APN 3636027	1181 VALENCIA ST		BP ISSUED	08/10/2015	-1	3	1	0	0	201403100278	REMODEL & LEGALIZE RESIDENTIAL 3RD UNIT AT THE GROUND FLOOR. COMPLIANCE WITH ORDINANCE NO. 155-13 NO	APARTMENTS			0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/10/2014					Mission	PERMIT TRACKING	SUPERVISORIAL DISTRICT 9	Mission	Mission (EN)	55-X	NCT	VALENCIA STREET NEIGHBORHOOD COMMERCIAL TRANSIT	(37.75406554410, -122.42048735500)
Resident	APN 3612017A	787 TREAT AV		BP ISSUED	01/13/2016	-1	3	1	0	0	201403170852	AT 2/FL, DIVIDE 2/FL SPACE TO 2 SEPARATE UNITS WITH NEW KITCHEN, BATHROOM AND BEDROOM & STUDY.	APARTMENTS			0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/17/2014					Mission	PERMIT TRACKING	SUPERVISORIAL DISTRICT 9	Mission	Mission (EN)	40-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	(37.75767358530, -122.41331292300)
Resident	APN 3545097	1824 15TH ST		BP FILED	08/21/2015	0	3	1	0	0	201508214923	ADD UNIT PER ORDINANCE #30-15. ADDING A NEW DWELLING UNIT TO UNUSED STORAGE SPACE BEHIND GROUND FLOO	APARTMENTS	2015-014338PRJ		0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/21/2015					Mission	PERMIT TRACKING	SUPERVISORIAL DISTRICT 8	Mission	Market and Octavia	40-X	RTO	RESIDENTIAL TRANSIT ORIENTED DISTRICT	(37.76659294570, -122.42489796500)
Resident	APN 7512010	38 CAMEO WY		BP ISSUED	12/10/2015	-1	2	1	0	0	201505065466	LEGALIZATION OF KITCHEN AND SECOND UNIT PER ORDINANCE 43-14 2 BEDROOMS, 1 1/2 BATH ALREADY PERMITTED	2 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/06/2015					Diamond Heights	PERMIT TRACKING	SUPERVISORIAL DISTRICT 8	Central		40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.74504427030, -122.44454379500)
Resident	APN 6489035	336 HANOVER ST		BP FILED	08/06/2014	0	2	1	0	0	201408063130	LEGALIZE DWELLING UNIT, INSTALLED WITHOUT PERMIT PER ORDINANCE NO. 4314. CONVERT LAUNDRY AREA TO KIT	2 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/06/2014					Crocker Amazon	PERMIT TRACKING	SUPERVISORIAL DISTRICT 11	South Central		40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.70922647800, -122.44364988600)
Resident	APN 7031011A	44 DEL MONTE ST		BP APPROVED	11/05/2015	-1	2	1	0	0	201504214238	LEGALIZE KITCHEN PER ORD 43-14. ADD BATHROOM IN LAUNDRY ROOM.	2 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/21/2015					Outer Mission	PERMIT TRACKING	SUPERVISORIAL DISTRICT 11	South Central		40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.71615568960, -122.44347761800)
Resident	APN 1869011	1555 23RD AV		BP FILED	05/14/2015	0	2	1	0	0	201505146319	UNIT LEGALIZATION PER ORDINANCE NO# 43-14.  ONE BEDROOM, LIVING ROOM, ONE KITCHEN & ONE BATHROOM @ 1	2 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/14/2015					Outer Sunset	PERMIT TRACKING	SUPERVISORIAL DISTRICT 4	Outer Sunset		40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.75859384450, -122.48140315700)
Resident	APN 3548021	1528 15TH ST		PL FILED	09/29/2015	0	5	1	0	0				2015-013010PRJ	Change of use of ground floor vacant retail/commercial space to a residential unit.	0	-1142	0	0	0	0	0	0	0	0	0	-1142	0	0	09/29/2015	Topetcher Architecture, Inc.		4153599997	JDISALVO	Mission	CASE TRACKING	SUPERVISORIAL DISTRICT 9	Mission	Mission (EN)	58-X	UMU	URBAN MIXED USE	(37.76696489830, -122.41831657800)
Resident	APN 7204004	2955 20TH AV		BP ISSUED	11/16/2015	-1	2	1	0	0	201506098540	LEGALIZE AND RENOVATE EXTG UNIT ON GROUND FLOOR INCLUDING 4 BEDROOMS, 2 BATH, FAMILY ROOM AND LIVING	2 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/09/2015					Lakeshore	PERMIT TRACKING	SUPERVISORIAL DISTRICT 7	Ingleside		40-X	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED	(37.73357305510, -122.47639698300)
Resident	APN 7277024	57 COUNTRY CLUB DR		BP FILED	05/08/2015	0	2	1	0	0	201505085806	(N) KITCHEN ON 1ST FL & LEGALIZE IN-LAW DWELLING UNIT UNDER ORD #43-14 TO CLEAR VIOLATION #200853518	2 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/08/2015					Lakeshore	PERMIT TRACKING	SUPERVISORIAL DISTRICT 7	Ingleside		40-X	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED	(37.73017300610, -122.49564266000)
Resident	APN 7091025	200 BRIGHT ST		PL APPROVED	07/31/2014	-1	2	1	0	0				2013.141	Variance request to the rear yard requirement of P.C. Sec. 134(a)(1) to permit the conversion of a vacant commercial space to a second dwelling unit.  And a variance to P.C. Sec. 151.1 to only provide one parking space as only one currently exists.	0	-980	0	0	0	0	0	0	0	0	0	-980	0	0	10/04/2013	Yingyu Cai	Yingyu Cai	415-321-0929	DWASHING	Ocean View	CASE TRACKING	SUPERVISORIAL DISTRICT 11	Ingleside		40-X	NC-1	NEIGHBORHOOD COMMERCIAL, CLUSTER	(37.71454906950, -122.46335565100)
Resident	APN 6489090	2 BYRON CT		PL APPROVED	09/30/2015	-1	1	1	0	0	201312315425	ERECT A TWO STORY SINGLE FAMILY DWELLING.	1 FAMILY DWELLING	2014.0922	Variance request to the rear yard requirement of P.C. Sec. 134 to permit the new construction of a single family dwelling on a vacant lot.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/31/2013					Crocker Amazon	PERMIT TRACKING	SUPERVISORIAL DISTRICT 11	South Central		40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.70987546980, -122.44359072700)
Resident	APN 6435012	23 CANYON DR		BP ISSUED	09/23/2015	-1	1	1	0	0	201312265039	ERECT 3-STORY SINGLE FAMILY RESIDENCE.	1 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/26/2013					Crocker Amazon	PERMIT TRACKING	SUPERVISORIAL DISTRICT 11	South Central		40-X	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED	(37.70845909950, -122.43192305200)
Resident	APN 5896022	701 SILVER AV		BP ISSUED	12/15/2015	-1	1	1	0	0	201312043311	ERECT 3 STORY SINGLE FAMILY DWELLING.	1 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/04/2013					Excelsior	PERMIT TRACKING	SUPERVISORIAL DISTRICT 11	South Central		40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.72909327890, -122.42165639000)
Resident	APN 5626014	3526 FOLSOM ST		BP FILED	12/16/2013	0	1	1	0	0	201312164318	ERECT 2-STORY TYPE V NEW SINGLE FAMILY RESIDENCE.	1 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/16/2013					Bernal Heights	PERMIT TRACKING	SUPERVISORIAL DISTRICT 9	Bernal Heights		40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.74200736540, -122.41335323400)
Resident	APN 2362019	2332 TARAVAL ST		CONSTRUCTION	11/30/2015	-1	3	1	0	0	201401287236	WORK ON SECOND FLR. CHANGE DANCE STUDIO INTO ONE RESIDENTIAL UNIT.  APPLY FOR PARKING REDUCTION. SIT	APARTMENTS			0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/28/2014					Parkside	PERMIT TRACKING	SUPERVISORIAL DISTRICT 4	Outer Sunset		40-X	NCD	TARAVAL STREET NEIGHBORHOOD COMMERCIAL DISTRICT	(37.74260872750, -122.49135239200)
Resident	APN 1555023	1116 BALBOA ST		BP FILED	09/14/2015	0	2	1	0	0	201509146907	"REF HRE APP #2015006919PRJ. LIFT (E) HOUSE BY 5'-3"" TO ADD A GARAGE & 2ND DWELLING UNIT ON GROUND FL"	2 FAMILY DWELLING	2015-006919PRJ		0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/14/2015					Inner Richmond	PERMIT TRACKING	SUPERVISORIAL DISTRICT 1	Richmond		40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	(37.77716328040, -122.47085398100)
Resident	APN 5859040	230 SWEENY ST		CONSTRUCTION	12/22/2014	-1	1	1	0	0	200903254880	BLDG.#2: ERECT A 3 STORIES, SINGLE FAMILY DWELLING	1 FAMILY DWELLING	2010.0249		0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/25/2009					Excelsior	PERMIT TRACKING	SUPERVISORIAL DISTRICT 9	South Central		40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.73249235060, -122.41012085900)
Resident	APN 1569002	609 26TH AV		CONSTRUCTION	05/27/2014	-1	2	1	0	0	201106279018	REVISION TO APPROVED PA# 2007/09/11/2317 BY RAISING THE ENTIRE BLDG 3'. ALSO RAISE THE GRADE LEVEL IN REAR YARD. REVISE STAIRS & LIGHTWELL IN REAR YARD. REVISE WINDOWS, DOOR IN REAR WALL. REPLACE COMPOSIT SHINGLES FOR CLAY TILE IN FRONT ROOF. ALL OTHER D	2 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/27/2011					Outer Richmond	PERMIT TRACKING	SUPERVISORIAL DISTRICT 1	Richmond		40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	(37.77786943610, -122.48592517400)
Resident	APN 6208056	138 ALPHA ST		BP ISSUED	04/25/2013	-1	1	1	0	0	200806194898	CONSTRUCT A NEW 3 STORY, SINGLE FAMILY DWELLING.	1 FAMILY DWELLING	2007.0234		0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/19/2008					Visitacion Valley	PERMIT TRACKING	SUPERVISORIAL DISTRICT 10	South Central		40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.71416638160, -122.40434886600)
Resident	APN 2709065	21 MOUNTAIN SPRING AV		BP ISSUED	05/21/2013	-1	1	1	0	0	201009171084	ERECT 3 STORIES, 1 BASEMENT, 1 UNIT BUILDING.	1 FAMILY DWELLING	2011.1349		0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/17/2010					Twin Peaks	PERMIT TRACKING	SUPERVISORIAL DISTRICT 7	Inner Sunset		40-X	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED	(37.75796720370, -122.44877612300)
Resident	APN 2630017	1167 STANYAN ST		BP ISSUED	09/25/2013	-1	1	1	0	0	200803288274	TO ERECT SINGLE FAMILY DWELLING	1 FAMILY DWELLING	2008.0408		0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/28/2008					Inner Sunset	PERMIT TRACKING	SUPERVISORIAL DISTRICT 5	Inner Sunset		40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	(37.76294430920, -122.45256816300)
Resident	APN 4937018	1014 GILMAN AV		BP ISSUED	10/22/2013	-1	1	1	0	0	201209109355	ERECT 3-STORY, NO BASEMENT, TYPE 5 SINGLE FAMILY DWELLING.	1 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/10/2012					Bayview	PERMIT TRACKING	SUPERVISORIAL DISTRICT 10	South Bayshore	Bayview Hunters Point	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.71853919680, -122.38823257200)
Resident	APN 5943050	262 MADISON ST		CONSTRUCTION	01/08/2014	-1	1	1	0	0	200711077585	BLDG 1 - CONSTRUCT 3 STORY SINGLE FAMILY DWELLING	1 FAMILY DWELLING	2008.1203		0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/07/2007					Excelsior	PERMIT TRACKING	SUPERVISORIAL DISTRICT 9	South Central		40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.72575506660, -122.42281704600)
Resident	APN 2416002H	422 VICENTE ST		CONSTRUCTION	04/24/2014	-1	1	1	0	0	200609132176	1-UNIT LEGALIZATION PER ORDINANCE 43-14. 3-BEDROOM, 1-BATHROOM, 1-FAMILY PER PA #200303119402. LEGALIZE (N) KITCHEN.	1 FAMILY DWELLING	2007.0037		0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/13/2006					Parkside	PERMIT TRACKING	SUPERVISORIAL DISTRICT 7	Inner Sunset		40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.73974105100, -122.47158680200)
Resident	APN 4145012	2356 BRYANT ST		CONSTRUCTION	12/17/2015	-1	3	1	0	0	201311273026	2 STORY REAR ADDITION. CONVERT 1ST FLOOR USABLE AREA INTO NEW RESIDENTIAL UNIT & EXPAND INTO GARAGE.	APARTMENTS			0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/27/2013					Mission	PERMIT TRACKING	SUPERVISORIAL DISTRICT 9	Mission	Mission (EN)	40-X	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	(37.75664527660, -122.40981559500)
Resident	APN 1475032	441 43RD AV		BP FILED	07/10/2015	0	3	1	0	0	201507101227	LEGALIZE (E) UNIT WITHIN THE ENEVOLOPE OF (E) BUILDING. TO LEGALIZE KITCHEN ON THE TOP FLOOR BY CODE	APARTMENTS	2015-009547PRJ		0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/10/2015					Outer Richmond	PERMIT TRACKING	SUPERVISORIAL DISTRICT 1	Richmond		40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	(37.78036573550, -122.50443424300)
Resident	APN 1168043	2739 MCALLISTER ST		BP FILED	08/31/2015	0	3	1	0	0	201508315729	CONVERT (E) 2 UNITS RESIDENTIAL BLDG INTO A 3 UNITS RESIDENTIAL WITH HORIZ. ADDITION AT THE REAR.  (	APARTMENTS	2015-012083PRJ		0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/31/2015					Inner Richmond	PERMIT TRACKING	SUPERVISORIAL DISTRICT 1	Richmond		40-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	(37.77510695960, -122.45719528900)
Resident	APN 1730037	1230 21ST AV		BP FILED	07/31/2015	0	2	1	0	0	201507313053	HORIZONAL ADDITION AT REAR YARD. (E) 3-STORY SINGLE FAMILY HOUSE - CONVERT TO 2-UNIT RESIDENTIAL 3-S	2 FAMILY DWELLING	2015-010694PRJ		0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/31/2015					Outer Sunset	PERMIT TRACKING	SUPERVISORIAL DISTRICT 4	Outer Sunset		40-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	(37.76472512280, -122.47904354600)
Resident	APN 1890005	1531 44TH AV		BP FILED	09/08/2015	0	2	1	0	0	201509086337	ILLEGAL 2ND UNIT LEGALIZATION: ADDING FIRE RATING BTWN GARAGE & UNIT, ADD FIRE RATING @ PROP LINE WA	2 FAMILY DWELLING	2015-012197PRJ		0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/08/2015					Outer Sunset	PERMIT TRACKING	SUPERVISORIAL DISTRICT 4	Outer Sunset		40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.75801002310, -122.50393807700)
Resident	APN 0482030	1555 FRANCISCO ST		BP FILED	06/19/2015	0	3	1	0	0	201506199431	INSTALLATION OF NEW GROUND FLOOR (1 BEDROOM & 1 BATH) UNIT FOR A TOTAL OF 3 UNITS. RELOCATION OF (E)	APARTMENTS			0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/19/2015					Marina	PERMIT TRACKING	SUPERVISORIAL DISTRICT 2	Marina		40-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	(37.80220398890, -122.43059802600)
Resident	APN 2114022	1988 21ST AV		BP FILED	09/30/2015	0	2	1	0	0	201509308468	LEGALIZE DWELLING UNIT W/KITCHEN ON GROUND FLOOR, NEW UNIT  HAS 1 BEDROOM, FAMILY ROOM, KITCHEN, FUL	2 FAMILY DWELLING	2015-013590PRJ		0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/30/2015					Outer Sunset	PERMIT TRACKING	SUPERVISORIAL DISTRICT 4	Outer Sunset		40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.75064360360, -122.47810815600)
Resident	APN 5338025	1780 REVERE AV		BP FILED	09/22/2015	0	2	1	0	0	201509227704	1) DEMOLISH EXTG STAIR. 2)REPLACE & INSTALL NEW STAIR AND LANDING COVER. 3) INSTALL NEW EXTERIOR DOO	2 FAMILY DWELLING	2015-013583PRJ		0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/22/2015					Bayview	PERMIT TRACKING	SUPERVISORIAL DISTRICT 10	South Bayshore	Bayview Hunters Point	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	(37.73371849020, -122.39324594000)
Resident	APN 7119027	122 ARCH ST		BP FILED	09/23/2013	0	1	1	0	0	201309237536	ERECT TWO STORY SINGLE FAMILY DWELLING.	1 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/23/2013					Ocean View	PERMIT TRACKING	SUPERVISORIAL DISTRICT 11	Ingleside		40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.71293772460, -122.46687710900)
Resident	APN 5320015	1893 OAKDALE AV		BP FILED	07/22/2013	0	1	1	0	0	201307222452	TO ERECT 4 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	1 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/22/2013					Bayview	PERMIT TRACKING	SUPERVISORIAL DISTRICT 10	South Bayshore	Bayview Hunters Point	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	(37.73747661330, -122.39592648200)
Resident	APN 5395042	53 LEDYARD ST		BP FILED	07/22/2015	0	1	1	0	0	201507222196	LEGALIZE REAR COTTAGE TO 1 LEGAL RESIDENTIAL UNIT PER ORDINANCE 43-14	1 FAMILY DWELLING	2015-009848PRJ		0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/22/2015					Bayview	PERMIT TRACKING	SUPERVISORIAL DISTRICT 10	South Bayshore	Bayview Hunters Point	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.73321977870, -122.40169457500)
Resident	APN 5396001D	1788 SILVER AV		BP FILED	08/27/2015	0	2	1	0	0	201508275396	UNIT LEGALIZATION ORD 43-14. LEGALIZATION OF DWELLING UNIT INSTALLED WITHOUT PERMIT. LEGALIZE EXISTI	2 FAMILY DWELLING	2015-011537PRJ		0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/27/2015					Bayview	PERMIT TRACKING	SUPERVISORIAL DISTRICT 10	South Bayshore	Bayview Hunters Point	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.73380475460, -122.40286105600)
Resident	APN 1449040	1625 CLEMENT ST		BP FILED	08/13/2015	0	2	1	0	0	201508134169	TO LEGALIZE THE (E) GROUND FLOOR UNIT UNDER ORDINANCE 43-14.	2 FAMILY DWELLING	2015-014411PRJ		0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/13/2015					Inner Richmond	PERMIT TRACKING	SUPERVISORIAL DISTRICT 1	Richmond		40-X	NC-1	NEIGHBORHOOD COMMERCIAL, CLUSTER	(37.78217376700, -122.47678744700)
Resident	APN 0119017	852 GREEN ST		BP FILED	04/18/2014	0	2	1	0	0	201404183603	PARTIAL THIRD FLOOR ADDITION FOR 3 NEW BEDROOMS, PARTIAL FOURTH FLOOR ADDITION FOR 1 NEW FAMILY ROOM	2 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/18/2014					Russian Hill	PERMIT TRACKING	SUPERVISORIAL DISTRICT 3	Northeast		40-X	RM-2	RESIDENTIAL- MIXED, MODERATE DENSITY	(37.79927114160, -122.41320631900)
Resident	APN 1416003	225 17TH AV		BP FILED	03/26/2014	0	2	1	0	0	201403261777	2-STORY VERTICAL ADDITION & HORIZONTAL ADDITION AT FRONT. CONVERT SINGLE FAMILY HOME TO 2-UNIT RESID	2 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/26/2014					Inner Richmond	PERMIT TRACKING	SUPERVISORIAL DISTRICT 1	Richmond		40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	(37.78378307080, -122.47673397600)
