PROJECT_TYPE	APN	NAMEADDR	PHASE	ALIAS	ENTITLEMENT	BESTSTAT	BESTDATE	UNITS	NET_UNITS	AFF_UNITS	NET_AFF_UNITS	SECTION415	TENURE_TYPE	DA	PLN_CASENO	PLN_DESC	BP_APPLNO	BP_DESC	COST	PROPUSE	TOTAL_GSF	NET_GSF	CIE	NET_CIE	MED	NET_MED	MIPS	NET_MIPS	PDR	NET_PDR	RET	NET_RET	VISIT	NET_VISIT	PLANNER	APPLICANT	CONTACT	CONTACTPH	NEIGHBORHOOD	ZONING_SIM	ZONING_GEN	ZONING_DISTRICT	HEIGHT_DISTRICT	SUPE_DISTRICT	PLAN_DISTRICT	PLAN_AREA	PUBLICREALM	STATUS	Location
Resident	APN 6464037	71 CURTIS ST			1	CONSTRUCTION	03/02/2017	2	1	0	0				2016-011741PRJ	TO COMPLY W/ NOV 201549474. LEGALIZATION OF ILLEGAL UNIT RELOCATE (E) KITCHEN PER ORDINANCE# 43-14.	201608266121	TO COMPLY W/ NOV 201549474. LEGALIZATION OF ILLEGAL UNIT RELOCATE (E) KITCHEN PER ORDINANCE# 43-14.	$55000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ADINASEE	ELIAS SHELBY ELIAS	ELIAS SHELBY		Crocker Amazon	RH-1	Residential	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	SUPERVISORIAL DISTRICT 11	South Central				(37.71363031240, -122.43939610900)
Resident	APN 2755017C	711 CORBETT AV			0	BP FILED	05/03/2016	3	2	0	0				2016-001185PRJ	Proposed vertical & horizontal addition to (E) 1-unit residence to create (N) 3-unit building.	201605036398	THE PROJECT PROPOSES VERTICAL & HORIZONTAL ADDITIONS TO THE (E) 1 UNIT RESIDENCE, TRANSFORMING IT INTO A 3-UNIT BUILDING, ROOF DECKS TO BE PROVIDED. FIRE SPRINKLERS SYSTEM AND SEISMIC UPGRADE TO BE PROVIDED.	$921931.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRANNANC	Hennessey Architect	Michael Hennessey	415-512-1559	Twin Peaks	RM-1	Residential	RESIDENTIAL- MIXED, LOW DENSITY	40-X	SUPERVISORIAL DISTRICT 8	Central				(37.75549372140, -122.44241904800)
Resident	APN 4108005	714 22ND ST			0	PL FILED	08/15/2016	4	1	0	0				2016-010363PRJ	Certificate of Appropriateness: Addition of a new residential unit with decks to a three-unit multi-family home at the rear-yard. The additions are not visible from the 22nd street and 3rd street right of way. Fix garage door entry to allow standard size			$0.00		0	0	0	0	0	0	0	0	0	0	0	0	0	0	TFRYE	Baukunst		6504551207	Potrero Hill	NCT-2	Mixed Use	NEIGHBORHOOD COMMERCIAL TRANSIT-2	45-X	SUPERVISORIAL DISTRICT 10	South of Market	Eastern Neighborhoods w/Valencia; Central Waterfront (EN); Eastern Neighborhoods (Complete); Dogpatch Public Realm Plan	Y	In Progress	(37.75814926610, -122.38865610300)
Resident	APN 4073002A	714 RHODE ISLAND ST			0	PL FILED	01/18/2017	2	1	0	0				2016-012941PRJ	Demolition of an existing 2-story single family home. Construction of a new 3-story 2-unit dwelling.	201701036443	ERECT A SIX STORY TYPE 5 A TWO FAMILY DWELLINGS.	$1500000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CHRISTEN	Chris McMahon Architects and Studio	Chris McMahon	4156265300	Potrero Hill	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 10	South of Market	Eastern Neighborhoods w/Valencia; Showplace Square/Potrero Hill (EN); Eastern Neighborhoods (Complete)			(37.76067025130, -122.40248972400)
Mixed	APN 3784050	715 BRANNAN ST			1	BP ISSUED	01/13/2017	0	0	0	0				2016-004723PRJ	The proposal would convert a portion of the existing one-story building from a Motor Vehicle Repair Use (890.15), to a Retail Sales and Service Use (890.104). The proposed Retail Sales and Service Use would operate as a Restaurant, totaling approximately	201604013768	PROVIDE FULL-SERVICE RESTAURANT W/ COMMERCIAL KITCHEN, (2) ADA COMPLIED BATHROOMS, ENTRY WAY, EXIT. NO STRUCTURAL WORK - ALL (E) LOAD BEARING WALLS, COLUMNS, ROOF TRUSSES TO REMAIN.	$200000.00	FOOD/BEVERAGE HNDLNG	6832	5424	0	0	0	0	0	0	5154	3746	1678	1678	0	0	DISALVO	SURVIVORS TR OF VICTOR&CLOTILDE GOR	SURVIVORS TR OF VICTOR&CLOTILDE GOR		South of Market	SALI	Industrial	SERVICE/ARTS/LIGHT INDUSTRIAL	40/55-X	SUPERVISORIAL DISTRICT 6	South of Market	Western SoMa (EN); Eastern Neighborhoods (Complete); South of Market			(37.77411550310, -122.40147523900)
Resident	APN 1659041	718 17TH AV			0	BP FILED	11/04/2014	2	1	0	0						201411040618	LEGALIZE ILLEGAL ROOMS ON FIRST FLOOR & CONVERT TO LEGAL IN-LAW DWELLING UNIT UNDER ORDINANCE NO.43-14.	$30000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KCONNER				Inner Richmond	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 1	Richmond				(37.77442458060, -122.47539856000)
Resident	APN 3728032	727 - 731 NATOMA ST			0	BP FILED	02/03/2016	10	6	0	0				2014	The proposed project would result in six new residential units; three one-bedroom units in the basement, two one-bedroom units on the third floor, and one three-bedroom unit on the fourth floor. The existing two two-bedroom units on the ground floor woul	201602038696	REHABILIATION, REMODEL, UPDATE & ADDITION OF (E) 4 UNIT APARTMENT BUILDING. ADD (6)(N) UNITS. ADD (2) FLOORS ABOVE. EXPAND (E) BASEMENT BELOW. REHAB (E) FACADE.	$1000000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DVU				South of Market	RED-MX	Mixed Use	RESIDENTIAL ENCLAVE-MIXED	45-X	SUPERVISORIAL DISTRICT 6	Downtown	Western SoMa (EN); Eastern Neighborhoods (Complete); South of Market			(37.77615538130, -122.41252445400)
Resident	APN 7013001D	727 GRAFTON AV			1	BP ISSUED	12/09/2016	2	1	0	0				2016-004980PRJ	Approved 8/8/2016 per NSR-2016K301924 recorded 8/3/2016 to legalize a second dwelling unit at the ground floor of an existing single-family two-story residential dwelling, per Section 207.3 (Ord. 43-14).	201604084287	LEGALIZE A SECOND DWELLING UNIT ON THE GROUND FLOOR OF AN EXITSTNG SINGLE FAMILY DWELLING PER PLAN PER ORD 43-14. THE BEDROOM, BATHROOM, KITCHEN AND STORAGE ON THE GROUND FLOOR TO BE LEGALIZE PER PLAN.	$18000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CLARKECO	TAM YIN KWAN KWAN	TAM YIN KWAN		Ocean View	RH-1	Residential	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	SUPERVISORIAL DISTRICT 11	Ingleside				(37.71985270610, -122.46072772100)
Resident	APN 7020032	78 LEE AV			1	BP ISSUED	12/30/2016	2	1	0	0						201609016639	PER ORD 43-14. LEGALIZAE GROUND FLOOR UNIT CONSISTING OF 1 KITCHEN, 1 BEDROOM 1 FULL BATH. & LIVING ROOM. REMOVE PROP CEILING AND ADD NEW UNIT ENTRY.	$30000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAMPBELL				Ocean View	RH-1	Residential	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	SUPERVISORIAL DISTRICT 11	Ingleside				(37.71964629680, -122.45377343500)
CIE	APN 1252037	728 COLE ST			0	BP FILED	05/12/2016	0	0	0	0				2016-006856PRJ	ADMINISTRATIVE CHANGE OF USE PERMIT FOR PLANNING TO DOCUMENT GARAGE USE CHANGING FROM ACCESSORY PARKING TO PUBLIC FACILITY USE FOR COMMUNITY EDUCATION. NO CONSTRUCTION UNDER THIS PERMIT.	201605127280	ADMINISTRATIVE CHANGE OF USE PERMIT FOR PLANING TO DOCUMENT GARAGE USE CHANGING FROM ACCESSORY PARKING TO PUBLIC FACILITY USE FOR COMMONITY EDUCATION. NO CONSTRUCTION UNDER THIS PERMIT.	$1.00	SCHOOL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SAMONSKY	CASSIE M GAINER LIVING TRUST TRUST	CASSIE M GAINER LIVING TRUST		Haight Ashbury	RH-3	Residential	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	SUPERVISORIAL DISTRICT 5	Buena Vista	Haight Ashbury Public Realm Plan	Y	Adopted	(37.76774424760, -122.45001111400)
Mixed	APN 3778046B	735 BRYANT ST			0	BP FILED	07/16/2015	0	0	0	0				2015-009892PRJ	CONSTRUCT A NEW 3RD FLOOR FOR ARTIST WORKSHOP. 2 NEW BATHROOMS. N/A MAHER ORD.	201507161708	CONSTRUCT NEW 3RD & 4TH FLOORS. RENOVATE (E) 1ST & 2ND FLOOR. (N) BIKE RACKS & STAIR ENCLOSURE ON BASEMENT. SEISMIC UPGRADE THE ENTIRE STRUCTURE. FULLY SPRINKLER NFPA-13 ENTIRE STRUCTURE (UNDER SEPARATE PERMIT).	$200000.00	RETAIL SALES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KDURANDE		PANOSSIAN ABRAHAM A		South of Market	SALI	Industrial	SERVICE/ARTS/LIGHT INDUSTRIAL	40/55-X	SUPERVISORIAL DISTRICT 6	South of Market	Western SoMa (EN); Eastern Neighborhoods (Complete); South of Market; Central SoMa			(37.77694587950, -122.40084837400)
Resident	APN 1253009	735 CLAYTON ST			1	CONSTRUCTION	03/09/2017	3	1	0	0				2014	To legalize a third dwelling unit on the fourth level.  The project includes removing a second kitchen on the thirds level, interior alterations on all levels, and new landscaping at the front of the building.  No expansion to the existing building are p	201308225028	CONVERT UNCONDITIONED STORAGE SPACE PREVIOUSLY USED AS A SOCIAL ROOM/STORAGE ON TOP FLOOR (FOURTH) TO ACCOMODATE ONE NEW DWELLING UNIT. ALL WORK TO BE PERFORMED WITHIN EXISTING BOUNDARY OF THE BUILDING.	$250000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SYOUNG				Haight Ashbury	RH-3	Residential	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	SUPERVISORIAL DISTRICT 5	Buena Vista	Haight Ashbury Public Realm Plan	Y	Adopted	(37.76813562370, -122.44857803200)
Resident	APN 3729036	735 CLEMENTINA ST			0	BP FILED	11/17/2016	1	1	0	0						201611173048	LEGALIZE EXISTING UNPERMITTED SINGLE FAMILY DWELLING CONVERT FROM WAREHOUSE. UPGRADE BATHROOM, KITCHEN, NEW INTERIOR FINISHES. IMPROVEMENTS TO ROOF DECK, ADD STAIR PENTHOUSE ON ROOF. N/A MAHER ORDINANCE	$187000.00	1 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CHRISTEN				South of Market	RED-MX	Mixed Use	RESIDENTIAL ENCLAVE-MIXED	45-X	SUPERVISORIAL DISTRICT 6	South of Market	Western SoMa (EN); Eastern Neighborhoods (Complete); South of Market			(37.77482427980, -122.41110442200)
Mixres	APN 0194009	740 WASHINGTON ST			0	BP FILED	06/09/2015	24	23	18	18				2014	Change of use from 3,317.5 sf residential use over 9,994.5 sf ground floor commercial to 24 units (11,612 sf) of group housing over 1,700 sf of ground floor restuarant use.	201506098537	PROPOSED 1ST FLR CAFE AND PORTION FOR GROUP HOUSING. 2ND FLR & 3RD FLR GROUP HOUSING. ROOF GARDEN.	$3000000.00	FOOD/BEVERAGE HNDLNG	1700	-8295	0	0	0	0	0	0	0	0	1700	-8295	0	0	AA CONV	Alice Barkley	Alice Barkley	415-356-4635	Chinatown	CVR	Commercial	CHINATOWN- VISITOR RETAIL	50-N	SUPERVISORIAL DISTRICT 3	Northeast	Chinatown			(37.79542614680, -122.40587453800)
Mixres	APN 3751028	744 HARRISON ST			0	BP FILED	11/07/2016	4	4	0	0				2016-004823PRJ	TO DOCUMENT CHANGE OF USE ON LOT COMPRISING 744 HARRISON ST, THE EXISTING BUILDING ON ONE LOT WILL BE CONVERTED FROM RETAIL ON 1ST FLOOR AND WAREHOUSE ON 2ND TO OFFICE USE ON BOTH FLOORS, THE EXISTING ADJOINING LOT IS VACANT AND SERVES AS PARKING FOR EXI	201611041986	"TO ERECT 8 STORIES, 1 BASEMENT, 4 UNITS RESIDENTIAL, 55 HOTEL ROOMS, RESTAURANT & STORAGE, ROOF DECK BUILDING.
** MAHER: DISTURBANCE OF AT LEAST 50 CU.YD. OF SOIL. ROUTE TO DPH **"	$10000000.00	APARTMENTS	23770	20520	0	0	0	0	0	-3250	0	0	1570	1570	22200	22200	EJARDINE	Reuben, Junius and Rose	Thomas Tunny	415-567-9000	South of Market	MUO	Mixed Use	MIXED USE-OFFICE	85-X	SUPERVISORIAL DISTRICT 6	South of Market	Eastern Neighborhoods w/Valencia; East SoMa (EN); Eastern Neighborhoods (Complete); Central SoMa			(37.78188036290, -122.39862815800)
Resident	APN 1661004E	747 18TH AV			0	BP FILED	11/16/2016	3	1	0	0				2016-015301PRJ	BPA-2016.1116.2893 approved 3/30/2017 per NSR-2017K425285 recorded 3/23/2017 to legalize a third unit (2-bedroom, 1-bath Unit No.3) at the ground floor of an existing two-family two-story-over-garage dwelling, per Planning Code Section 207.3 (Ord. 43-14)	201611162893	LEGALIZE 1/F DWELLING UNIT AS PER ORD #43-14 LEGALIZE 2 BEDROOMS, 1 BATHROOM, 1 LIVING & DINING ROOM AND 1 KITCHEN, 1 LAUNDRY.	$7050.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CLARKECO	Van T. Ly & Associates		4158677182	Inner Richmond	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 1	Richmond				(37.77386826040, -122.47709021800)
Resident	APN 1596009	747 48TH AV			0	BP FILED	04/19/2016	2	1	0	0				2016-005875PRJ	HORIZONTAL & VERTICAL ADDITION. ADD ONE RESIDENTIAL UNIT WITH 4 BEDROOMS , 3 BATHROOMS & 1 KITCHEN.	201604195131	HORIZONTAL & VERTICAL ADDITION. ADD ONE RESIDENTIAL UNIT WITH 4 BEDROOMS , 3 BATHROOMS  & 1 KITCHEN.	$200000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SVELLVE	LUI, Y T HARRY LUI	LUI, Y T HARRY		Outer Richmond	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 1	Richmond	Western Shoreline			(37.77426068760, -122.50935437000)
Resident	APN 4098027	749 WISCONSIN ST			0	BP FILED	12/15/2006	2	1	0	0				2006	The proposal is to demolish a single-family house and constructing a two-unit structure.	200612159955	ERECT 4 STORIES OF 2 DWELLING UNITS.	$700000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EJACKSON	Mike Susoev	Daniel Ewald	255-0700	Potrero Hill	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 10	South of Market	Eastern Neighborhoods w/Valencia; Showplace Square/Potrero Hill (EN); Eastern Neighborhoods (Complete)			(37.75799065860, -122.39869230200)
PDR	APN 3550010	75 14TH ST			0	BP FILED	09/06/2016	0	0	0	0				2016-012436PRJ	REMODEL & CONVERSION OF A SINGLE PDR WORKSHOP TO TWO PDR WORKSHOPS.ADDITION OF NEW MEZZANINE NEW LOBBY ENTRANCE, 4 NEW ACCESSORY OFFICES; 2 LUNCHROOMS & 6 BATHROOMS; REPLACE DOORS & SKYLIGHTS; MAHER N/A	201609066864	REMODEL & CONVERSION OF A SINGLE PDR WORKSHOP TO TWO PDR WORKSHOPS.ADDITION OF NEW MEZZANINE NEW LOBBY ENTRANCE, 4 NEW ACCESSORY OFFICES (750 SQFT TOTAL); 2 LUNCHROOMS & 6 BATHROOMS; REPLACE DOORS & SKYLIGHTS; MAHER N/A	$400000.00	WORKSHOP COMMERCIAL	10600	2600	0	0	0	0	0	0	10600	2600	0	0	0	0	ADINASEE	GATTY FAMILY REVOCABLE TRUST TRUST	GATTY FAMILY REVOCABLE TRUST		Mission	PDR-1-G	Industrial	PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL	58-X	SUPERVISORIAL DISTRICT 9	Mission	Mission (EN); Eastern Neighborhoods w/Valencia; Eastern Neighborhoods (Complete); Mission District Streetscape Plan		Adopted	"Y
(37.76828903590, -122.41491926200)"
Mixres	APN 3952001B	75 ARKANSAS ST			1	BP ISSUED	01/13/2017	30	30	0	0				2015-009928PRJ	Demolition of existing 1-story warehouse building.  Proposed new construction of a 4 story mixed-use building, with 8,150 sf of  ground floor retail and multipurpose space with 56,700 sf of residential over 3 floors of student housing consisting of 30 un	201606281077	"TO ERECT 4 STORIES, TYPE VA, 30 UNITS STUDENT HOUSING WITH MIXED USE BUILDING.
** MAHER: N/A **"	$13800000.00	APARTMENTS	7584	-11666	0	0	0	0	0	0	0	-19250	7584	7584	0	0	EJARDINE	Equity Community Builders		4155773723	Potrero Hill	UMU	Mixed Use	URBAN MIXED USE	48-X	SUPERVISORIAL DISTRICT 10	South of Market	Eastern Neighborhoods w/Valencia; Showplace Square/Potrero Hill (EN); Eastern Neighborhoods (Complete)			(37.76539471140, -122.39840956400)
Mixres	APN 3741031	75 HOWARD ST			1	BP APPROVED	09/28/2016	120	120	0	0	Fee Payment			2011	Proposes to demolish the existing 8 -story parking garage (containing 550 parking spaces). The project would construct a residential bldg. containing 175 residential units and a below-grade parking garage. The parking garage would contain accessory parki	201604013681	"TO ERECT 21 STORIES, 2 BASEMENTS, 120 DWELLING UNITS WITH COMMERCIAL.
** MAHER: DISTURBANCE OF AT LEAST 50 CU. YD. OF SOIL. ROUTE TO DPH **"	$146916000.00	APARTMENTS	4908	4908	0	0	0	0	0	0	0	0	4908	4908	0	0	TCHANG	Jim Abrams	Jim Abrams	415 393 8370	Financial District	C-3-O(SD)	Commercial	DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT)	200-S	SUPERVISORIAL DISTRICT 6	South of Market	Transit Center District; Downtown; Transit Center District Streetscape Plan; Downtown Streetscape Plan		In Progress	"Y
(37.79155787850, -122.39167149900)"
Resident	APN 6250007B	75 LELAND AV			0	BP FILED	06/29/2015	2	2	0	0						201506290164	REAR BLDG - ERECT 2-STORY, TYPE 5, 1 DWELLING UNIT BUILDING.	$300000.00	1 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JSPEIRS				Visitacion Valley	RH-1	Residential	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	SUPERVISORIAL DISTRICT 10	South Central	Visitacion Valley			(37.71132733320, -122.40553838000)
Resident	APN 3537025	750 14TH ST			1	BP ISSUED	10/05/2016	14	4	0	0				2013	The proposed project would remodel and add an addition to an existing 10 unit apartment building/church. The project would result in an addition of 9 new apartment units, including adding a 2 story addition in rear, not visible from street.  The first fl	201506239703	REMODEL GROUND FL & BASEMENT TO ACCOMMODATE 4 NEW APART UNITS TO AN EXISTING MIXED USE BLDG. REMODEL EXISTING EXTERIOR REAR STAIR, REMOVE EXISTING REAR GARAGE TO ACCOMMODATE NEW REAR YARD. NO SOFT STORY WORK INCLUDED.	$650000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GORDON-J				Castro/Upper Market	RTO	Residential	RESIDENTIAL TRANSIT ORIENTED DISTRICT	40-X	SUPERVISORIAL DISTRICT 8	Buena Vista	Market and Octavia; Market Octavia Living Alleys		Adopted	"Y
(37.76787519280, -122.43029344700)"
Mixres	APN 3751029	750 HARRISON ST			1	CONSTRUCTION	03/21/2017	79	79	9	9	On-site BMR Project	Rental		2013	The proposed project would invove demolition of existing one-story commercial building (constructed in 1954) and construction of a new eight-story, residential building.  The proposed building would consist of seven residential levels with 77 units, over	201602230301	CONSTRUCT (N) 9-STORY MIXED-USE BUILDING. MAHER ORDINANCE IS NOT COMPLY.	$10000000.00	APARTMENTS	3289	-2035	0	0	0	0	0	0	0	0	3289	-2035	0	0	DVU				South of Market	MUO	Mixed Use	MIXED USE-OFFICE	85-X	SUPERVISORIAL DISTRICT 6	South of Market	Eastern Neighborhoods w/Valencia; East SoMa (EN); Eastern Neighborhoods (Complete); Central SoMa			(37.78178071190, -122.39867574800)
Mixres	APN 0130012	752 VALLEJO ST			1	BP FILED	07/19/2016	4	0	0	0				2016-006168PRJ	San Francisco Police Department's auxiliary offices for Central Station	201607192782	CHANGE OF USE FROM RETAIL TO OFFICE.	$2000.00	OFFICE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NFOSTER	SF Real Estate	John Updike	415-554-9860	Russian Hill	NCD	Mixed Use	NORTH BEACH NEIGHBORHOOD COMMERCIAL	40-X	SUPERVISORIAL DISTRICT 3	Northeast				(37.79867533260, -122.40953956300)
Resident	APN 1652022	754 10TH AV			0	BP FILED	12/12/2016	2	1	0	0						201612124732	CHANGE OF USE - ACCESSORY DWG UNITS 783 SQ. FT., 1 BEDRM, 1 1/2 BATH, KITCHEN, LIVING RM + 155 SQ. FT. ADDITION AT REAROF STRUCTURE UNDER (E)2ND STORY & DECK (FROM SINGLE FAMILY TO 2 FAMILY DWELLING)	$150000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JIMENEZS				Inner Richmond	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 1	Richmond				(37.77414001530, -122.46775349400)
CIE	APN 6948023	755 OCEAN AV		LICK WILMERDING HIGH	1	BP ISSUED	02/23/2017	0	0	0	0				2015-006425PRJ	"The proposed project consists of the demolition and new construction of a classroom & office building that is linked to two existing 2-story high buildings, one of which will undergo a partial renovation as part of this project.
The existing building th"	201607273526	SELECTIVE DEMO & FULL RENOVATION OF (E) 2 STORY BLDG WITH HISTORIC FACADE & 3RD STORY ADDITION TO CLASSROOM BLDG. SELECTIVE DEMO & PARTIAL RENOVATION OF (E) SCIENCE CLASSROOM & ADDITION OF RESTROOMS @ THEATRE BLDG. ADDITION OF NEWLY ENCLOSED ALLEY SPACE	$15000000.00	SCHOOL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DWASHING	Union Development Company	Joel Roos	415-929-6708	Outer Mission	RH-1	Residential	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	SUPERVISORIAL DISTRICT 7	Ingleside	Balboa Park; BP: Transit Station Area			(37.72232209540, -122.44897987400)
Retail/Ent	APN 3589088	757 VALENCIA ST			0	BP FILED	12/23/2014	0	0	0	0				2015-008231PRJ	INSTALL 9' X 20', 1-STORY, TYPE 5, CONTAINER RESTAURANT.	201412234411	INSTALL 9' X 20', 1-STORY, TYPE 5, CONTAINER RESTAURANT.	$20000.00	FOOD/BEVERAGE HNDLNG	530	530	0	0	0	0	0	0	0	0	530	530	0	0	KDURANDE		VALENCIA SF PROPERTIES LLC		Mission	NCT	Mixed Use	VALENCIA STREET NEIGHBORHOOD COMMERCIAL TRANSIT	55-X	SUPERVISORIAL DISTRICT 9	Mission	Mission (EN); Eastern Neighborhoods w/Valencia; Eastern Neighborhoods (Complete); Mission District Streetscape Plan		Adopted	"Y
(37.76076997640, -122.42120737000)"
Resident	APN 4974008	758 JAMESTOWN AV			0	BP FILED	12/28/2016	3	3	0	0				2015-011475PRV	750V Jamestown Avenue (not 750 Jamestown) - (4974/008); Project Review meeting to discuss a subdivision of lots for three new single family dwellings.  The purpose of the meeting is to review proposed lot configuration and building massing.	201612286113	"ERECT A 3 STORY TYPE 5B SINGLE FAMILY DWELLING.
"	$300000.00	1 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Gabriel Ng	Gabirel Ng	415-682-8060	Bayview	RH-1	Residential	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	SUPERVISORIAL DISTRICT 10	South Bayshore	Bayview Hunters Point			(37.71588693310, -122.38944127000)
PDR	APN 3728043	758 NATOMA ST			1	BP APPROVED	03/22/2017	0	0	0	0				2016-010034PRJ	TO CHANGE DORMITORY CHANGED PER APP #8511648 BACK TO A WAREHOUSE. NO CONSTRUCTION UNDER THIS PERMIT. ** MAHER: N/A	201607142354	"TO CHANGE DORMITORY CHANGED PER APP #8511648 BACK TO A WAREHOUSE. NO CONSTRUCTION UNDER THIS PERMIT. REFERENCE NO.8511648
** MAHER: N/A **"	$1.00	WAREHOUSE,NO FRNITUR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CHRISTEN	SICHEL SHIRLEY P TRUSTEE TRUSTEE	SICHEL SHIRLEY P TRUSTEE		South of Market	RED-MX	Mixed Use	RESIDENTIAL ENCLAVE-MIXED	45-X	SUPERVISORIAL DISTRICT 6	Downtown	Western SoMa (EN); Eastern Neighborhoods (Complete); South of Market			(37.77603366250, -122.41322830500)
Resident	APN 6946019	76 BRUCE AV			0	BP FILED	09/26/2014	2	1	0	0						201409267378	THREE STORY REAR ADDITION FOR NEW MASTER BEDROOM, BEDROOM FAMLY,BATHROOM,TWO STORY FRONT ADDITION FOR NEW LIVING ROOM AND PARKING GARAGE.	$49000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SOUTHWES				Ocean View	RH-1	Residential	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	SUPERVISORIAL DISTRICT 11	Ingleside				(37.72236012840, -122.45252372600)
Resident	APN 3587058	76 OAKWOOD ST			0	BP FILED	01/06/2017	2	1	0	0				2016-016512PRJ	The proposed project is to add a new 1425 sq. ft. living unit and alterations to existing residence.	201701066618	ADD 1 NEW LIVINGUNIT TO (E) GROUND FLOOR SPACE W/(E) BLDG ENVELOPE. 1 NEW KITCHEN, 1 LIVING/DINING RM, 3(N) BEDROOMS, 2 (N) BATHRMS & 1(N) LAUNDRY. 2 (N) WINDOWS & 1 (N) DOOR ADDED TO UPPER UNIT. (N) HVAC, LUGHTING/ELEC. & PLBG IN (N) UNIT. (N) HVAC IN U	$275000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DELUMOJE	SF Architecture	Carl Scheidenhelm	415-585-2440	Mission	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 8	Mission	Mission District Streetscape Plan		Adopted	"Y
(37.76031072360, -122.42518333500)"
Resident	APN 1648012	763 05TH AV			0	BP FILED	09/02/2014	3	1	0	0				2014-002745PRJ	construct a four-story addition at the rear of an existing two-unit building; the new building addition would be a new unit (resulting in a total of 3 dus on the property)	201409025180	HORIZONTAL & VERTICAL ADDITION TO REAR OF (E) 3 STORY 2 UNIT BUILDING TO PROVIDE NEW 3RD UNIT. ADDITION INCLUDE 4 (N) BEDROOM & 4 (N) BEDROOMS & 4 (N) BATHS, ALTERATION TO INTERIOR PARTITIONS IN GARAGE. UPGRADE ELECTRICAL & MECHANICAL SYSTEMS & ENERGY CO	$350000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HKLINE	Clifford Yip			Inner Richmond	RH-3	Residential	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	SUPERVISORIAL DISTRICT 1	Richmond				(37.77441010740, -122.46306076500)
