PROJECT_TYPE	APN	NAMEADDR	Alias	BESTSTAT	BESTDATE	Entitlement	PLN_CASENO	BP_APPLNO	PROPUSE	PLN_DESC	BP_DESC	UNITS	NET_UNITS	AFF_UNITS	NET_AFF_UNITS	TOTAL_GSF	NET_GSF	CIE	NET_CIE	MED	NET_MED	MIPS	NET_MIPS	PDR	NET_PDR	RET	NET_RET	VISIT	NET_VISIT	FILEDATE	PLANNER	APPLICANT	CONTACT	CONTACTPH	SOURCE	Supe_District	PLAN_AREA	PLAN_DISTRICT	NEIGHBORHOOD	ZONING_SIM	ZONING_DISTRICT	HEIGHT_DISTRICT	Location
Resident	APN 1550045	522 08TH AV		BP ISSUED	03/12/2015	-1		201310310802	2 FAMILY DWELLING		VERTICAL & HORIZONTAL REAR ADDITION OF (E) BUILDING. CONVERT SINGLE FAMILY DWELLING TO 2 UNITS BUILD	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D1		Richmond	Inner Richmond	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.77852997790, -122.46592362500)
Resident	APN 2177054	3131 QUINTARA ST		BP FILED	06/30/2015	0		201506300382	2 FAMILY DWELLING		UNIT LEGALIZATION FROM SINGLE FAMILY TO TWO FAMILY DWELLING PE ORDINANCE 43-14	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D4		Outer Sunset	Outer Sunset	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.74738117410, -122.49914512200)
Resident	APN 6508035	3933 24TH ST		BP APPROVED	04/10/2012	-1	2008.0686	200807116509	APARTMENTS		Vert & Horizontal Addition to Exist Bldg. Addition of 1 dwelling and 2 offices; Reconfigure and remodel all existing Units; Top units to include 2 bedrooms, study and 2.5 baths 0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/11/2008					PERMIT TRACKING	D8		Central	Noe Valley	NCD	24TH STREET- NOE VALLEY NEIGHBORHOOD COMMERCIAL	40-X	(37.75126903540, -122.43043146700)
Resident	APN 6503006	42 HOMESTEAD ST		BP FILED	08/12/2013	0		201308124073	2 FAMILY DWELLING		ADD 1 DWELLING UNIT TO SINGLE FAM DWG, SEISMIC UPGRADE, HORIZ ADDITION AT ALL 3 FLOOR, VERTICAL ADDI	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D8		Central	Noe Valley	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.75024561840, -122.43979859300)
Resident	APN 1569002	609 26TH AV		CONSTRUCTION	05/27/2014	-1		201106279018	2 FAMILY DWELLING		REVISION TO APPROVED PA# 2007/09/11/2317 BY RAISING THE ENTIRE BLDG 3'. ALSO RAISE THE GRADE LEVEL IN REAR YARD. REVISE STAIRS & LIGHTWELL IN REAR YARD. REVISE WINDOWS, DOOR IN REAR WALL. REPLACE COMPOSIT SHINGLES FOR CLAY TILE IN FRONT ROOF. ALL OTHER D	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/27/2011					PERMIT TRACKING	D1		Richmond	Outer Richmond	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.77786943690, -122.48592517500)
Resident	APN 1423015	261 10TH AV		BP ISSUED	07/15/2014	-1	2013.1205	201307161993	1 FAMILY DWELLING	To convert an existing non-complying garage structure to a dwelling unit	CONVERT (E) GARAGE TO SINGLE FAMILY DWELLING. ADD (N) KITCHEN, (N) BATHROOM IN (E) BUILDING ENVELOPE	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/28/2013	KBURNS	Gregory Ladigin	Gregory Ladigin	415-282-1437	CASE TRACKING	D1		Richmond	Inner Richmond	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	40-X	(37.78346832970, -122.46908295400)
Resident	APN 2709065	21 MOUNTAIN SPRING AV		BP ISSUED	05/21/2013	-1	2011.1349	201009171084	1 FAMILY DWELLING		ERECT 3 STORIES, 1 BASEMENT, 1 UNIT BUILDING.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/17/2010					PERMIT TRACKING	D7		Inner Sunset	Twin Peaks	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED	40-X	(37.75796720280, -122.44877612300)
Resident	APN 1710006	1235 40TH AV		CONSTRUCTION	12/29/2014	-1	2010.0272	200904025465	1 FAMILY DWELLING		TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY RESIDENCE.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/02/2009					PERMIT TRACKING	D4		Outer Sunset	Outer Sunset	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.76372642390, -122.50003794200)
Resident	APN 2630017	1167 STANYAN ST		BP ISSUED	09/25/2013	-1	2008.0408	200803288274	1 FAMILY DWELLING		TO ERECT SINGLE FAMILY DWELLING	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/28/2008					PERMIT TRACKING	D5		Inner Sunset	Inner Sunset	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.76294430830, -122.45256816400)
Resident	APN 4937018	1014 GILMAN AV		BP ISSUED	10/22/2013	-1		201209109355	1 FAMILY DWELLING		ERECT 3-STORY, NO BASEMENT, TYPE 5 SINGLE FAMILY DWELLING.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/10/2012					PERMIT TRACKING	D10	Bayview Hunters Point	South Bayshore	Bayview	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.71853919590, -122.38823257100)
Resident	APN 5943008	262 MADISON ST		CONSTRUCTION	01/08/2014	-1	2008.1203	200711077585	1 FAMILY DWELLING		BLDG 1 - CONSTRUCT 3 STORY SINGLE FAMILY DWELLING	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/07/2007					PERMIT TRACKING	D9		South Central	Excelsior	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.72572244580, -122.42280357400)
Resident	APN 2416002H	422 VICENTE ST		CONSTRUCTION	04/24/2014	-1	2007.0037	200609132176	1 FAMILY DWELLING		1-UNIT LEGALIZATION PER ORDINANCE 43-14. 3-BEDROOM, 1-BATHROOM, 1-FAMILY PER PA #200303119402. LEGALIZE (N) KITCHEN.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/13/2006					PERMIT TRACKING	D7		Inner Sunset	Parkside	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.73974105100, -122.47158680200)
Resident	APN 7119027	122 ARCH ST		BP FILED	09/23/2013	0		201309237536	1 FAMILY DWELLING		ERECT TWO STORY SINGLE FAMILY DWELLING.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D11		Ingleside	Ocean View	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.71293772370, -122.46687711000)
Resident	APN 5320015	1893 OAKDALE AV		BP FILED	07/22/2013	0		201307222452	1 FAMILY DWELLING		TO ERECT 4 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D10	Bayview Hunters Point	South Bayshore	Bayview	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.73747661240, -122.39592648200)
Resident	APN 3749184	75 LANSING ST		PL APPROVED	03/12/2014	-1	2013.0981			Variance request to the open space requirement of P.C. Sec. 827.49 to permit the conversion of 1 of 3 commercial units to a residential unit (1 br).		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/25/2013	BFU	Larry & Janie Tarter	Larry & Janie Tarter	650-455-1668	CASE TRACKING	D6	Rincon Hill	South of Market	South of Market	RH DTR	RINCON HILL DOWNTOWN RESIDENTIAL	65-X	(37.78572623360, -122.39418009500)
Resident	APN 1269087	281 FREDERICK ST		BP FILED	02/21/2014	0		201402219049	2 FAMILY DWELLING		TO COMPLY WITH NOV# 201451101. CONVERSION OF PART OF BASEMENT INTO A SEPARATE UNIT & KITCHEN ADDITIO	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D5		Buena Vista	Haight Ashbury	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	(37.76680157160, -122.44771329000)
Resident	APN 5859040	230 SWEENY ST		CONSTRUCTION	12/22/2014	-1	2010.0249	200903254880	1 FAMILY DWELLING		BLDG.#2: ERECT A 3 STORIES, SINGLE FAMILY DWELLING	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/25/2009					PERMIT TRACKING	D9		South Central	Excelsior	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.73249234970, -122.41012085900)
Resident	APN 5949008	54 NAPLES ST		BP ISSUED	03/26/2015	-1		201407252175	2 FAMILY DWELLING		UNIT LEGALIZATION PER ORDINANCE 43-14. COMPLY WITH NOV 201467981. REBUILD IN KIND REAR DECK WITH PRE	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D11		South Central	Excelsior	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.72794202360, -122.42618600000)
Resident	APN 1677004	827 34TH AV		BP FILED	09/09/2014	0		201409095796	2 FAMILY DWELLING		1ST FLOOR: CONVERT PORTION OF THE 1ST FLLOR TO A DWELLING UNIT# 1 INCLUDING HORIZONTAL ADDITION @ TH	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D1		Richmond	Outer Richmond	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.77342957590, -122.49425629000)
Resident	APN 6604038	647 DUNCAN ST		BP FILED	07/18/2014	0		201407181635	1 FAMILY DWELLING		ERECT 3 STORIES , ONE SINGLE FAMILY.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D8		Central	Noe Valley	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.74540189790, -122.43433147700)
Resident	APN 4275001A	1318 HAMPSHIRE ST		BP APPROVED	01/12/2015	-1		201407312605	2 FAMILY DWELLING		REMODEL INTERIOR OF (E) RESIDENTIAL BUILDING, INCLUDING KITCHENS & BATHS. ADD (1) RESIDENTIAL UNIT W	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D9	Mission (EN)	Mission	Mission	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.75099660580, -122.40734378200)
Resident	APN 4991264	88 LE CONTE CR		BP FILED	08/01/2014	0		201408012759	2 FAMILY DWELLING		REMODEL GROUND FLOOR, BUILD OUT REAR OF GROUND FLOOR TO A MULTI-UNIT ROOM/STUDIO WITH BATHROOM & 2ND	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D10	Bayview Hunters Point	South Bayshore	Bayview	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.71788671240, -122.39473026900)
Resident	APN 5428D037	108 ORSI CR		BP FILED	07/23/2014	0		201407231943	2 FAMILY DWELLING		LEGALIZEING PERVIOUS BUILT W/O PERMIT. CONVERT PATIO GARAGE TO 2ND UNIT. 1 BEDROOM, 1 BATH & KITCHEN	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D10	Bayview Hunters Point	South Bayshore	Bayview	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	65-J	(37.72821050420, -122.39821842700)
Resident	APN 1648012	763 05TH AV		BP FILED	09/02/2014	0		201409025180	APARTMENTS		HORIZONTAL & VERTICAL ADDITION TO REAR OF (E) 3 STORY 2 UNIT BUILDING TO PROVIDE NEW 3RD UNIT. ADDIT	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D1		Richmond	Inner Richmond	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	(37.77441010740, -122.46306076500)
Resident	APN 1567032	3339 ANZA ST		BP FILED	07/21/2014	0		201407211747	2 FAMILY DWELLING		UNIT LEGALIZATION ORDINANCE 43-14. LEGALIZE (E) IN-LAW DWELLING UNIT AT GROUND FLOOR INCLUDE 1 BEDRO	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D1		Richmond	Outer Richmond	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	40-X	(37.77793277240, -122.48424144700)
Resident	APN 6992012	547 VICTORIA ST		BP FILED	07/17/2014	0		201407171519	2 FAMILY DWELLING		UNIT LEGALIZATION ORDINANCE# 4314. LEGALIZE GROUND FLOOR UNIT TO INCLUDE 2 BEDROOMS, 1 FULL BATH, 1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D11		Ingleside	Ocean View	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.72055525250, -122.46564335700)
Resident	APN 0845027	969 OAK ST		BP FILED	08/22/2014	0	2014.1188	201408224556	APARTMENTS	"Add one dwelling unit to existing 2-unit building; raise building 36""; replace foundation; replace front steps; reconfigure existing garage entry; horizontal rear addition at all three stories."	RAISE HOUSE TO INCREASE CEILING HEIGHT OF (E) GARAGE LEVEL. (N) DWELLING UNIT @ 1ST STORY W/ (N) KIT	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/31/2014		Troy Kashnipour	Troy Kashnipour	415.431.0869	CASE TRACKING	D5		Buena Vista	Western Addition	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	(37.77313137670, -122.43517381100)
Resident	APN 1840002	1419 FUNSTON AV		BP FILED	07/01/2014	0		201407010196	2 FAMILY DWELLING		REMODEL 2ND LEVEL & ADD 2ND UNIT ON 3RD FLOOR INCLUDING KITCHEN AND BATHROOM.	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D7		Inner Sunset	Inner Sunset	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.76155436780, -122.47076478500)
Resident	APN 6075001B	824 BRAZIL AV		BP ISSUED	04/17/2015	-1		201408063205	2 FAMILY DWELLING		COVERT (E) STORAGE ROOM TO BE FAMILY ROOM, BED ROOM WITH FULL BATH & KITCHEN AT GROUND FLOOR. REMODE	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D11		South Central	Excelsior	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.72127678770, -122.42810778300)
Resident	APN 6080027	379 LISBON ST		BP ISSUED	02/27/2015	-1		201408194209	2 FAMILY DWELLING		REVISE APP#201406198871 TO LEGALIZE DWELLING UNIT INSTALLED WITHOUT PERMIT UNDER ORDINANCE NO 43-14	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D11		South Central	Excelsior	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.72221531070, -122.43310047900)
Resident	APN 6466015	167 ALLISON ST		BP ISSUED	12/22/2014	-1		201407070555	2 FAMILY DWELLING		"LEGALIZE IN-LAW UNIT AT FIRST FLOOR PER ORDINANCE 43-14. TO COMPLY W/DBI NOV#20147591.
"	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D11		South Central	Crocker Amazon	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.71291978040, -122.44148808900)
Resident	APN 2691019	72 CASELLI AV		CONSTRUCTION	07/09/2015	-1		201407141153	APARTMENTS		CONVERT ILLEGAL DWELLING UNIT TO LEGAL UNIT PER ORDINANCE NO. 43-14. REVISION TO PA#201305308235. CO	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D8		Central	Castro/Upper Market	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.75993674480, -122.44097755200)
Resident	APN 7173011	60 SANTA BARBARA AV		BP ISSUED	05/04/2015	-1	2014.1477	201404173481	1 FAMILY DWELLING	Construct three-story single-family residence on vacant lot.	ERECT 3-STORY, TYPE 5, NO BASEMENT, SINGLE FAMILY DWELLING UNIT BLDG.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/28/2014					PERMIT TRACKING	D11		South Central	Ocean View	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.70836647740, -122.46515853600)
Resident	APN 6553024	1267 NOE ST		BP ISSUED	05/13/2015	-1		201408295126	2 FAMILY DWELLING		VERTICAL ADDITION OF NEW 3RD FL TO INCLUDE INTERIOR STAIR, 2 BEDRMS & 2 BATHRMS.(N) RAILING & FIRE W	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D8		Central	Noe Valley	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	(37.74873708660, -122.43132742600)
Resident	APN 6597037	55 DUNCAN ST		BP ISSUED	07/29/2015	-1		201407111091	APARTMENTS		LEGALIZATION OF DWELLING UNITS, INSTALL ONE GAS RANGE, UNIT LEGALIZATION PER ORDINANCE 43-14.	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D8		Bernal Heights	Bernal Heights	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.74622058350, -122.42133353700)
Resident	APN 6946019	76 BRUCE AV		BP FILED	09/26/2014	0		201409267378	2 FAMILY DWELLING		THREE STORY REAR ADDITION FOR NEW MASTER BEDROOM, BEDROOM FAMLY,BATHROOM,TWO STORY FRONT ADDITION FO	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D11		Ingleside	Ocean View	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.72236012840, -122.45252372600)
Resident	APN 1561038A	500 19TH AV		BP FILED	09/05/2014	0		201409055540	APARTMENTS		LEGALIZATION OF DWELLING UNIT INSTALLED WITHOUT PERMIT. LEGALIZE EXISTING KITCHEN, BATH ROOM & 2 BED	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D1		Richmond	Inner Richmond	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	40-X	(37.77826022010, -122.47797299500)
Resident	APN 2058009J	1822 22ND AV		BP FILED	09/30/2014	0		201409307715	2 FAMILY DWELLING		FOR LEGALIZATION. INSTALL NEW KITCHEN CABINET, COUNTER TOP, SINK, FAUCET ELECTRIC COOK TOP, STOVE HO	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D4		Outer Sunset	Outer Sunset	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.75362702790, -122.47932532400)
Resident	APN 3116023	300 FOERSTER ST		BP FILED	09/26/2014	0		201409267403	2 FAMILY DWELLING		LEGALIZATION OF 2 UNIT . ORDINANCE 43-14.	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D7		Ingleside	Outer Mission	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.73082173450, -122.44858558000)
Resident	APN 2451002D	2695 45TH AV		CONSTRUCTION	07/23/2015	-1		201408284951	2 FAMILY DWELLING		ONE UNIT LEGALIZATION PER ORDINANCE 43-14. THREE BEDROOM, ONE BATHROOM, ONE FAMILY PER PA #200303119	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D4		Outer Sunset	Parkside	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.73636224110, -122.50345235400)
Resident	APN 2381027A	2474 45TH AV		CONSTRUCTION	07/23/2015	-1		201408284948	2 FAMILY DWELLING		ONE UNIT LEGALIZATION PER ORDINANCE 43-14. TWO BEDROOM, ONE BATHROOM, ONE FAMILY PER PA #20121113407	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D4		Outer Sunset	Parkside	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.74046001020, -122.50312499100)
Resident	APN 2360006	2355 31ST AV		BP ISSUED	01/27/2015	-1		201408063186	2 FAMILY DWELLING		LEGALIZE DWELLING UNIT W/ 2 (E) BEDROOMS, (E) FAMILY ROOM, (E) BATHROOM & (E) KITCHEN ON 1ST FLOOR,	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D4		Outer Sunset	Parkside	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.74329967190, -122.48893441600)
Resident	APN 2162031	2050 43RD AV		BP FILED	08/29/2014	0		201408295044	2 FAMILY DWELLING		CONVERT (E) PLAYROOM TO NEW KITCHEN. TO LEGALIZE IN-LAW DWELLING UNIT UNDER ORDINANCE NO# 43-14.	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D4		Outer Sunset	Outer Sunset	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.74842233780, -122.50153196600)
Resident	APN 3146021	331 CAPISTRANO AV		BP FILED	08/06/2014	0		201408063132	2 FAMILY DWELLING		LEGALIZE DWELLING UNIT WITHOUT PERMIT PER ORDINANCE NO 43-14. CONVERT LAUNDRY ROOM TO KITCHEN. (N) 1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D11		South Central	Outer Mission	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.72617474410, -122.43805825700)
Resident	APN 1168025	2486 FULTON ST		BP ISSUED	07/08/2015	-1		201404234011	APARTMENTS		RENOVATION TO AN (E) 3 STORY BUILDING. TWO FAMILY RESIDENTIAL BLDG CONVERTING TO A FOUR STORY, 3 FAM	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D1		Richmond	Inner Richmond	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	40-X	(37.77456078170, -122.45801925200)
Resident	APN 2129001C	2014 10TH AV		BP APPROVED	04/07/2015	-1		201407292392	2 FAMILY DWELLING		CONVERT (E) MASTER BEDROOM TO NEW KITCHEN. TO LEGALIZE IN-LAW DWELLING UNIT UNDER ORDINANCE NO# 43-1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D7		Inner Sunset	West of Twin Peaks	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.75060081170, -122.46618066400)
Resident	APN 1774006	1321 19TH AV		BP FILED	09/18/2014	0		201409186681	2 FAMILY DWELLING		REPAIR RELOCATE (E) LAUNDRY FIXTURES TO GARAGE. CONVERT (E) LAUNDRY TO KITCHEN AND CONVERT G/F TO LE	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D4		Outer Sunset	Outer Sunset	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.76306107040, -122.47746598800)
Resident	APN 2117001	1901 17TH AV		BP ISSUED	04/17/2015	-1		201409116103	2 FAMILY DWELLING		TO LEGALIZE IN LAW UNIT. CHANGE FROM 1 UNIT DWELLING TO 2 UNITS CHANGE IN LAW BEDROOM WINDOWS FROM 3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D7		Inner Sunset	Inner Sunset	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.75230537960, -122.47450981100)
Resident	APN 6525001A	1 HORACE ST		BP FILED	09/24/2014	0	2014.1301	201409247165	1 FAMILY DWELLING	Variance request to the rear yard requirement to permit the new construction of an additional dwelling unit.	CONSTRUCT (N) 3-STORY SINGLE FAMILY RESIDENCE.	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/22/2014		Chris Giouzelis	Yakuh Askew	415-920-1839	CASE TRACKING	D9	Mission (EN)	Mission	Mission	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.75072284580, -122.41439795200)
Resident	APN 3202032	1911 SAN JOSE AV		BP FILED	07/24/2014	0		201407242031	2 FAMILY DWELLING		LEGALIZATION IN- LAW UNIT AT FIRST FLOOR PER ORDINANCE 43-14.	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D11		South Central	Outer Mission	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.72650976050, -122.44136008300)
Resident	APN 2016016	1763 33RD AV		BP ISSUED	04/22/2015	-1		201409237096	2 FAMILY DWELLING		"TO LEGALIZE (E) UNAUTHORIZED ""IN-LAW"" DWELLING UNIT @ BASEMENT. PROVIDE (N) STAIR @ DECK @ REAR YARD"	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D4		Outer Sunset	Outer Sunset	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.75426947730, -122.49185343600)
Resident	APN 2014004F	1758 36TH AV		BP FILED	08/14/2014	0		201408143818	2 FAMILY DWELLING		"LEGALIZATION EXISTING UNAUTHORIZED  ""IN-LAW"" DWELLING UNIT @ GROUND FLOOR."	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D4		Outer Sunset	Outer Sunset	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.75421433990, -122.49441624300)
Resident	APN 5991004	308 UNIVERSITY ST		BP REINSTATED	08/06/2014	-1		201407302512	1 FAMILY DWELLING		TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D9		South Central	Excelsior	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.72614876570, -122.41417938900)
Resident	APN 1901012	1659 42ND AV		CONSTRUCTION	07/24/2015	-1		201408073330	2 FAMILY DWELLING		LEGALIZE GROUND FLOOR AREA AS 2ND UNIT  W/KITCHEN. REMOVE STAIRS & ADD HALLWAY PER PLAN.	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D4		Outer Sunset	Outer Sunset	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.75576755160, -122.50162856100)
Resident	APN 1879001A	1507 33RD AV		BP ISSUED	05/15/2015	-1		201409297547	2 FAMILY DWELLING		LEGALIZE KITCHEN AREA INSTALL UPGRADE 50 AMP FOR STOVE 2 GFCI OUTLET AND HOOD VENT TO EXTERIOR	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D4		Outer Sunset	Outer Sunset	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.75894495010, -122.49213705300)
Resident	APN 1842011	1455 11TH AV		BP FILED	07/07/2014	0		201407070583	1 FAMILY DWELLING		REAR BLDG. LEGALIZE COTTAGE AS A SEPARATE SINGLE FAMILY DWELLING. REMOVE ONE INTERIOR DEMISHING WALL	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D7		Inner Sunset	Inner Sunset	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.76103267480, -122.46857690700)
