PROJECT_TYPE	APN	NAMEADDR	Alias	BESTDATE	BESTSTAT	Entitlement	PLN_CASENO	PLN_DESC	BP_APPLNO	BP_DESC	COST	PROPUSE	UNITS	NET_UNITS	AFF_UNITS	NET_AFF_UNITS	RET	NET_RET	MIPS	NET_MIPS	PDR	NET_PDR	MED	NET_MED	CIE	NET_CIE	VISIT	NET_VISIT	FirstFiled	APPLICANT	CONTACT	CONTACTPH	NEIGHBORHOOD	PLAN_AREA	PLAN_DISTRICT	SUPE_DISTRICT	HEIGHT_DISTRICT	ZONING	ZONING_DISTRICT	PLANNER	LOCATION
MIPS	APN 3776080	9 FREELON ST		04/17/2015	BP FILED	0	2015-006088PRJ		201504173985	"CONSTRUCT (N) 3-STORY OFFICE BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED *"	$400000.00	OFFICE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/17/2015				South of Market	Central SoMa; East SoMa (EN); South of Market	South of Market	SUPERVISORIAL DISTRICT 6	65-X	SLI	SOMA SERVICE- LIGHT INDUSTRIAL		(37.7794001993, -122.395959)
Resident	APN 5577004	9 JOY ST		06/22/2015	BP FILED	0			201506229589	CONSTRUCT (N) 2-STORY SINGLE FAMILY DWELLING	$471333.00	1 FAMILY DWELLING	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/22/2015				Bernal Heights		Bernal Heights	SUPERVISORIAL DISTRICT 9	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7436339631, -122.406818)
Resident	APN 1423047	900 CLEMENT ST		03/25/2016	BP Filed	0	2016-004524PRJ		201603253090	CHANGE OF USE CONVERT(E)RETAIL 1/F TO(N)DENTAL OFFICES;REMODEL(E)DENTAL OFFICES ON 2/F;VERTICAL (ADD	$300000.00	CLINICS-MEDIC/DENTAL	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/25/2016				Inner Richmond		Richmond	SUPERVISORIAL DISTRICT 1	40-X	NCD-INNER CLEMENT	INNER CLEMENT STREET NEIGHBORHOOD COMMERCIAL		(37.7829555235, -122.468893)
Resident	APN 4108017	901 TENNESSEE ST		05/21/2015	PL APPROVED	-1	2013.0321	The proposed project would include demolition of an existing one-story warehouse and construction of a new four-story, residential building.  The building shall consist of four residential levels with 39 units, over basement level with parking and mechan			$6000000.00		39	39	6	6	0	0	0	0	0	-9000	0	0	0	0	0	0	09/12/2013	William Mollard	William Mollard	409-9267	Potrero Hill	Central Waterfront (EN)	South of Market	SUPERVISORIAL DISTRICT 10	40-X	UMU	URBAN MIXED USE	RSUCRE	(37.7602272112, -122.389154)
Resident	APN 6410010	905 GENEVA AV		07/09/2015	BP FILED	0	2015-009578PRJ	CHANGE OF USE: (E) THERAPY MASSAGE CENTER - 2ND FL (PERSONAL SERVICES). CHANGE TO (4) APARTMENT UNITS ON 2ND FL. (N) GARDEN ROOF DECK & (N) STAIRS TO ROOF. N/A FOR MAHER ORDINANCE.	201507091102	CHANGE OF USE: (E) THERAPY MASSAGE CENTER - 2ND FL (PERSONAL SERVICES). CHANGE TO (4) APARTMENT UNITS ON 2ND FL. (N) GARDEN ROOF DECK & (N) STAIRS TO ROOF. N/A FOR MAHER ORDINANCE.	$120000.00	APARTMENTS	4	4	0	0	0	0	0	-3878	0	0	0	0	0	0	0	0	07/09/2015		HAWK LING & KETTY FONG LOU REVOC		Excelsior		South Central	SUPERVISORIAL DISTRICT 11	65-A	NCD-EXCELSIOR	EXCELSIOR OUTER MISSION STREET NEIGHBORHOOD COMMERCIAL DISTRICT	TKENNEDY	(37.7164639959, -122.440659)
Resident	APN 5683012	906 CORTLAND AV		05/14/2015	BP APPROVED	-1	2012.1048		201203146037	ERECT 3 STORIES OF 2 DWELLING UNITS.	$280000.00	2 FAMILY DWELLING	2	2	0	0	150	-690	0	0	0	0	0	0	0	0	0	0	03/14/2012				Bernal Heights		Bernal Heights	SUPERVISORIAL DISTRICT 9	40-X	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE		(37.7387730917, -122.413614)
Resident	APN 0149010	908 BROADWAY		04/17/2014	PL FILED	0	2013.1609	To demolish the existing group housing (2 story over basement) and construct a new building to contain 6 new residential condominium units, with 6 ancillary parking spaces (4 story over basement garage).  The intent is to adjust the current lot dimension			$0.00		6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/17/2014	Adam McNicol	Adam McNicol	650-888-7218	Russian Hill		Northeast	SUPERVISORIAL DISTRICT 3	40-X	RM-2	RESIDENTIAL- MIXED, MODERATE DENSITY	KUCHIDA	(37.7973575218, -122.412499)
Mixres	APN 3732003	909 - 921 HOWARD ST & 206 5TH ST	216 05TH ST	03/25/2015	PL FILED	0	2012.1047	The project site is located on 8 lots in the 3732 block: 003, 004, 005, 099, 100, 145A, 146 & 149.  Three lots are occupied by 2-story commercial bldgs., and the remaining are improved with a single surface paid-parking lot.  These will be replaced by a			$0.00		172	172	60	60	0	0	0	0	0	0	0	0	0	0	0	0	08/08/2012				South of Market	Central SoMa; East SoMa (EN); South of Market	South of Market	SUPERVISORIAL DISTRICT 6	85-X	MUR	MIXED USE-RESIDENTIAL		(37.7810665499, -122.404819)
Resident	APN 4160003	910 CAROLINA ST		01/15/2016	BP REINSTATED	-1	2013.0520	Demo existing house and build 2 new units	201303122050	ERECT NEW 4-STORY 2-UNIT RESIDENTIAL BLDG	$700000.00	2 FAMILY DWELLING	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/12/2013				Potrero Hill	Showplace Square/Potrero Hill (EN)	South of Market	SUPERVISORIAL DISTRICT 10	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7569589130, -122.400191)
Resident	APN 3510058	915 - 935 MINNA ST		02/19/2016	BP FILED	0	2015-002600PRJ	"Proposed new construction of a residential building (4 stories above ground).

The PPA was submitted on 3/2/15 and the 90 day deadline is 5/31/2015."	201602190104	"TO ERECT 4 STORIES, 1 BASEMENT, 44 UNITS RESIDENTIAL APARTMENT BUILDING.
** MAHER: DISTURBANCE OF AT LEAST 50 CU. YD. OF SOIL; ROUTE TO DPH. **"	$11000000.00	APARTMENTS	44	44	5	5	0	0	0	0	0	0	0	0	0	0	0	0	03/18/2015	Equity Community Builders		4156516200	South of Market	Western SoMa (EN); South of Market	Downtown	SUPERVISORIAL DISTRICT 6	45-X	RED-MX	RESIDENTIAL ENCLAVE-MIXED	DVU	(37.7742867316, -122.415800)
Resident	APN 1149004	917 CENTRAL AV		12/23/2015	BP FILED	0			201512235837	ADD PARTIAL 4TH FLR. VERTICAL ADDITION & REAR HORIZONTAL ADDITION @ 2ND/3RD FL. INTERNIOR REMODEL OF	$675000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/23/2015				Western Addition		Western Addition	SUPERVISORIAL DISTRICT 5	40-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY		(37.7784175107, -122.445572)
Resident	APN 6402031	919 ATHENS ST		04/21/2015	BP FILED	0			201504214148	LEGALIZE IN-LAW UNIT @ 1ST FLOOR PER ORDINANCE 43-14. ADD 2 BEDROOMS, 1 KITCHEN & 2 BATHROOMS.	$7000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/21/2015				Excelsior		South Central	SUPERVISORIAL DISTRICT 11	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7143552485, -122.433589)
Mixres	APN 3753106	923 FOLSOM ST		03/30/2016	CONSTRUCTION	-1	2012.1333	The proposed project would include demolition of an existing 3,750 sq.ft., 3-story commercial office building related to MTR Western Sus Station and consturction of the site to a 4 and 8-story, 114 unit mixed-use residential building with approximately 1	201311202410	ERECT 9 STORIES OF 115 DWELLING UNITS. MIX USE	$33000000.00		115	115	14	14	1800	1800	0	-10000	0	0	0	0	0	0	0	0	05/23/2013	Christopher Davenport	Christopher Davenport	925 309-2503	South of Market	Central SoMa; East SoMa (EN); South of Market	South of Market	SUPERVISORIAL DISTRICT 6	45-X	MUR	MIXED USE-RESIDENTIAL	BFU	(37.7796093032, -122.403381)
Resident	APN 4094048	925 KANSAS ST	923 - 939 KANSAS ST	07/02/2014	BP FILED	0	2013.1856	The project would construct five buildings (totaling 33, 200 sf) containing nine dwelling units (two each at lots 045-048, one at lot 044) and ten parking spaces on a 12,500-square-foot vacant lot. The proposed building would be three to five stories and	201407020336	ERECT 5-STORY, 2 DWELLING UNITS WITH 1 BASEMENT RESIDENTIAL BUILDING.	$1900000.00	2 FAMILY DWELLING	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2014				Potrero Hill	Showplace Square/Potrero Hill (EN)	South of Market	SUPERVISORIAL DISTRICT 10	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7580993273, -122.402590)
Resident	APN 6406002	926 EDINBURGH ST		01/29/2016	BP Filed	0	2016-001467PRJ		201601298420	UNIT LEGALIZATION ORDINANCE# 43-14. LEGALIZATION OF (E) UNAUTHORIZED DWELLING UNITS UNDER ORDINANCE#	$700.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/29/2016				Excelsior		South Central	SUPERVISORIAL DISTRICT 11	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7154270215, -122.436720)
PDR	APN 5597A001	928 TOLAND ST		09/24/2015	CONSTRUCTION	-1	2011.0859		201301248656	TO ERECT 1 STORY COMMERCIAL BUILDING.	$700000.00	OFFICE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/24/2013				Bayview	Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	65-J	PDR-2	PDR PRODUCTION, DISTRIBUTION, AND REPAIR		(37.7416237013, -122.401547)
Resident	APN 6539024	929 DIAMOND ST		03/30/2016	BP Filed	0			201603303516	ADDING GARAGE; CREATING FIRST FLOOR UNIT, INCLUNDING 2 BED/BATH, LIVING + KITCHEN. ENLARGING/RENOVAT	$800000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/30/2016				Noe Valley		Central	SUPERVISORIAL DISTRICT 8	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7499418175, -122.435848)
Resident	APN 4094047	929 KANSAS ST	923 - 939 KANSAS ST	07/02/2014	BP FILED	0	2013.1856	The project would construct five buildings (totaling 33, 200 sf) containing nine dwelling units (two each at lots 045-048, one at lot 044) and ten parking spaces on a 12,500-square-foot vacant lot. The proposed building would be three to five stories and	201407020335	ERECT 5-STORY, 2 DWELLING UNITS WITH 1 BASEMENT RESIDENTIAL BUILDING.	$1877250.00	2 FAMILY DWELLING	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2014				Potrero Hill	Showplace Square/Potrero Hill (EN)	South of Market	SUPERVISORIAL DISTRICT 10	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7580323995, -122.402583)
Resident	APN 3641076	930 SHOTWELL ST		04/24/2015	CONSTRUCTION	-1	2012.0885	Construct new 3 stroy + garage/bassement, 2 unit residential building	201206112282	TO ERECT 4 STORIES, 2 UNITS DUPLEX BUILDING.	$490000.00	2 FAMILY DWELLING	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/11/2012				Mission	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7530323558, -122.415541)
Resident	APN 4094046	931 KANSAS ST	923 - 939 KANSAS ST	07/02/2014	BP FILED	0	2013.1856	The project would construct five buildings (totaling 33, 200 sf) containing nine dwelling units (two each at lots 045-048, one at lot 044) and ten parking spaces on a 12,500-square-foot vacant lot. The proposed building would be three to five stories and	201407020334	ERECT 4-STORY, 2 DWELLING UNITS WITH 1 BASEMENT RESIDENTIAL BUILDING.	$1692250.00	2 FAMILY DWELLING	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2014				Potrero Hill	Showplace Square/Potrero Hill (EN)	South of Market	SUPERVISORIAL DISTRICT 10	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7579639393, -122.402577)
Resident	APN 5864009	931 SILVER AV		11/30/2015	CONSTRUCTION	-1			201505206839	LEGALIZE EXISTING UNAUTHORIZED DWELLING UNIT UNDER ORDANCE #43-14. RELOCATE GROUND FL KITCHEN, BATH	$100000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/20/2015				Excelsior		South Central	SUPERVISORIAL DISTRICT 9	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7290311585, -122.416867)
Resident	APN 0714016	1001 VAN NESS AV		01/08/2015	PL FILED	0	2014.1305	Demolition of existing commercial office buiding and construction of a new mixed-use (multi-family residential over retail) building.					256	256	31	31	5151	5151	0	-89498	0	0	0	0	0	0	0	0	08/22/2014				Western Addition	Van Ness Corridor	Western Addition	SUPERVISORIAL DISTRICT 5	130-V	RC-4	RESIDENTIAL- COMMERCIAL, HIGH DENSITY		(37.7849297526, -122.421911)
Resident	APN 4094045	935 KANSAS ST	923 - 939 KANSAS ST	07/02/2014	BP FILED	0	2013.1856	The project would construct five buildings (totaling 33, 200 sf) containing nine dwelling units (two each at lots 045-048, one at lot 044) and ten parking spaces on a 12,500-square-foot vacant lot. The proposed building would be three to five stories and	201407020323	ERECT 4-STORY, 2 DWELLING UNITS WITH 1 BASEMENT RESIDENTIAL BUILDING.	$1692000.00	2 FAMILY DWELLING	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2014				Potrero Hill	Showplace Square/Potrero Hill (EN)	South of Market	SUPERVISORIAL DISTRICT 10	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7578954800, -122.402570)
Retail/Ent	APN 3704071	935-965 MARKET ST	MARKET STREET PLACE	03/18/2016	CONSTRUCTION	-1	2008.0217	Section 309 Review Required with one exception (freight loading) request. Conditional Use Authorization request to exceed allowable accessory parking per Section 303, 157 and 158.  Variances requested per Section 102.11 to allow modification of gross flo	201011084497		$14800000.00		0	0	0	0	253128	253128	0	0	0	0	0	0	0	0	0	0	02/22/2008	DWI Devel	Reuben &	415 567-9	South of Market	Central SoMa; Downtown	Downtown	SUPERVISORIAL DISTRICT 6	120-X	C-3-G	DOWNTOWN- GENERAL	RDEAN	(37.7827027177, -122.408998)
Resident	APN 2329008	938 SANTIAGO ST		10/24/2014	BP FILED	0			201410249874	BUILDING ADDITION, CONVERT SINGLE FAMILY DWELLING TO DUPLEX, ADD LIVINGROOM, BEDROOM, BATHROOM & KIT	$500000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/24/2014				Parkside		Outer Sunset	SUPERVISORIAL DISTRICT 4	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7450853172, -122.477617)
Resident	APN 4094044	939 KANSAS ST	923 - 939 KANSAS ST	07/02/2014	BP FILED	0	2013.1856	The project would construct five buildings (totaling 33, 200 sf) containing nine dwelling units (two each at lots 045-048, one at lot 044) and ten parking spaces on a 12,500-square-foot vacant lot. The proposed building would be three to five stories and	201407020333	ERECT 3-STORY, 1 DWELLING UNIT WITH 1 BASEMENT RESIDENTIAL BUILDING.	$1692000.00	1 FAMILY DWELLING	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2014				Potrero Hill	Showplace Square/Potrero Hill (EN)	South of Market	SUPERVISORIAL DISTRICT 10	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7578270198, -122.402563)
Resident	APN 4143029	943 YORK ST		08/07/2015	BP FILED	0	2015-011442PRJ		201508073719	2 STORY ADDITION (2ND UNIT)2800 SF. 3RD LEVEL=1380 SF, 4TH LEVEL 1420 SF. 6 BEDROOMS. DECK & STAIRS.	$200000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/07/2015				Mission	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7569359330, -122.408306)
Resident	APN 4653016	947 INNES AV		11/20/2015	BP FILED	0			201511203195	(PER ORDINANCE 146-15) LEGALIZE (E) KITCHEN TO ADD (1)(N) RESIDENTIAL UNIT UNDER UNIT LEGALIZATION P	$8000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/20/2015				Bayview	Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	40-X	RH-1(S)	RESIDENTIAL- HOUSE, ONE FAMILY- SECONDARY UNIT		(37.7323059954, -122.376838)
Resident	APN 3510028	949 NATOMA ST		10/10/2014	BP FILED	0			201410108646	ERECT A FOUR STORY SIX RESIDENTIAL TYPE 5 CONST DWELLING BUILDING. COMPLIANCE W/ ORDINANCENO. 156-13	$1400000.00	APARTMENTS	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/10/2014				South of Market	Western SoMa (EN); South of Market	Downtown	SUPERVISORIAL DISTRICT 6	45-X	RED-MX	RESIDENTIAL ENCLAVE-MIXED		(37.7739085676, -122.415358)
Vacant	APN 5000001	490 JAMESTOWN AV (BLDG 9)	CANDLESTICK POINT	10/27/2015	BP FILED	0			201510270923	BLDG #9. ERECT 5-STORY, TYPE 1A, NO BASEMENT. NEW PARKING BUILDING.		PRKNG GARAGE/PUBLIC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/27/2015				Bayview	Bayview Hunters Point; Candlestick Point	South Bayshore	SUPERVISORIAL DISTRICT 10	CP	P	PUBLIC		(37.7133440211, -122.385107)
Resident	APN 6250028	95 LELAND AV		03/05/2010	BP REINSTATED	-1	2006.1082	Demolition of an existing two-story two-unit building and one-story building at the rear of the lot. New construction of a four-story over basement building with eight units over eight parking spaces.	200704128664	PROPOSED HORIZONTAL & VERTICAL ADDITION TO ACCOMODATE 8 DWELLING UNITS OVER COMMERCIAL SPACE/GARAGE.	$1270000.00	APARTMENTS	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/29/2006	Reza Khoshnevisan	Reza Khoshnevisan	922-0200	Visitacion Valley	Schlage Lock	South Central	SUPERVISORIAL DISTRICT 10	40-X	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	DDWYER	(37.7116829221, -122.405617)
Resident	APN 6763001	95 NORDHOFF ST		10/10/2014	PL FILED	0	2014.1490	Demolish an existing single-family home, subdivide parcel into four parcels, and construct four three-story single-family homes.			$0.00		4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/10/2014	Anthony Pantaleoni	Tony Pantaleoni	415-495-4051	Outer Mission		Ingleside	SUPERVISORIAL DISTRICT 8	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	MBOURDRE	(37.7342543999, -122.441333)
Mixres	APN 0744010	950 GOUGH ST		10/28/2015	BP FILED	-1	2012.0506	Mixed-use building comprised of 100 residential dwelling units, church and community space, 73 space parking garage and courtyard.	201510281089		$0.00	APARTMENTS	95	95	11	11	0	0	0	0	0	0	0	0	10000	10000	0	0	04/16/2012				Downtown/Civic Center		Western Addition	SUPERVISORIAL DISTRICT 5	80-B	RM-4	RESIDENTIAL- MIXED, HIGH DENSITY	MWOODS	(37.7822225670, -122.423766)
Mixres	APN 0342001	950 MARKET ST		02/08/2016	BP FILED	0	2013.1049	The proposed project is the demolition of five (5) existing structures and new construction of a mixed-use arts, education, residential, hotel, and retail complex, with approximately 198 below-grade parking spaces.  The proposed project includes approxim	201602089004		$173000000.00	TOURIST HOTEL/MOTEL	316	316	0	0	15000	-6321	0	0	0	0	0	0	0	0	190000	152155	11/19/2013	Michelle  Lin	Michelle  Lin	394-9018	Downtown/Civic Center	Downtown	Downtown	SUPERVISORIAL DISTRICT 6	120-X	C-3-G	DOWNTOWN- GENERAL	MHUE	(37.7831754330, -122.409568)
Resident	APN 4107001B	950 TENNESSEE ST		12/28/2015	PL FILED	0	2014.1434	The proposed project is to demolish the existing two-story 36,098 square foot industrial building and construct a four-story, 40-foot tall residential building.  The existing building on the 31,883 square foot subject lot was constructed in 1947.  The pr			$0.00		108	108	0	0	0	0	0	-7896	0	-23767	0	0	0	0	0	0	09/12/2014				Potrero Hill	Central Waterfront (EN)	South of Market	SUPERVISORIAL DISTRICT 10	40-X	UMU	URBAN MIXED USE		(37.7597476917, -122.389882)
Resident	APN 3639028	953 TREAT AV		11/04/2015	BP FILED	0	2015-006510PRJ		201511041763	Multiple Permits	$0.00	2 FAMILY DWELLING	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/10/2015				Mission	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	40-X	UMU	URBAN MIXED USE		(37.7550997472, -122.413030)
Resident	APN 4146025	963 ALABAMA ST		01/21/2015	BP FILED	0			201501216187	HORIZONTAL & VERTICAL ADDITION TO REMODEL 2-STORY SFR TO 4-STORY DUPLEX. LOWER UNIT TO HAVE (3) BEDR	$400000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/21/2015				Mission	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7565224011, -122.411055)
Resident	APN 5640010	965 POWHATTAN AV		05/21/2014	BP FILED	0			201405216382	Multiple Permits	$1400000.00	1 FAMILY DWELLING	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/21/2014				Bernal Heights		Bernal Heights	SUPERVISORIAL DISTRICT 9	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7415083856, -122.410350)
Resident	APN 0845027	969 OAK ST		08/22/2014	BP FILED	0	2014.1188	"Add one dwelling unit to existing 2-unit building; raise building 36""; replace foundation; replace front steps; reconfigure existing garage entry; horizontal rear addition at all three stories."	201408224556	RAISE HOUSE TO INCREASE CEILING HEIGHT OF (E) GARAGE LEVEL. (N) DWELLING UNIT @ 1ST STORY W/ (N) KIT	$317000.00	APARTMENTS	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/31/2014	Troy Kashnipour	Troy Kashnipour	415.431.0869	Western Addition		Buena Vista	SUPERVISORIAL DISTRICT 5	40-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY		(37.7731313749, -122.435174)
Resident	APN 6304014	972 RUTLAND ST		03/02/2015	BP FILED	0			201503029757	LEGALIZE EXISTING KITCHEN AT 1ST FLOOR. REMOVE INTERIOR STAIRWAY. NEW STREET TREE PER ORD #43-14.	$500.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/02/2015				Visitacion Valley		South Central	SUPERVISORIAL DISTRICT 10	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7103661215, -122.408721)
Visitor	APN 0280012	972 SUTTER ST	MITHILA HOTEL	08/20/2015	PL FILED	0	2015-010747PRJ	"Conversion of 19 existing Residential Hotel Units at the Mithila Hotel to Tourist Hotel Rooms under Admin. Code Chapter 41.  Transferred on a ""one for one"" basis into the new group-housing rooms at a proposed project site.  No new construction, exterior"			$0.00		0	-19	0	0	0	0	0	0	0	0	0	0	0	0	11731	11731	08/20/2015				Downtown/Civic Center		Downtown	SUPERVISORIAL DISTRICT 3	80-A	RC-4	RESIDENTIAL- COMMERCIAL, HIGH DENSITY	CGROB	(37.7885238879, -122.416339)
Resident	APN 6411034	974 GENEVA AV		03/13/2015	BP FILED	0			201503130811	TO ERECT 4 STORIES, 1 BASEMENT, 3 UNITS APARTMENT WITH RETAIL, MIXED USE BUILDING.	$1500000.00	APARTMENTS	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/13/2015				Crocker Amazon		South Central	SUPERVISORIAL DISTRICT 11	65-A	NCD-EXCELSIOR	EXCELSIOR OUTER MISSION STREET NEIGHBORHOOD COMMERCIAL DISTRICT		(37.7156611987, -122.440113)
Mixres	APN 3780044	975 BRYANT ST		10/29/2015	PL FILED	0	2015-005862PRJ	The proposed project is to demolish the existing 32,407 square foot Formula Retail building and to construct a new 5-story over basement, 120 unit residential building with basement parking containing 117 parking spaces with a total of 211,000 gross squa			$0.00		182	182	0	0	2397	-30010	0	0	0	0	0	0	0	0	0	0	10/02/2015	ThompsonDorfman		6504778115	South of Market	Showplace Square/Potrero Hill (EN); South of Market	South of Market	SUPERVISORIAL DISTRICT 6	48-X	UMU	URBAN MIXED USE	AHUISMAN	(37.7728707910, -122.405659)
Resident	APN 3618092	978 - 980 GUERRERO ST		02/17/2015	BP FILED	-1	2014.1363	Variance request to the rear yard requirement of an existing NCU two unit residential structure.	201502178455	CONVERSION OF (E) BASEMENT & CRAWL SPACE INTO 3RD DWELLING UNIT.  CREATION OF SUNKEN TERRACE FOR (N) DWELLING UNIT W/IN REAR YARD, RECONSTRUCT REAR STAIR FROM TOP FL UNIT TO ACCOMMODATE SUNKEN TERRACE, ALTERATIONS TO FRONT YARD TO ACCOMMODAT FRONT ENTRY	$250000.00	APARTMENTS	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/05/2014	Brian Kaufman			Mission		Mission	SUPERVISORIAL DISTRICT 8	40-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	RSUCRE	(37.7555306037, -122.423563)
Retail/Ent	APN 3780034	979 BRYANT ST		12/08/2015	BP FILED	-1	2015-018154PRJ		201512084471	CHANGE OF USE ONLY. RETIRE LAST PERMITTED USE (MOTOR VEHICLE REPAIR) AND CHANGE TO ARTS ACTIVITY. NO	$1.00	WORKSHOP COMMERCIAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/08/2015				South of Market	Showplace Square/Potrero Hill (EN)	South of Market	SUPERVISORIAL DISTRICT 6	48-X	UMU	URBAN MIXED USE		(37.7727948547, -122.406273)
Resident	APN 3948002	98 PENNSYLVANIA AV		06/05/2014	PL FILED	0	2013.0517	Proposed new construction of a five-story building at 98 Pennsylvania Avenue. The proposed design includes 45 residential units from first floor to fifth floor.  There will be 16 one-bedroom units, and 29 two-bedroom units.  The project shall also includ			$5000000.00		45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/25/2013				Potrero Hill	Showplace Square/Potrero Hill (EN)	South of Market	SUPERVISORIAL DISTRICT 10	48-X	UMU	URBAN MIXED USE		(37.7655618070, -122.394221)
Mixres	APN 3732028	980 FOLSOM ST		12/29/2014	BP FILED	0	2013.0977	The proposal is to demolish the exiting 7,530 square-foot (sf), single-story auto repair building, and construct a new mixed-use building fronting on Folsom and Clemintina Streets. The proposed project would consist of approximately 36,494 sf containing	201412294591	DEMOLISH 1-STORY WITH MEZZ, AUTOBODY REPAIR AND PAINT SHOP BUILDING.	$70000.00	APARTMENTS	38	38	4	4	765	765	0	0	0	-7530	0	0	0	0	0	0	07/23/2013				South of Market	Central SoMa; East SoMa (EN); South of Market	South of Market	SUPERVISORIAL DISTRICT 6	85-X	MUR	MIXED USE-RESIDENTIAL	CTOWNES	(37.7790166315, -122.405364)
