PROJECT_TYPE	NAMEADDR	Alias	BESTSTAT	BESTDATE	Entitlement	PLN_CASENO	PLN_DESC	PROPUSE	BP_APPLNO	BP_DESC	UNITS	NET_UNITS	AFF_UNITS	NET_AFF_UNITS	SECTION415	TENURE_TYPE	TOTAL_GSF	NET_GSF	CIE	NET_CIE	MED	NET_MED	MIPS	NET_MIPS	PDR	NET_PDR	RET	NET_RET	VISIT	NET_VISIT	APPLICANT	CONTACT	CONTACTPH	COST	FirstFiled	PLANNER	APN	PLAN_AREA	PLN_DISTRICT	SUPE_DISTRICT	ZONING_SIM	ZONING_DISTRICT	ZONING_GEN	NEIGHBORHOOD	HEIGHT_DISTRICT	Location
Resident	953 TREAT AV		BP FILED	11/04/2015	0	2015-006510PRJ	Demolition of an existing single family house, determined not to be a historic resource per HRER.  Construction of two new two unit residential condominium buildings with roof terrace off-street parking.	2 FAMILY DWELLING	201511041763	"BUILDING# 1. TO ERECT 4 STORIES, NO BASEMENT, 2 UNITS RESIDENTIAL BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 REQUIRED; ROUTE TO DPH **"	4	4	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$797000.00	07/10/2015	EJARDINE	APN 3639028	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	UMU	URBAN MIXED USE	Mixed Use	Mission	40-X	(37.75509974630, -122.41303021900)
Resident	963 ALABAMA ST		BP FILED	01/21/2015	0			2 FAMILY DWELLING	201501216187	HORIZONTAL & VERTICAL ADDITION TO REMODEL 2-STORY SFR TO 4-STORY DUPLEX. LOWER UNIT TO HAVE (3) BEDROOMS, (3) BATHS. UPPER UNIT TO HAVE (3) BEDROOMS, (2.5) BATHS. SPRINKLER SYSTEM TO BE INSTALLED THROUGHOUT.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$400000.00	01/21/2015	JSPEIRS	APN 4146025	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Mission	40-X	(37.75652240110, -122.41105450600)
Resident	964 - 966 OAK ST		BP FILED	09/14/2016	0	2016-006545PRJ	To legalize a conversion of a 2 Dwelling unit duplex  into group housing.	APARTMENTS	201609147741	CHANGE OF USE: CONDITIONAL USE CHANGE OF 2 UNIT/DUPLEX INTO 10 PERSON CONGREGATE RESIDENCE. NO ALTERATION/REPAIR WORK.	2	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	San Francisco Community Land Trust		4153991490	$1.00	05/18/2016	WFARRENS	APN 0825010		Western Addition	SUPERVISORIAL DISTRICT 5	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	Residential	Western Addition	40-X	(37.77369986060, -122.43522293000)
Resident	965 POWHATTAN AV		BP FILED	05/21/2014	0			1 FAMILY DWELLING	201405216382	ERECT 2 STORIES, 1 BASEMENT,  TYPE 5, SINGLE FAMILY DWELLING BUILDING.	4	4	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$350000.00	05/21/2014	CTOWNES	APN 5640010		Bernal Heights	SUPERVISORIAL DISTRICT 9	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Bernal Heights	40-X	(37.74150838470, -122.41035009300)
Resident	969 OAK ST		BP FILED	08/22/2014	0	2014	"Add one dwelling unit to existing 2-unit building; raise building 36""; replace foundation; replace front steps; reconfigure existing garage entry; horizontal rear addition at all three stories."	APARTMENTS	201408224556	RAISE HOUSE TO INCREASE CEILING HEIGHT OF (E) GARAGE LEVEL. (N) DWELLING UNIT @ 1ST STORY W/ (N) KITCHEN, (N) BATH (2). HORIZONTAL ADDITION @ REAR OF BUILDING. RECONSTRUCT REAR YARD STAIR.	3	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	Troy Kashnipour	Troy Kashnipour	415.431.0869	$317000.00	07/31/2014	LAJELLO	APN 0845027		Buena Vista	SUPERVISORIAL DISTRICT 5	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	Residential	Western Addition	40-X	(37.77313137580, -122.43517381200)
Resident	972 RUTLAND ST		BP FILED	03/02/2015	0			2 FAMILY DWELLING	201503029757	LEGALIZE EXISTING KITCHEN AT 1ST FLOOR. REMOVE INTERIOR STAIRWAY. NEW STREET TREE PER ORD #43-14.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$500.00	03/02/2015	NKWIATKO	APN 6304014		South Central	SUPERVISORIAL DISTRICT 10	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Visitacion Valley	40-X	(37.71036612060, -122.40872072900)
Visitor	972 SUTTER ST	MITHILA HOTEL	PL FILED	08/20/2015	0	2015-010747PRJ	"Conversion of 19 existing Residential Hotel Units at the Mithila Hotel to Tourist Hotel Rooms under Admin. Code Chapter 41.  Transferred on a ""one for one"" basis into the new group-housing rooms at a proposed project site.  No new construction, exterior"				0	-19	0	0			11731	11731	0	0	0	0	0	0	0	0	0	0	11731	11731				$0.00	08/20/2015	CGROB	APN 0280012		Downtown	SUPERVISORIAL DISTRICT 3	RC-4	RESIDENTIAL- COMMERCIAL, HIGH DENSITY	Mixed Use	Downtown/Civic Center	80-A	(37.78852388870, -122.41633918800)
Resident	974 GENEVA AV		BP APPROVED	09/19/2016	1			APARTMENTS	201503130811	TO ERECT 4 STORIES, 1 BASEMENT, 3 UNITS APARTMENT WITH RETAIL, MIXED USE BUILDING.	3	3	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$1960300.00	03/13/2015	HORN JEF	APN 6411034		South Central	SUPERVISORIAL DISTRICT 11	NCD	EXCELSIOR OUTER MISSION STREET NEIGHBORHOOD COMMERCIAL DISTRICT	Mixed Use	Crocker Amazon	65-A	(37.71566119780, -122.44011283600)
Mixres	975 BRYANT ST		PL FILED	10/29/2015	0	2015-005862PRJ	The proposed project is to demolish the existing 32,407 square foot Formula Retail building and to construct a new 5-story over basement, 120 unit residential building with basement parking containing 117 parking spaces with a total of 211,000 gross squa				182	182	0	0			2397	-30010	0	0	0	0	0	0	0	0	2397	-30010	0	0	ThompsonDorfman		6504778115	$0.00	10/02/2015	AHUISMAN	APN 3780044	Showplace Square/Potrero Hill (EN); South of Market	South of Market	SUPERVISORIAL DISTRICT 6	UMU	URBAN MIXED USE	Mixed Use	South of Market	48-X	(37.77287079010, -122.40565920900)
Retail/Ent	979 BRYANT ST		BP ISSUED	08/02/2016	1	2015-018154PRJ	CHANGE OF USE ONLY. RETIRE LAST PERMITTED USE (MOTOR VEHICLE REPAIR) AND CHANGE TO ARTS ACTIVITY.	WORKSHOP COMMERCIAL	201512084471	CHANGE OF USE ONLY. RETIRE LAST PERMITTED USE (MOTOR VEHICLE REPAIR) AND CHANGE TO ARTS ACTIVITY. CHANGE OF OCCUPANCY FROM S-1 TO F-1. N/A FOR MAHER ORDINANCE NO-155.13	0	0	0	0			3150	0	0	0	0	0	0	0	0	-3150	3150	3150	0	0				$30000.00	12/08/2015	DISALVOJ	APN 3780034	Showplace Square/Potrero Hill (EN)	South of Market	SUPERVISORIAL DISTRICT 6	UMU	URBAN MIXED USE	Mixed Use	South of Market	48-X	(37.77279485390, -122.40627250200)
Resident	98 PENNSYLVANIA AV		PL APPROVED	02/19/2016	1	2013	Proposed new construction of a five-story building at 98 Pennsylvania Avenue. The proposed design includes 45 residential units from first floor to fifth floor.  There will be 16 one-bedroom units, and 29 two-bedroom units.  The project shall also includ				45	45	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$5000000.00	04/25/2013	AA CONV	APN 3948002	Showplace Square/Potrero Hill (EN)	South of Market	SUPERVISORIAL DISTRICT 10	UMU	URBAN MIXED USE	Mixed Use	Potrero Hill	48-X	(37.76556180610, -122.39422104300)
Mixres	980 FOLSOM ST		BP FILED	12/29/2014	0	2013	The proposal is to demolish the exiting 7,530 square-foot (sf), single-story auto repair building, and construct a new mixed-use building fronting on Folsom and Clemintina Streets. The proposed project would consist of approximately 36,494 sf containing	APARTMENTS	201412294591	DEMOLISH 1-STORY WITH MEZZ, AUTOBODY REPAIR AND PAINT SHOP BUILDING.	38	38	4	4			765	-6765	0	0	0	0	0	0	0	-7530	765	765	0	0				$70000.00	07/23/2013	CTOWNES	APN 3732028	Central SoMa; East SoMa (EN); South of Market	South of Market	SUPERVISORIAL DISTRICT 6	MUR	MIXED USE-RESIDENTIAL	Mixed Use	South of Market	85-X	(37.77901663050, -122.40536411200)
Mixed	981 MISSION ST		BP ISSUED	03/09/2016	1	2015-013731PRJ	CB3P enrolled. Conditional Use Authorization pursuant to Sections 303, 210.2 and 102, for a change of use from a vacant 18,741 square foot tenant space (previously occupied by a copy center d.b.a. Ford Graphics) to an Office use (d.b.a. Covo) on the base	OFFICE	201602099158	CHANGE OF USE FROM VACANT RETAIL TO RETAIL REMAINING ON GROUND FLOOR, OFFICE  USE for ONly for MEZZANINE AND BASEMENT. CHANGE OF USE ONLY WITH ADDITION OF CLASS 1 AND 2 BICYCLE  PARKING SPACES AND BABY DIAPER CHANGING STATIONS ONLY. AB-017 applies.	0	0	0	0			18741	0	0	0	0	0	10445	10445	0	0	8296	-10445	0	0	Forum Design, Ltd.		4152527063	$1.00	10/14/2015	CCLARKE	APN 3725078	Central SoMa; Downtown	Downtown	SUPERVISORIAL DISTRICT 6	C-3-S	DOWNTOWN SUPPORT	Commercial	South of Market	160-F	(37.78114624300, -122.40788287900)
Resident	987 DOLORES ST		CONSTRUCTION	08/10/2016	1			1 FAMILY DWELLING	201405064989	ERECT 2-STORY, TYPE 5, NO BASEMENT, SINGLE DWELLING UNIT BUILDING.	7	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$227000.00	05/06/2014	MSMITH	APN 3631017		Mission	SUPERVISORIAL DISTRICT 8	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	Residential	Mission	40-X	(37.75367075940, -122.42491730300)
Resident	987 VALENCIA ST		BP FILED	08/24/2016	0			APARTMENTS	201608245833	UPGRADE EXISTING BUILDING CONSISTING OF ONE THREE STORY SECTION AND ONE TWO STORY SECTION TO ONE FOU	11	8	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$600000.00	08/24/2016		APN 3609027	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	NCT	VALENCIA STREET NEIGHBORHOOD COMMERCIAL TRANSIT	Mixed Use	Mission	55-X	(37.75722380490, -122.42085045800)
Resident	990 GUERRERO ST		CONSTRUCTION	08/22/2016	1	2010	"1. Add a dwelling unit at the ground floor, and to add a parking stacker.
2. Remove a portion of the existing hipped roof to accomodate a roof terrace.
3.  Add four dormers and two skylights."	APARTMENTS	201002035833	CONSTRUCT ADDITIONAL DWELLING UNITS @ EXISTING BASEMENT	3	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$382120.00	02/03/2010	SLAI	APN 3618071		Mission	SUPERVISORIAL DISTRICT 8	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	Residential	Mission	40-X	(37.75536378890, -122.42354724800)
Resident	992 PERALTA AV		BP FILED	07/11/2016	0	2012	Construct 5 story, 50 unit residential condominium building with 50 off street parking spaces.	APARTMENT	201607111961	CONSTRUCT (N) 5-STORY, 49 DWELLING UNIT RESIDENTIAL CONDOMINIUM	50	50	8	8			0	0	0	0	0	0	0	0	0	0	0	0	0	0	CENTERSTO	C. STEVEN	415-550-6	$7000000.00	08/29/2012	RBRESSAN	APN 5696036		Bernal Heights	SUPERVISORIAL DISTRICT 9	NC-S	NEIGHBORHOOD COMMERCIAL, SHOPPING CENTER	Mixed Use	Bernal Heights	40-X	(37.73731595000, -122.40940037900)
Visitor	996 MISSION ST		PL FILED	06/09/2016	0	2015-015253PRJ	Demo of 2-story existing residential hotel building. New construction of 8-story hotel (2 floors residential hotel units, 5 floors tourist hotel) with ground floor retail. Includes installation of drilled piers in (e) basement, eleven stop elevator, reta				0	0	0	0			50529	38947	0	0	0	0	0	0	0	0	5645	-355	44884	39302				$0.00	06/09/2016	VBYRD	APN 3704025	Central SoMa; East SoMa (EN); South of Market	Downtown	SUPERVISORIAL DISTRICT 6	NCT	SOMA NEIGHBORHOOD COMMERCIAL TRANSIT	Mixed Use	South of Market	85-X	(37.78128143540, -122.40870505000)
Mixed	Academy of Art University (AAU)		PL FILED	08/17/2016	0	2016-010637PRJ	Conditional Use Authorization for Change of Use from Office and retail to office and Post-Secondary Educational Institution and retail.				0	0	0	0			0	0	1826	1826	0	0	0	-1826	0	0	878	0	0	0	Academy of Art University		4152742200	$0.00	08/17/2016	TCHANG	APN 0196028		Northeast	SUPERVISORIAL DISTRICT 3	C-2	COMMUNITY BUSINESS	Commercial	Financial District	65-A	(37.79570640590, -122.40313666200)
Resident	1055 ASHBURY ST		CONSTRUCTION	03/23/2016	1	2013	Construction of a 4 story single family home on empty lot	1 FAMILY DWELLING	201307313282	TO ERECT 4 STORIES, 1 BASEMENT, SINGLE FAMILY DWELLING.	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	Derrel My	Chris Fol	577-9885	$600000.00	07/31/2013	CJP	APN 1269167		Buena Vista	SUPERVISORIAL DISTRICT 5	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Haight Ashbury	40-X	(37.76369221290, -122.44673806300)
Mixed	CHASE CENTER (OFFICE)	WARRIORS ARENA & MIXED USE	BP FILED	06/14/2016	1	2014	GSW Arena LLC (GSW), an affiliate of Golden State Warriors, LLC, which owns and operates the Golden State Warriors National Basketball Association (NBA) team, proposes to construct a multi-purpose event center and a variety of mixed uses, including offic	OFFICE	201606149952	CONSTRUCT (N) 11-STORY OFFICE	0	0	0	0			1369696	1369696	0	0	0	0	509210	509210	0	0	860486	860486	0	0	BAY JACARANDA NO 2932 LLC			$145665213.00	05/19/2014	DWINSLOW	APN 8722001	Mission Bay	South of Market	SUPERVISORIAL DISTRICT 6	MB-RA	SEE MISSION BAY SOUTH REDEVELOPMENT PLAN	Mixed Use	South of Market	MB-RA	(37.76799556030, -122.38754942800)
Resident	1014 GILMAN AV		CONSTRUCTION	08/09/2016	1			1 FAMILY DWELLING	201209109355	ERECT 3-STORY, NO BASEMENT, TYPE 5 SINGLE FAMILY DWELLING.	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$780000.00	09/10/2012	EJACKSON	APN 4937018	Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Bayview	40-X	(37.71853919590, -122.38823257300)
Mixed	CHASE CENTER (RECREATION)	WARRIORS ARENA & MIXED USE	BP FILED	06/14/2016	1	2014	GSW Arena LLC (GSW), an affiliate of Golden State Warriors, LLC, which owns and operates the Golden State Warriors National Basketball Association (NBA) team, proposes to construct a multi-purpose event center and a variety of mixed uses, including offic	RECREATION BLDG	201606149949	CONSTRUCT (N) AUDITORIUM, GARAGE, OFFICE, GYM, RESTAURANT & RETAIL	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$537958646.00	05/19/2014	DWINSLOW	APN 8722001	Mission Bay	South of Market	SUPERVISORIAL DISTRICT 6	MB-RA	SEE MISSION BAY SOUTH REDEVELOPMENT PLAN	Mixed Use	South of Market	MB-RA	(37.76799556030, -122.38754942800)
Mixed	CPMC HOSPITAL - VAN NESS & GEARY CAMPUS	1100 VAN NESS AV	CONSTRUCTION	09/26/2016	1	2009	"Demolition of the exisitng Cathedral Hill hotel and office building and construction of a 15 story, 265-foot tall hospital on the entire block bounded by Franklin Street, Post STreet, Van Ness Avenue, and Geary Blvd.

Demolition of 7 existing propertie"	OFFICE	201112090400	TO ERECT NEW 10 STORIES, 5.5 BASEMENT, MEDICAL OFFICE, RETAIL & PARKING BUILDING PER 2010 BUILDING CODE. SEE CONSTRUCTION PLAN FOR ADDENDUM SCHEDULE-	0	-25	0	-20			1019848	470833	730888	730888	0	0	277873	19831	0	-3480	11087	-63753	0	-212653	Geoffrey Nelson	Geoffrey Nelson	415-600-7206	$138534889.00	06/10/2010	EWATTY	APN 0694005	Van Ness Corridor	Downtown	SUPERVISORIAL DISTRICT 6	RC-4	RESIDENTIAL- COMMERCIAL, HIGH DENSITY	Mixed Use	Downtown/Civic Center	130-V	(37.78609291840, -122.42023705200)
Mixres	HOPE SF POTRERO	1101 CONNECTICUT ST	PL FILED	06/30/2010	0	2010	Replace 606 units of public housing with 1,400-1,700 units of mixed-income, mixed-tenure housing, including 1-to1 replacement of public housing. Project will also include neighborhood serving retail, community facilities, parks and open space, and a new	APARTMENTS	201603172392	ERECT 5 STORY, 1 BASEMENT, 72 UNITS, 100% AFFORDABLE HOUSING,  LOCATED ON TWO LOTS, 001A & 007.	1600	994	0	0			30000	30000	0	0	0	0	10000	10000	0	0	20000	20000	0	0				$21800000.00	06/30/2010	MSNYDER	APN 4167004	Showplace Square/Potrero Hill (EN)	South of Market	SUPERVISORIAL DISTRICT 10	RM-2	RESIDENTIAL- MIXED, MODERATE DENSITY	Residential	Potrero Hill	40-X	(37.75582048110, -122.39514414600)
Mixres	HOPE SF SUNNYDALE	1500 SUNNYDALE AV	PL FILED	04/28/2010	0	2010	The project project is the Sunnydale HOPE SF Master Plan. The proposed project would demolish the existing Sunnydale public housing complexes and construct replacement housing, new market rate housing, infrastructure, open space, and community ammentitie				1700	915	1700	915			72500	43224	0	0	0	0	0	0	0	0	72500	43224	0	0				$0.00	04/28/2010	MSNYDER	APN 6310001		South Central	SUPERVISORIAL DISTRICT 10	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	Residential	Visitacion Valley	40-X	(37.71308743100, -122.41899015200)
Resident	HP SHIPYARD PHASE 1 (BP APPROVED)	HUNTERS POINT SHIPYARD, PHASE I	BP APPROVED	09/21/2015	1	2013	Hunters Point Shipyard Phase 1 D4D amendments and associated review of buildings within Phase I			Multiple Permits	75	75	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$0.00	02/22/2013	AA CONV	APN 4591C001	Hunters Point Shipyard	South Bayshore	SUPERVISORIAL DISTRICT 10	HP-RA	SEE HUNTERS POINT REDEVELOPMENT PLAN	Mixed Use	Bayview	HP-RA	(37.72983493920, -122.37083909100)
Resident	HP SHIPYARD PHASE 1 (BP FILED)	HUNTERS POINT SHIPYARD, PHASE I	BP FILED	12/14/2015	1	2013	Hunters Point Shipyard Phase 1 D4D amendments and associated review of buildings within Phase I			Multiple Permits	439	439	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$0.00	02/22/2013	AA CONV	APN 4591C001	Hunters Point Shipyard	South Bayshore	SUPERVISORIAL DISTRICT 10	HP-RA	SEE HUNTERS POINT REDEVELOPMENT PLAN	Mixed Use	Bayview	HP-RA	(37.72983493920, -122.37083909100)
Resident	HP SHIPYARD PHASE 1 (BP ISSUED)	HUNTERS POINT SHIPYARD, PHASE I	BP ISSUED	09/21/2015	1	2013	Hunters Point Shipyard Phase 1 D4D amendments and associated review of buildings within Phase I			Multiple Permits	89	89	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$0.00	02/22/2013	AA CONV	APN 4591C001	Hunters Point Shipyard	South Bayshore	SUPERVISORIAL DISTRICT 10	HP-RA	SEE HUNTERS POINT REDEVELOPMENT PLAN	Mixed Use	Bayview	HP-RA	(37.72983493920, -122.37083909100)
Resident	HP SHIPYARD PHASE 1 (UNDER CONSTRUCTION)	HUNTERS POINT SHIPYARD, PHASE I	CONSTRUCTION	01/07/2016	1	2013	Hunters Point Shipyard Phase 1 D4D amendments and associated review of buildings within Phase I			Multiple Permits	167	167	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$0.00	02/22/2013	AA CONV	APN 4591C001	Hunters Point Shipyard	South Bayshore	SUPERVISORIAL DISTRICT 10	HP-RA	SEE HUNTERS POINT REDEVELOPMENT PLAN	Mixed Use	Bayview	HP-RA	(37.72983493920, -122.37083909100)
Mixres	HUNTERS POINT SHIPYARD, PHASE II	HUNTERS POINT SHIPYARD, PHASE II	PL APPROVED	04/10/2014	1	2007	Redevelopment plans, rezoning, projects, and infrastructure for 778-acre site encompassing BVHP Areas B, C, and Shipyard, for Candlestick Point, Hunters Point Shipyard, and India Basin Shoreline, including an estimated 9,000-du, 650,000-sf retail, 2,000,				10500	10244	3345	3089			4040000	3801500	100000	100000	0	0	2650000	2636500	255000	30000	885000	885000	150000	150000	SF Redevelopment Agency	Nicole Franklin		$0.00	08/24/2007	JNAVARRE	APN 4884025	Bayview Hunters Point; Candlestick Point	South Bayshore	SUPERVISORIAL DISTRICT 10	P	PUBLIC	Public	Bayview	CP	(37.71938264110, -122.38493438300)
Mixres	INDIA BASIN	700 INNES ST / 900 INNES ST	PL FILED	12/09/2014	0	2014-002541PRJ	The Project proposes a multi phased development with 15.9 acres of publicly accessible parks, plazas and open space, 4.02 acres of publicly accessible sreets, sidewalks, stairs & bike lanes and a total of 1,472,150 sf of development building area (reside				980	980	0	0			46400	46400	0	0	0	0	0	0	0	0	46400	46400	0	0				$0.00	12/09/2014	VBYRD	APN 4644002A	India Basin Shoreline/Area C; Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	Mixed Use	Bayview	40-X	(37.73018741000, -122.37203675100)
Resident	MISSION BAY BLOCK 1 (RESIDENTIAL) 03RD	1000 03RD ST	CONSTRUCTION	09/27/2016	1			APARTMENTS	201408133775	"TO ERECT 16 STORIES, NO BASEMENT, 198 RESIDENTIAL APARTMENT, OFFICE, RETAIL & PARKING BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 REQUIRED **"	198	198	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$86000000.00	08/13/2014		APN 8715004	Mission Bay	South of Market	SUPERVISORIAL DISTRICT 6	MB-RA	SEE MISSION BAY SOUTH REDEVELOPMENT PLAN	Mixed Use	South of Market	MB-RA	(37.77505087940, -122.39064339400)
Resident	MISSION BAY BLOCK 1 (RESIDENTIAL) CHANNEL	110 CHANNEL	CONSTRUCTION	09/07/2016	1			APARTMENTS	201408133766	"TO ERECT 6 STORIES, 1 BASEMENT, 152 RESIDENTIAL APARTMENT, OFFICE, RETAIL & PARKING BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 REQUIRED **"	152	152	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$50000000.00	08/13/2014		APN 8715004	Mission Bay	South of Market	SUPERVISORIAL DISTRICT 6	MB-RA	SEE MISSION BAY SOUTH REDEVELOPMENT PLAN	Mixed Use	South of Market	MB-RA	(37.77505087940, -122.39064339400)
Visitor	MISSION BAY BLOCK 1 (VISITOR)	100 CHANNEL	BP APPROVED	08/25/2016	1			TOURIST HOTEL/MOTEL	201509227707	TO ERECT 17 STORIES, NO BASEMENT, 250 UNITS, TYPE 1, HOTEL BLDG.	0	0	0	0			23000	23000	0	0	0	0	0	0	0	0	0	0	23000	23000				$63874478.00	09/22/2015		APN 8715004	Mission Bay	South of Market	SUPERVISORIAL DISTRICT 6	MB-RA	SEE MISSION BAY SOUTH REDEVELOPMENT PLAN	Mixed Use	South of Market	MB-RA	(37.77505087940, -122.39064339400)
MIPS	MISSION BAY BLOCK 26	1455 03RD ST	BP FILED	08/24/2015	1	2008	"Creation of Alexandria Mission Bay Life Sciences and Technology Development District (""Alexandria District"") to consoldiate office allocation from previously approved and future projects under the ownership of Alexander Real Estate, for MB South Blks 26-"	OFFICE	201508245071	ERECT 12 STORIES FOR OFFICE, DAYCARE.	0	0	0	0			423000	423000	0	0	0	0	423000	423000	0	0	0	0	0	0				$66591018.00	08/24/2015	AA CONV	APN 8721033	Mission Bay	South of Market	SUPERVISORIAL DISTRICT 6	MB-RA	SEE MISSION BAY SOUTH REDEVELOPMENT PLAN	Mixed Use	South of Market	MB-RA	(37.77005997430, -122.38877255400)
MIPS	MISSION BAY BLOCK 27	1515 03RD ST	BP FILED	08/24/2015	1	2008	"Creation of Alexandria Mission Bay Life Sciences and Technology Development District (""Alexandria District"") to consoldiate office allocation from previously approved and future projects under the ownership of Alexander Real Estate, for MB South Blks 26-"	OFFICE	201508245062	TO ERECT 7 STORIES FOR COMMERCIAL BLDG, TYPE 1 CONSTRUCTION.	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$57684393.00	08/24/2015	AA CONV	APN 8721029	Mission Bay	South of Market	SUPERVISORIAL DISTRICT 6	MB-RA	SEE MISSION BAY SOUTH REDEVELOPMENT PLAN	Mixed Use	South of Market	MB-RA	(37.76932049290, -122.38885679900)
Resident	MISSION BAY BLOCK 7	588 MISSION BAY BLVD NORTH BL	CONSTRUCTION	09/01/2016	1			APARTMENTS	201404042522	"ERECT 5 STORY 200 RESIDENTIAL UNITS AND ~encrypt&~encrypt&@003K%%a8281
UNITS."	200	200	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$33857234.00	04/04/2014		APN 8711031	Mission Bay	South of Market	SUPERVISORIAL DISTRICT 6	MB-RA	SEE MISSION BAY SOUTH REDEVELOPMENT PLAN	Mixed Use	South of Market	MB-RA	(37.77145701720, -122.39085776200)
Retail/Ent	MOSCONE CENTER EXPANSION	720 - 760 FOLSOM ST	CONSTRUCTION	09/28/2016	1	2013	The proposed Moscone Center Expansion Project would increase the size of the convention center facility by about 22.33 percent, from approximately 945,200 gsf to 1,156,300 gsf, and through renovation and repurposing of the existing facility, the Project	AMUSEMENT CENTER	201406239136	RENOV(E)MOSCONE NORTH & SOUTH BLDG,INCREASE GROSS SQ FOOTAGE OF MOSCONE N & S COMBINED FACILITY FR APPROX 1.2 MILLION GSF TO 1.5 MILLION GSF.WK INCL LOWER LEVEL(EXHIBIT HALL RENOV,ADDITION OF 3 STORIES AT MOSCONE SOUTH&RENOV MOSCONE NORTH LOBBY,PLUS 2 CO	0	0	0	0			3071	3071	0	0	0	0	0	0	0	0	3071	3071	0	0	Adam Van De Water	Adam Van De Water	41-554-6625	$266061486.00	06/23/2014	EPURL	APN 3723115	Central SoMa; Downtown	Downtown	SUPERVISORIAL DISTRICT 6	C-3-S	DOWNTOWN SUPPORT	Commercial	Financial District	340-I	(37.78493784680, -122.40206766000)
