PROJECT_TYPE	BLKLOT	NAMEADDR	Entitled	BESTSTAT	BESTDATE	UNITS	UNITSNET	AFFORDABLE	AFFORDABLENET	SECTION415	AFF_TARGET	TENURE_TYPE	CASENO	DESCRIPT	DBIDESC	TOTAL_GSF	NET_GSF	CIE_EXIST	CIE	CIENET	MED_EXIST	MED	MEDNET	MIPS_EXIST	MIPS	MIPSNET	PDR_EXIST	PDR	PDRNET	RET_EXIST	RET	RETNET	RESTAURANT	RESTAURANTNET	VISIT_EXIST	VISIT	VISITNET	HOTEL_ROOM_EXIST	HOTEL_ROOM_PROP	HOTEL_ROOM_NET	PLANNER	SPONSOR	CONTACT	CONTACTPH	NEIGHBORHOOD	ZONING_SIM	ZONING_GEN	ZONING_DISTRICT	supervisor	PLAN_DISTRICT	PLAN_AREA	Location 1
Resident	0983022	104 PRESIDIO AV	No	PL FILED	01/24/2017 12:00:00 AM	3	-4						2017-001217PRJ	Conditional Use Authorization to permit a dwelling unit merger of a 1-bedroom unit into a 3,179 sq. ft. 2-bedroom unit;  and turn an existing 1-bedroom unit into an 11,020 sq. ft.  6-bedroom unit.  In total project will merge four units, going from seven 		0	0																	0							BBENDIX	Reuben, Junius and Rose, LLP		4155679000	Pacific Heights	RH-2	Residential	RH-2	2	1 - Richmond		(37.7906265259, -122.4472122192)
Mixed	0694005	CPMC HOSPITAL - VAN NESS & GEARY CAMPUS	Yes	CONSTRUCTION	10/30/2017 12:00:00 AM	0	-25	0	-20				2009.0885	"Demolition of the exisitng Cathedral Hill hotel and office building and construction of a 15 story, 265-foot tall hospital on the entire block bounded by Franklin Street, Post STreet, Van Ness Avenue, and Geary Blvd.

Demolition of 7 existing properties a"	TO ERECT NEW 10 STORIES, 5.5 BASEMENT, MEDICAL OFFICE, RETAIL & PARKING BUILDING PER 2010 BUILDING CODE. SEE CONSTRUCTION PLAN FOR ADDENDUM SCHEDULE-	1019848	470833	0	730888	730888	0			258042	277873	19831	3480	0	-3480	74840	11087	-63753			212653	0	-212653	402	0	-402	EWATTY	Geoffrey Nelson	Geoffrey Nelson	415-600-7206	Downtown/Civic Center	RC-4	Mixed Use	RC-4	6	4 - Downtown	Van Ness Corridor	(37.7860946655, -122.4202346802)
CIE	4712008	1 ARDATH COURT (COMMUNITY CENTER)	No	BP FILED	12/17/2015 12:00:00 AM								2015-003310PRJ	New construction of a community center to be located on an empty patch of land on the corner of Harbor Road and Ingalls Street.	"ERECT 1-STORY, NO BASEMENT, TYPE 5-1, COMMUNITY CENTER.
** MAHER: N/A **"	5588	5588	0	5588	5588	0			0			0			0				0	0						JDISALVO	HB&A Architects	Hafsa Burt	415-702-1609	Bayview	RH-2	Residential	RH-2	10	10 - South Bayshore	Bayview Hunters Point	(37.7342414856, -122.3824310303)
Retail/Ent	0086012	1 TELEGRAPH HILL BL	Yes	BP ISSUED	11/23/2016 01:30:00 PM								2016-006762PRJ	(REAR BUILDING) TO ERECT 1 STORY, NO BASEMENT, LIMITED RESTAURANT.	(REAR BUILDING) TO ERECT 1 STORY, NO BASEMENT, LIMITED RESTAURANT.	135	-865	0			0			0			0			1000	135	-865		0	0						LAVALLEY	RECREATION AND PARK DEPARTMENT DEPA	RECREATION AND PARK DEPARTMENT		North Beach	P	Public	P	3	3 - Northeast		(37.8022727966, -122.4058685303)
MIPS	3808003	100 HOOPER ST	Yes	CONSTRUCTION	10/26/2017 12:00:00 AM								2012.0203	The Project Sponsor proposes to replace the property?s existing mini-storage with truck rental use with three new four-story buildings, up to 58 feet in height. These new buildings consist of a stand-alone, 100% ?PDR Building? that includes 56,402 sf of o	ERECT A FOUR STORY OFFICE AND RETAIL COMMERCIAL BUILDING. COMPLIANCE W/ ORDINANCE 155-13 IS NOT REQUIRED.	284471	284471	0			0			0	284471	284471	0			0					0						CTOWNES				South of Market	PDR-1-D	Industrial	PDR-1-D	10	9 - South of Market	Showplace Square/Potrero Hill (EN)	(37.7686882019, -122.3993911743)
Visitor	3731095	1025 HOWARD ST	No	PL FILED	04/24/2015 12:00:00 AM								2015-005200PRJ	The proposed project consists of the demolition of an existing building on site and construction of a new 8 story high hotel with a ground floor retail space and below ground parking.		72580	54580	0			0			0			0			18000	780	-17220		0	0	71800	71800	0	181	181	DVU	Stanton Architecture	Michael Stanton		South of Market	MUG	Mixed Use	MUG	6	9 - South of Market	East SoMa (EN)	(37.7789497375, -122.4075241089)
Retail/Ent	0191008A	1030 WASHINGTON ST	Yes	CONSTRUCTION	04/24/2017 12:00:00 AM								2015-006347PRJ	Change of use from existing non-residential use to a new Restaurant.	ADD NON-STRUCTURAL 1 HOUR WALL. ADD KITCHEN AT GROUND LEVEL. ADD NEW DOORS IN  EXTG WINDOW OPENINGS AT REAR FACE OF BLDG. Remodel top level bathroom and relocate kitchen (4th floor). Add Accessory Dwelling Unit	450	0	0	0	-450	0			0			0			0	450	450		0	0						ABRASK	Stefan Safko	SACARDUS PROPERTIES LLC	415-812-7648	Nob Hill	RM-3	Residential	RM-3	3	3 - Northeast		(37.7948303223, -122.4103012085)
Visitor	3703066	1053 MARKET ST	No	PL FILED	06/16/2014 12:00:00 AM								2014.0408	The proposed project would demolish an existing commercial building and construct a 10-story tourist hotel with 155 rooms with a ground floor retail space.		74000	58000	0			0			0			0			16000	4000	-12000			0	70000	70000	0	155	155	LYEGAZU	Michael Stanton	Lisa Zhuo	415-865-9600	South of Market	C-3-G	Commercial	C-3-G	6	4 - Downtown	Downtown	(37.7810096741, -122.4111557007)
MIPS	3731023	1060 FOLSOM ST	No	BP FILED	02/17/2016 12:00:00 AM			0					2016-002535PRJ	CHANGE OF USE FROM INDUSTRIAL/WAREHOUSE TO ASSEMBLY AND SOCIAL SERVICE USE (DBA ALCHEMY) AND REMOVE THE NOTICE OF VIOLATION COMPLAINT NUMBER 13538_ENF.	CHANGE OF USE FROM INDUSTRIAL/WEARHOUSE TO ASSEEMBLY AND SOCIAL SERVICE USE (DBA ALCHEMY) AND REMOVE THE NOTICE OF VIOLATION COMPLAINT NUMBER 13538_ENF.	0	0	0			0			0			0			0				0	0						EJARDINE	GOLDEN PROPERTIES LLC LLC	GOLDEN PROPERTIES LLC		South of Market	NCT	Mixed Use	NCT-SOMA	6	9 - South of Market	East SoMa (EN)	(37.7775917053, -122.4071655273)
MIPS	3726026	1076 HOWARD ST	Yes	PL FILED	11/17/2015 12:00:00 AM								2015-015152PRJ	Change of use from PDR to Office and a vertical addition of 1 additional story.		18671	6799	0			0			0	18671	15580	0	0	-8781	0				0	0						RSUCRE	Vantage Property Investors		3105456013	South of Market	MUG	Mixed Use	MUG	6	4 - Downtown	East SoMa (EN)	(37.7786903381, -122.4090957642)
PDR	3726030	1088 HOWARD ST	No	BP FILED	03/22/2017 12:00:00 AM								2017-004299PRJ	CHANGE OF USE TO LIGHT MANUFACTURING. N/A FOR MAHER ORDINANCE.155-13.	CHANGE OF USE TO LIGHT MANUFACTURING. N/A FOR MAHER ORDINANCE.155-13.	0	0			0			0			0			0			0		0			0					1088 HOWARD STREET PARTNERS PARTNER	1088 HOWARD STREET PARTNERS		South of Market	MUG	Mixed Use	MUG	6	4 - Downtown	East SoMa (EN)	(37.7783966064, -122.4092788696)
Mixed	0135009	1088 SANSOME ST	Yes	BP FILED	07/28/2016 12:00:00 AM								2016-010294PRJ	Change of use of approximately 49,999 square feet from electronics manufacturing to office on 1st, 2nd, 3rd penthouse levels. 12,669 square feet in basement proposed for retail use.	REPLACEMENT OF (E) WINDOWS AND STOREFRONT AT PENTHOUSE/ROOF	62668	-11144			0			0		49999	49999		0	-61143		12669	0		0			0				CASBAGH	Reuben, Junius & Rose		4155679000	North Beach	C-2	Commercial	C-2	3	3 - Northeast	Northeast Waterfront	(37.8001174927, -122.4022064209)
Visitor	3703059	1095 MARKET ST	Yes	CONSTRUCTION	10/27/2017 12:00:00 AM								2014-000803PRJ	Change of use from office to hotel with 202 hotel rooms with roof deck and 3,992 square feet of ground floor retail. Project also includes interior renovation to add new story within existing structure, stairs, and elevator.	"CHANGE OF OCCUPANCY FROM OFFICE TO HOTEL. NEW 203 HOTEL ROOMS. NEW ROOF DECK. ADD NEW STORY WITHIN (E) STRUCTURE. NEW STAIRS & ELEVATOR.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **"	77982	18188	0			0			0	0	-59794	0			0	3992	3992			0	73990	73990	0	202	202	CGROB	Susan McComb			South of Market	C-3-G	Commercial	C-3-G	6	4 - Downtown	Downtown	(37.7803268433, -122.4120101929)
Mixed	4316002	1100 CESAR CHAVEZ ST	Yes	PL APPROVED	07/21/2015 12:00:00 AM								2015-007177PRJ	Interior renovations and exterior modifications to existing PDR building. Increase accessory office use by 4,206 sf.		26994	1694	0			0			0	8405	4206	0	18589	-2512	0				0	0						ERUSSELL	Veritable Vegetable		(415) 550-48	Potrero Hill	PDR-1-G	Industrial	PDR-1-G	10	10 - South Bayshore	Central Waterfront (EN); Dogpatch Public Realm Plan	(37.750453949, -122.3890228271)
Visitor	0351001	1100 MARKET ST	Yes	CONSTRUCTION	02/04/2016 12:00:00 AM								2012.1123	Renovation of existing Hotel - interior renovation and top floor addition	"TENANT IMPROVEMENT AT HOTEL BASEMENT, GROUND FL AND NEW CONSTRUCTION AT ROOF TOP TERRACE PENTHOUSE. MEP, SPRINKLER & FIRE ALARM ON SEPERATE PERMIT
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **"	81015	1440	0			0			0			0			0	12209	3026	12209	3026	0	68806	-1586				KWONG	Daniel Frattin	Daniel Frattin	415 567 9000	Downtown/Civic Center	C-3-G	Commercial	C-3-G	6	4 - Downtown	Downtown; Civic Center Public Realm Plan	(37.7808990479, -122.4124679565)
CIE	3727009	1112 HOWARD ST	Yes	BP ISSUED	09/28/2017 04:07:00 PM								2017-001488PRJ	ADMINISTRATIVE CHANGE OF USE FROM (E) STORAGE WAREHOUSE TO NEW PRESCHOOL / DAYCARE CENTER. NO CONSTRUCTION WORK UNDER THIS PERMIT.	"ADMINISTRATIVE CHANGE OF USE FROM (E) STORAGE WAREHOUSE TO NEW PRESCHOOL / DAYCARE CENTER. NO CONSTRUCTION WORK UNDER THIS PERMIT.
** MAHER: N/A **"	0	0																	0							ADINASEE	Brandon Tan		4157169099	South of Market	WMUG	Mixed Use	WMUG	6	4 - Downtown	Western SoMa (EN)	(37.77784729, -122.4099731445)
Retail/Ent	0669008	1138 SUTTER ST	Yes	BP ISSUED	10/06/2017 01:42:00 PM								2016-014683PRJ	CHANGE OF USE FROM OFFICE TO LIMITED SERVICE RESTAURANT. PARTIAL REMODEL OF THE TENANT SPACE ON GROUND LEVEL OF AN EXISTING FIVE-STORY BUILDING. THIS PROJECT CREATES A NEW LIMITED RESTAURANT AND NEW COMMERCIAL KITCHE AREA. N/A FOR MAHER ORDINANCE NO.155-1	CHANGE OF USE FROM OFFICE TO LIMITED SERVICE RESTAURANT. PARTIAL REMODEL OF THE TENANT SPACE ON GROUND LEVEL OF AN EXISTING FIVE-STORY BUILDING. THIS PROJECT CREATES A NEW LIMITED RESTAURANT AND NEW COMMERCIAL KITCHE AREA. N/A FOR MAHER ORDINANCE NO.155-1	0	0																	0							CAMPBELL	Lemaris Bakery		9178363646	Downtown/Civic Center	NCD	Mixed Use	NCD-POLK	3	4 - Downtown		(37.7881317139, -122.4192276001)
Resident	3702308	1169 MARKET ST	Yes	BP ISSUED	10/24/2016 02:16:00 PM										TO ERECT 18 STORIES, 6 BASEMENTS, 501 UNITS RESIDENTIAL, RETAIL WITH PARKING BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0				TCHANG				South of Market	C-3-G	Commercial	C-3-G	6	4 - Downtown	Downtown	(37.7784423828, -122.413482666)
MIPS	3755029	1170 HARRISON ST	No	BP FILED	08/11/2016 12:00:00 AM								2015-016239PRJ	The Project Sponsor proposes to make interior alterations to the existing building at 1170 Harrison Street.  The project involves transforming the existing one-story warehouse with a mezzanine into two-stories of office space.  There will be no expansion 	SITE PERMIT FOR CHANGE OF USE FROM PDR TO OFFICE, ADDITION OF NEW SECOND LEVEL OFFICE WITHIN(E) HISTORIC BUILDING STRUCTURE. MECHANICAL, ELECTRICAL, PLUMBING, LIFE SAFETY AND FIRE SPRINKLERS TO BE SUBMITTED UNDER SEPARATE PERMITS. N/A FOR MAHER ORDINANCE 	19025	19025	0			0			0	19025	19025	0			0				0	0						VBYRD	Reuben, Junius & Rose, LLP		4155679000	South of Market	WMUG	Mixed Use	WMUG	6	9 - South of Market	Western SoMa (EN)	(37.7743988037, -122.4081344604)
Visitor	0043007	1196 COLUMBUS AV	No	PL FILED	10/16/2015 12:00:00 AM								2014-002849PRJ	Demolition of existing 5,750 sq ft single-story retail bldg and construct new four-story bldg for use as a hotel.  Existing building is vacant and last occupied by Tower Records.  40 ft high and 27,274 gsf.  Project would add 75 hotel rooms, lobby and gro		27274	21533	0			0			0			0			5741	0	-5741		0	0	27274	27274	0	65	65	KGUY	Reuben, Junius and Rose, LLP		4155679000	North Beach	C-2	Commercial	C-2	3	3 - Northeast		(37.8050231934, -122.416595459)
Vacant	3756001	1201 FOLSOM ST	No	BP Filed	06/05/2017 12:00:00 AM				0						CHANGE OF USE OF(E)3RD & 4TH FL FROM LIGHT MANUFACTURING TO OFFICE USE IN HISTORIC BLDG & BASE BLDG 	0	0			0			0			0			0			0		0			0								South of Market	NCT	Mixed Use	NCT-FOLSOM	6	9 - South of Market	Western SoMa (EN)	(37.7746658325, -122.4100494385)
CIE	6404017	1201 GENEVA AV	Yes	BP ISSUED	11/01/2017 12:26:00 PM								2016-001774PRJ	Legalize existing churches (formerly retail stores) to abate Enforcement Case 2016-001816ENF. No building expansion or facade changes proposed. Sign legalization under separate permit.	CHANGE OF USE/OCCUPANCY FROM  EXISTING GROCERY STORY TO CHURCH.	0	0	0			0			0			0			0				0	0						BERGERCH	CREIGHTON FAMILY TRUST CREIGHTON	CREIGHTON FAMILY TRUST		Excelsior	NCD	Mixed Use	NCD-EXCELSIOR	11	12 - South Central		(37.7143363953, -122.4358291626)
PDR	4175007	1201 ILLINOIS ST	Yes	CONSTRUCTION	10/04/2017 12:00:00 AM								2015-007150PRJ	TO ERECT 1 STORY, 1 BASEMENT, 15,705 gross sq. ft. PG&E ELECTRICAL SWITCH STATION. ** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 IS REQUIRED **	"TO ERECT 1 STORY, 1 BASEMENT, ELECTRICAL SWITCH STATION.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 IS REQUIRED **"	15708	15705	0			0			0			0	15708	15705	0				0	0						DVU		SOUTHERN ENERGY POTRERO LLC		Potrero Hill	M-2	Industrial	M-2	10	9 - South of Market	Central Waterfront (EN); Dogpatch Public Realm Plan	(37.7567558289, -122.3866271973)
CIE	6404017	1209 GENEVA AV	No	BP FILED	06/13/2016 12:00:00 AM								2016-001774PRJ	Legalize existing churches (formerly retail stores) to abate Enforcement Case 2016-001816ENF. No building expansion or facade changes proposed. Sign legalization under separate permit.	CHANGE OF USE FROM EXISTING RETAIL STORE TO CHURCH. N/A FOR MAHER ORDINANCE NO. 155-13.	0	0	0			0			0			0			0				0	0						FLORESVE	CREIGHTON FAMILY TRUST CREIGHTON	CREIGHTON FAMILY TRUST		Excelsior	NCD	Mixed Use	NCD-EXCELSIOR	11	12 - South Central		(37.7143363953, -122.4358291626)
Retail/Ent	1742032	1226 09TH AV	Yes	BP ISSUED	10/11/2016 10:28:00 AM								2016-005323PRJ	CHANGE OF USE FROM RETAIL-PROFESSIONAL SERVICES (790.108) TO LIMITED RESTAURANT (790.90) (FOUR BARREL COFFEE).	FOR PLANNING REVIEW ONLY.  CHANGE OF USE FROM RETAIL-PROFESSIONAL SERVICES (790.108) TO LIMITED RESTAURANT (790.90). No work performed on this permit.	0	0	0			0			0			0			0				0	0						CCAMPBEL	INFINITY WEINERDOG LLC LLC	INFINITY WEINERDOG LLC		Inner Sunset	NCD	Mixed Use	NCD-INNER SUNSET	5	14 - Inner Sunset		(37.7653617859, -122.4660720825)
PDR	4227013A	1228 25TH ST	No	PL FILED	10/28/2015 12:00:00 AM								2015-005968PRJ	Construction of a new Small Enterprise Workspace building on a lot currently used as container storage.	CONSTRUCT(N) 5-STORY COMMERCIAL BUILDING	13940	13940	0			0			0			0	11475	11475	0	2465	2465		0	0						VBYRD	Michael Leavitt Architecture		4156749100	Potrero Hill	PDR-1-G	Industrial	PDR-1-G	10	9 - South of Market	Central Waterfront (EN); Dogpatch Public Realm Plan	(37.7529411316, -122.3913955688)
Vacant	4287020	1229 CONNECTICUT ST	No	BP Filed	06/20/2017 12:00:00 AM				0						TO ERECT ONE WAREHOUSE STORAGE.	0	0			0			0			0			0			0		0			0								Potrero Hill	PDR-2	Industrial	PDR-2	10	10 - South Bayshore		(37.7506980896, -122.3960494995)
Medical	5654044	1231 CORTLAND AV	Yes	CONSTRUCTION	05/25/2016 12:00:00 AM								2015-012518PRJ	CHANGE OF USE FROM RETAIL TO MEDICAL/CHIROPRACTOR	CHANGE OF USE FROM RETAIL TO MEDICAL/CHIROPRACTIC	0	0	0			0			0			0			0				0	0						IOMOKARO		NEPLOKH ERIC A		Bernal Heights	RH-1	Residential	RH-1	9	11 - Bernal Heights		(37.7399787903, -122.4115066528)
CIE	3950002	1240 & 1250 17TH ST	No	BP FILED	01/29/2016 12:00:00 AM								2015-010660PRJ	Change of use from retail and auto repair uses to Institutional - Educational.  (AltSchool)	CHANGE OF USE FROM AUTO REPAIR TO EDUCAITON. INTERIOR PARTITIONS WITH MEP FOR (N) CLASSROOMS.	12995	0	0	12995	12995	0			0			12995	0	-12995	0				0	0						CTOWNES	AltSchool C/O EBI Consulting		8586520336	Potrero Hill	UMU	Mixed Use	UMU	10	9 - South of Market	Showplace Square/Potrero Hill (EN)	(37.7655181885, -122.3964080811)
CIE	1434043	125 CLEMENT ST	Yes	CONSTRUCTION	10/13/2017 12:00:00 AM								2016-007669PRJ	Proposed conversion of existing commercial space into a French Immersion Preschool expansion.	CHANGE OF USE.TI TO(E)GRD FL SPACE.NO WK ON UPPER UNITS.GRD FL CONVERT FR B-OCCUPANCY TO E-OCCUPANCY.NEW SPACE FOR CHILDREN'S DAYCARE. (3) NEW BATHRMS WILL BE CREATED TO REPLACE EXIST (2) BATHRMS.CREATE NEW EXIT CORRIDOR. (E)STOREFRONT WILL BE MODIFIED FO	1318	1318		1318	1318														0							SVELLVE	N/A	Karine Leung	4152253708	Inner Richmond	NCD	Mixed Use	NCD-INNER CLEMENT	1	1 - Richmond		(37.7828788757, -122.4605712891)
PDR	4912001	1300 FITZGERALD AV / 1401 EGBERT AV	Yes	BP ISSUED	11/29/2016 09:25:00 AM								2014.0954	Demolish 7 PDR buildings, adjust lot lines, and construct 2 PDR buildings.	ERECT 1-STORY, TYPE 5, WAREHOUSE BUILDING. N/A FOR MAHER ORDINANCE.	28200	1030	0			0			0			27170	28200	1030	0					0						RSUCRE				Bayview	PDR-2	Industrial	PDR-2	10	10 - South Bayshore	Bayview Hunters Point	(37.722568512, -122.3929824829)
PDR	4912001	1300 FITZGERALD AV / 1401 EGBERT AV	Yes	BP ISSUED	11/29/2016 08:27:00 AM								2014.0954	Demolish 7 PDR buildings, adjust lot lines, and construct 2 PDR buildings.	ERECT 1-STORY, TYPE 5, WAREHOUSE BUILDING. MAHER N/A.	0	0	0			0			0			0			0				0	0						RSUCRE				Bayview	PDR-2	Industrial	PDR-2	10	10 - South Bayshore	Bayview Hunters Point	(37.722568512, -122.3929824829)
MIPS	4352007	1301 CESAR CHAVEZ ST	Yes	CONSTRUCTION	10/16/2017 12:00:00 AM										Erect a two stories building for maintenance and operations facility with admininstrative offices for SFMuni. A-3 for lunch rm; B for Admin. off, locker rms, training conference, TV rm; H-4 for welding shop and elec. shop; S-2 for part storage, equip. rm;	88564	81979	0			0			0	88564	88564	0	0	-6585	0					0						CTOWNES				Bayview	PDR-2	Industrial	PDR-2	10	10 - South Bayshore	Bayview Hunters Point	(37.749256134, -122.3909759521)
PDR	4811011	1350 VAN DYKE AV	Yes	BP ISSUED	11/07/2016 02:23:00 PM								2015-000959PRJ	REMODEL TENANT SUITE INCLUDING DEMOLISTION & CONSTRUCTION CONVERT (E) GROUND FLOOR FROM STORAGE TO PARKING GARAGE CONSTRUCT 2ND FLOOR FOR STORAGE, AN CONSTRUCT NEW 3RD FLOOR VERTICAL ADDITON FOR STORAGE AND OFFICE. NEW STAIR & ELEVATOR. MEHER-COMPLIANCE W	REMODEL TENANT SUITE INCLUDING DEMOLITION & CONSTRUCTION CONVERT (E) GROUND FLOOR FROM STORAGE TO PARKING GARAGE CONSTRUCT 2ND FLOOR FOR STORAGE, AND CONSTRUCT NEW 3RD FLOOR VERTICAL ADDITON FOR STORAGE AND OFFICE. NEW STAIR & ELEVATOR. MAHER-COMPLIANCE W	28142	14649	0			0			0			13493	28142	14649	0				0	0						JSPEIRS		LAU DAVID ZE FAN		Bayview	PDR-2	Industrial	PDR-2	10	10 - South Bayshore	Bayview Hunters Point	(37.7266311646, -122.3874206543)
MIPS	3775064	140 SOUTH PARK ST	Yes	BP ISSUED	10/04/2017 03:55:00 PM								2016-005034PRJ	CHANGE OF USE FROM INDUSTRIAL TO 1ST FLOOR RETAIL & 2ND FLOOR OFFICE / BUSINESS. INTERIOR RENOVATION. NEW STORFRONT WINDOWS ON SOUTH ELEVATION. NEW WINDOW REPLACEMENT IN KIND. MEP UPGRADE. ** MAHER: N/A **	"CHANGE OF USE FROM INDUSTRIAL TO 1ST FLOOR RETAIL & 2ND FLOOR OFFICE / BUSINESS. INTERIOR RENOVATION. NEW STORFRONT WINDOWS ON SOUTH ELEVATION. NEW WINDOW REPLACEMENT IN KIND. MEP UPGRADE UNDER SEPERATE PERMIT.
** MAHER: N/A **"	0	0	0			0			0			0			0				0	0						YEUNGMIN	LINDA A GRIMES REVOC TR REVOC TR	LINDA A GRIMES REVOC TR		South of Market	SPD	Mixed Use	SPD	6	9 - South of Market	East SoMa (EN); Central SoMa	(37.7814559937, -122.3947296143)
CIE	3904002	1401 - 1419 BRYANT ST	Yes	BP FILED	12/03/2015 12:00:00 AM								2015-005388PRJ	"San Francisco Animal Care and Control facility.

The PPA was submitted on 4/21/15 and the 90 day deadline is 7/20/15."	RENOVATE (E) BLDG TO ACCOMODATE CHANGE OF USE FROM MTA FACILITY TO ANIMAL CARE & CONTROL. (E)BRICK ENVELOP WILL REMAIN, & RETAINED W/ (N) STRUCT SUPPORT. (N)2ND FL OVER HALF THE GROUND FL W/(N)INTERIOR WALLS &(N)STRUCT SYS TO SUPPORT(E)ROOF, EXTERIOR WALL	44600	10250	0	44600	44600	0			0			34350	0	-34350	0				0	0						KDURANDE	SF Public Works		4155574758	Mission	P	Public	P	10	8 - Mission	Mission (EN); Mission District Streetscape Plan	(37.768573761, -122.4102096558)
MIPS	3517035	1401 HOWARD ST	Yes	BP ISSUED	03/15/2017 03:25:00 PM								2011.0929	The project involves a change of use from a church to office and restaurant, and a seismic upgrade for the entire building.	"CHANGE OF USE. FROM CHURCH TO 14,898 SQ FT OF OFFICE SPACE. 1300SF OF RETAIL SPACE AND 2500SF OF ASSEMBLY SPACE. MAHER ORD N/A.

NO CFC TO BE ISSUED UNTIL ALL REQUIRED ACCESSIBILITY UPGRADES HAVE BEEN COMPLETED UNDER A SEPERATE TENANT IMPROVEMENT PERMIT P"	16198	-862	17060	0	-17060	0				14898	14898	0			0	1300	1300		0							RSUCRE				South of Market	RCD	Commercial	RCD	6	9 - South of Market	Western SoMa (EN)	(37.773563385, -122.4142990112)
PDR	4829020A	1413 VAN DYKE AV	Yes	BP ISSUED	07/06/2017 01:17:00 PM								2016-010781PRJ	CONSTRUCT (N) 1-STORY, NO BASEMENT, WAREHOUSE.	CONSTRUCT (N) 1-STORY, NO BASEMENT, WAREHOUSE.	0	0	0			0			0			0			0				0	0						CHRISTEN	CHOW YING KIN & SIU MEI MEI	CHOW YING KIN & SIU MEI		Bayview	PDR-1-B	Industrial	PDR-1-B	10	10 - South Bayshore	Bayview Hunters Point	(37.7270393372, -122.389213562)
MIPS	4334001	1420 HAMPSHIRE STREET, 2801 26TH ST	No	BP FILED	12/06/2016 12:00:00 AM								2016-007695PRJ	The proposed project is a vertical addition to the existing Residential Care for the Elderly (RCFE) facility, to expand from 34 beds to 96.  The addition would be two stories tall, within the same footprint as the existing building.  Open space will be pr	TWO STORY ADDITION TO EXISTING ONE STORY. O/BASEMENT RESIDENTIAL CARE FACILITY.	0	0																	0							DSIROIS	Merced Residential Care		4152186776	Mission	RH-2	Residential	RH-2	9	8 - Mission	Mission (EN); Mission District Streetscape Plan	(37.7494659424, -122.407081604)
MIPS	5323015A	1425 MENDELL ST	Yes	BP ISSUED	05/11/2015 09:39:00 AM								2007.0331	Demolish existing commercial building and construct a new 5-story commercial office building with retail on the first floor.	TO ERECT 5 STORIES OFFICE BUILDING.	8156	6281	0			0			1875	6750	4875	0			0	1406	1406			0						BFU	Adam Winig	Adam Winig	510-444-2410	Bayview	NC-3	Mixed Use	NC-3	10	10 - South Bayshore	Bayview Hunters Point	(37.7342720032, -122.3903427124)
MIPS	4710084	144 CASHMERE ST	Yes	BP ISSUED	07/11/2017 09:42:00 AM								2015-003067PRJ	New construction of a 900 gsf office building with 2 off-street parking spaces.	ERECT 1 STORY, TYPE V-B, OFFICE BUILDING.	900	900	0			0			0	900	900	0			0				0	0						JDISALVO	SGPA Architecture & Planning		4159830131	Bayview	RH-2	Residential	RH-2	10	10 - South Bayshore	Bayview Hunters Point	(37.7374687195, -122.3848266602)
